"指鹿为马";"zhǐ lù wéi mǎ";"To deliberately distort facts or misrepresent the truth in order to mislead or deceive others.";"Chengyu Story";"This idiom originates from a story during the Warring States period in ancient China. A corrupt court official named Zhao Gao tried to deceive the Qin emperor by insisting that a deer was actually a horse. Despite the emperor and his ministers knowing it was clearly a deer, Zhao Gao threatened them, forcing them to agree that it was a horse. This illustrates how Zhao Gao blatantly distorted the facts to serve his own agenda and maintain his power.";"指 (finger)";"Other words using this character: 手指 (finger; shǒuzhǐ); 戒指 (ring; jièzhi); 指着 (point; zhǐzhe); 指示牌 (sign; zhǐshìpái); 手指交叉 (cross fingers; shǒuzhǐ jiāochā); 指导 (guide; zhǐdǎo); 指甲 (fingernail; zhǐjia); 指头 (finger; zhǐtou); 指数 (index; zhǐshù); 指令 (order; zhǐlìng)";"鹿 (deer)";"Other words using this character: 老鹿蹒跚 (reluctant; lǎo lù pán shān)";"为 (as)";"Other words using this character: 以为 (think; yǐwéi); 以梦为马 (dream as a horse; yǐ mèng wéi mǎ); 变为 (change into; biànwéi); 视为 (view as; shìwéi); 成为一个医生 (chéngwéi yīgè yīshēng); 列为 (classify as; lièwéi); 称为 (to be called; chēngwéi); 成为 (become; chéngwéi); 见义勇为 (act courageously; jiànyìyǒngwéi); 为（动） (act as; wéi （ dòng ）)";"马 (horse)";"Other words using this character: 马上 (immediately; mǎshàng); 马路杀手 (poor driver; mǎ lù shā shǒu); 马车 (cart; mǎchē); 过马路 (cross street; guòmǎlù); 少年白马醉春风 (shàonián báimǎ zuì chūnfēng); 古罗马 (ancient Rome; gǔluómǎ); 马路 (street; mǎlù); 以梦为马 (dream as a horse; yǐ mèng wéi mǎ); 马蜂 (wasp; mǎfēng); 杀马特 (urban migrants; shāmǎtè)";"那个公司CEO试图指鹿为马,隐瞒财务报告中的重大问题。";"【nàgè gōngsī ceo shìtú zhǐlùwéimǎ , yǐnmán cáiwùbàogào zhōng de zhòngdà wèntí.】                                                                   The company’s CEO attempted to指鹿为马, concealing the significant issues in the financial report.";"online source";"wukongsch.com famous chengyu"
"塞翁失马";"sài wēng shī mǎ";"What appears to be misfortune may ultimately turn out to be good luck.";"Chengyu Story";"This Chinese idiom comes from a story about a farmer named Sai Weng. When Sai Weng’s horse ran away, his neighbors thought it was a misfortune. But later, the horse came back with a wild horse, making Sai Weng even wealthier. Later, Sai Weng’s son broke his leg while riding a horse, which was seen as another misfortune. But this eventually saved the son from being conscripted into the army and suffering the hardships of war. This shows that what appears to be misfortune may ultimately turn out to be good luck.";"塞 (stop up)";"Other words using this character: 闭塞 (inaccessible; bìsè); 堵塞 (blockage; dǔsè); 塞皇 (Emperor Sai; sài huáng); 塞音 (plosive; sèyīn); 耳塞 (earplugs; ěrsāi)";"翁 (elderly man)";"No other ci using this hanzi have been found";"失 (lose)";"Other words using this character: 得不偿失 (not worth it; débùchángshī); 对...很失望 (duì ... hěn shīwàng); 失眠 (insomnia; shīmián); 过失 (error; guòshī); 失误 (mistake; shīwù); 失事 (accident; shīshì); 社会性消失 (shèhuìxìng xiāoshī); 遗失 (lose; yíshī); 失败 (fail; shībài); 丢失 (lost; diūshī)";"马 (horse)";"Other words using this character: 马上 (immediately; mǎshàng); 马路杀手 (poor driver; mǎ lù shā shǒu); 马车 (cart; mǎchē); 过马路 (cross street; guòmǎlù); 少年白马醉春风 (shàonián báimǎ zuì chūnfēng); 古罗马 (ancient Rome; gǔluómǎ); 马路 (street; mǎlù); 以梦为马 (dream as a horse; yǐ mèng wéi mǎ); 马蜂 (wasp; mǎfēng); 杀马特 (urban migrants; shāmǎtè)";"虽然这次投资失败看似损失惨重，但谁知道这会不会是塞翁失马，焉知非福呢？";"【suīrán zhècì tóuzī shībài kànsì sǔnshīcǎnzhòng, dàn shéi zhīdào zhèhuì bùhuì shì sàiwēngshīmǎ, yānzhīfēifú ne?】                                                                   Although this investment failure seems costly, who knows if it isn’t a case of the old man from Sai losing his horse — it might yet turn out to be a blessing in disguise.";"online source";"wukongsch.com famous chengyu"
"望梅止渴";"wàng méi zhǐ kě";"To find solace or temporary relief in the mere thought of something, without actually obtaining or experiencing it.";"Chengyu Story";"This Chengyu originates from a story about a thirsty soldier who, when seeing a plum tree in the distance, imagined the refreshing taste of plums, which temporarily quenched his thirst.";"望 (hope)";"Other words using this character: 对...很失望 (duì ... hěn shīwàng); 欲望 (desire; yùwàng); 绝望 (despair; juéwàng); 渴望 (long for; kěwàng); 天文望远镜 (tiānwén wàngyuǎnjìng); 探望 (visit; tànwàng); 期望 (expectation; qīwàng); 威望 (prestige; wēiwàng); 看望 (visit; kànwàng); 人的欲望是无止境 (rén de yùwàng shì wúzhǐjìng)";"梅 (plum)";"Other words using this character: 梅花 (plum blossom; méihuā)";"止 (stop)";"Other words using this character: 禁止 (prohibit; jìnzhǐ); 阻止 (prevent; zǔzhǐ); 截止 (deadline; jiézhǐ); 防止 (prevent; fángzhǐ); 制止 (curbing; zhìzhǐ); 迄今为止 (so far; qìjīnwéizhǐ); 人的欲望是无止境 (rén de yùwàng shì wúzhǐjìng); 不止 (incessantly; bùzhǐ); 停止 (stop; tíngzhǐ); 终止 (stop; zhōngzhǐ)";"渴 (thirsty)";"Other words using this character: 渴望 (long for; kěwàng)";"在长途跋涉中，士兵们通过想象前方有甘甜的梅子来缓解口渴，这就是望梅止渴。";"【zài chángtúbáshè zhōng, shìbīng men tōngguò xiǎngxiàng qiánfāng yǒu gāntián de méizi lái huǎnjiě kǒukě, zhè jiùshì wàngméizhǐkě.】                                                                   During a long march, soldiers would imagine sweet plums ahead to relieve their thirst — an instance of quenching one’s thirst by thinking of plums.";"online source";"wukongsch.com famous chengyu"
"画蛇添足";"huà shé tiān zú";"To add unnecessary embellishments or details that only serve to spoil or ruin something simple and effective.";"Chengyu Story";"This idiom comes from a story about a person who, after drawing a snake, decided to add feet to it. This extra “improvement” ended up ruining the original simple and elegant depiction of the snake.";"画 (to draw)";"Other words using this character: 漫画 (cartoon; mànhuà); 图画 (drawing; túhuà); 绘画 (draw; huìhuà); 画风突变 (unexpected twist; huà fēng tū biàn); 一幅画 (painting; yīfú huà); 动画片 (animated film; dònghuàpiàn); 画儿 (picture; huàr); 画家 (painter; huàjiā); 画面 (scene; huàmiàn); 画画 (draw; huàhuà)";"蛇 (snake)";"Other words using this character: 一条蛇 (snake; yītiáo shé); 画蛇添足 (ruin the effect; huàshétiānzú); 蛇精病 (crazy person; shéjīngbìng)";"添 (add)";"Other words using this character: 增添 (add; zēngtiān); 画蛇添足 (ruin the effect; huàshétiānzú); 锦上添花 (add splendor; jǐnshàngtiānhuā)";"足 (foot)";"Other words using this character: 觉得很满足 (juéde hěn mǎnzú); 满足 (satisfy; mǎnzú); 立足 (stand; lìzú); 足迹遍布全世界 (zújì biànbù quánshìjiè); 微不足道 (insignificant; wēibùzúdào); 人手不足 (short-handed; rénshǒubùzú); 不足 (insufficient; bùzú); 知足 (content; zhīzú); 足球 (soccer; zúqiú); 足迹遍布美国 (zújì biànbù měiguó)";"本来计划已经很完善了，你再加一些不必要的细节就是画蛇添足。";"【běnlái jìhuà yǐjīng hěn wánshàn le, nǐ zàijiā yīxiē bùbìyào de xìjié jiùshì huàshétiānzú.】                                                                   The plan was already well-designed; adding unnecessary details would be like adding feet to a snake — superfluous and potentially detrimental.";"online source";"wukongsch.com famous chengyu"
"叶公好龙";"yè gōng hào lóng";"To pretend to like or appreciate something, when you actually know very little about it.";"Chengyu Story";"This idiom refers to an ancient Chinese official named Ye Gong, who pretended to love and appreciate dragons, but in reality, knew little about them.";"叶 (leaf)";"Other words using this character: 树叶 (tree leaves; shùyè); 叶子华 (David; yè zihuá); 叶子 (leaf; yèzi); 茶叶 (tea; cháyè)";"公 (public)";"Other words using this character: 公司法 (corporations law; gōngsīfǎ); 公开处刑 (public penalization; gōng kāi chǔ xíng); 公斤 (kilogram; gōngjīn); 高速公路 (expressway; gāosùgōnglù); 公安局 (public security bureau; gōngānjú); 公主 (princess; gōngzhǔ); 办公室 (office; bàngōngshì); 国民老公 (national husband of China; guó mín lǎo gōng); 老公和老婆 (lǎogong hé lǎopó); 外公 (grandfather; wàigōng)";"好 (good)";"Other words using this character: 好运 (good luck; hǎoyùn); 不好意思 (embarrassed; bùhǎoyìsi); 也好 (may as well; yěhǎo); 她德语比我说得好 (tā déyǔ bǐ wǒ shuōdéhǎo); 讨好 (win favor; tǎohǎo); 他对我有好印象 (tā duì wǒ yǒu hǎo yìnxiàng); 好转 (improve; hǎozhuǎn); 好久 (quite a while; hǎojiǔ); 好看 (appealing; hǎokàn); 恰好 (coincidence; qiàhǎo)";"龙 (dragon)";"Other words using this character: 龙虾 (lobster; lóngxiā); 水龙头 (faucet; shuǐlóngtóu)";"对于新兴技术,他总是一副恨不得掌握全部的样子,但实际上只是在装腔作势,叶公好龙。";"【duìyú xīnxīng jìshù , tā zǒngshì yīfù hènbude zhǎngwò quánbù de yàngzi , dàn shíjìshàng zhǐshì zài zhuāngqiāngzuòshì , yègōnghàolóng.】                                                                   When it comes to new technologies, he always acts like he wants to master everything, but in reality, he’s just pretending, like Ye Gong loved dragons.";"online source";"wukongsch.com famous chengyu"
"一鼓作气";"yī gǔ zuò qì";"To tackle a task or problem with full determination and energy, without hesitation.";"Chengyu Story";"This idiom originates from a military strategy of launching an all-out attack with full force to overwhelm the enemy.";"一 (one)";"Other words using this character: 一个湖 (A lake; yīgè hú); 一起 (together; yīqǐ); 一口气 (one breath; yīkǒuqì); 一直 (continuously; yīzhí); 未必 = 不一定 (wèibì   =   bù yīdìng); 吓我一跳 (scare; xià wǒ yī tiào); 一双眼睛 (pair of eyes; yīshuāng yǎnjīng); 一道 (together; yīdào); 另一方面 (on the other hand; lìngyīfāngmiàn); 你拿一本书来 (nǐ ná yī běnshū lái)";"鼓 (drum)";"Other words using this character: 鼓舞 (boost; gǔwǔ); 鼓掌 (applaud; gǔzhǎng); 鼓励 (encourage; gǔlì); 鼓动 (encourage; gǔdòng)";"作 (do)";"Other words using this character: 合作 (cooperate; hézuò); 工作的时候很投入 (gōngzuò de shíhou hěn tóurù); 作战 (combat; zuòzhàn); 工作顺利 (work smoothly; gōngzuò shùnlì); 好单纯好不做作 (hǎo dān chún hǎo bú zuò zuò); 操作 (operate; cāozuò); 作家 (author; zuòjiā); 工作上的工作 (gōngzuò shàng de gōngzuò); 动作 (movement; dòngzuò); 社会工作者 (shèhuìgōngzuòzhě)";"气 (air)";"Other words using this character: 语气 (tone; yǔqì); 暖气机 (heater; nuǎnqìjī); 神气 (impressive; shénqì); 客气 (polite; kèqi); 气味 (odor; qìwèi); 生气 (angry; shēngqì); 戾气 (evil tendencies; lìqì); 一口气 (one breath; yīkǒuqì); 气势 (imposing manner; qìshì); 氧气 (oxygen; yǎngqì)";"我们必须一鼓作气,把这个项目在本周内完成。";"【wǒmen bìxū yīgǔzuòqì , bǎ zhège xiàngmù zài běnzhōu nèi wánchéng.】                                                                   We must make a concerted effort to finish this project within this week.";"online source";"wukongsch.com popular chengyu"
"一石二鸟";"yī shí èr niǎo";"To accomplish two goals or tasks with a single action.";"Chengyu Story";"This idiom originates from an ancient fable about a hunter who skillfully hit two birds with a single thrown stone. Just like the English expression, 一石二鸟 means “to kill two birds with one stone”, and is used to describe the achievement of two purposes or effects at the same time through one action.";"一 (one)";"Other words using this character: 一个湖 (A lake; yīgè hú); 一起 (together; yīqǐ); 一口气 (one breath; yīkǒuqì); 一直 (continuously; yīzhí); 未必 = 不一定 (wèibì   =   bù yīdìng); 吓我一跳 (scare; xià wǒ yī tiào); 一双眼睛 (pair of eyes; yīshuāng yǎnjīng); 一道 (together; yīdào); 另一方面 (on the other hand; lìngyīfāngmiàn); 你拿一本书来 (nǐ ná yī běnshū lái)";"石 (stone)";"Other words using this character: 岩石 (rock; yánshí); 化石 (fossil; huàshí); 结石姐 (Sister Calculus; jié shí jiě); 泥石流 (landslide; níshíliú); 宝石 (gem; bǎoshí); 钻石 (diamond; zuànshí); 鸡蛋碰石头 (jīdànpèngshítou); 石家庄 (Shijiazhuang; shíjiāzhuāng); 三石弟弟 (Three-stone Brother; sān shí dì dì); 石头 (stone; shítou)";"二 (two)";"Other words using this character: 二维码 (QR code; èrwéimǎ); 二氧化碳 (carbon dioxide; èryǎnghuàtàn); 三分之二 (no definition; sānfēnzhīèr); 拆二代 (house removal beneficiaries; chāi èrdài); 富二代 (wealthy children; fùèrdài); 第（第二） (dì （ dìèr ）); 二哈 (silly husky; èrhā); 二代移民 (second-generation immigrant; èrdài yímín); 二十年 (twenty years; èrshínián); 百分之二十 (bǎifēnzhīèrshí)";"鸟 (bird)";"No other ci using this hanzi have been found";"我们可以一石二鸟，既完成了这项工作，又可以顺便去买些食材。";"【wǒmen kěyǐ yīshíèrniǎo, jì wánchéng le zhèxiàng gōngzuò, yòu kěyǐ shùnbiànqù mǎixiē shícái.】                                                                   We can kill two birds with one stone – we can complete this task and also go buy some groceries at the same time.";"online source";"wukongsch.com popular chengyu"
"刻舟求剑";"kè zhōu qiú jiàn";"To stubbornly adhere to a course of action that is no longer relevant or feasible.";"Chengyu Story";"This idiom is based on a story about a man who, after accidentally dropping his sword into a river, tried to retrieve it by cutting a mark on the boat, thinking he could find the sword at that exact spot later.";"刻 (carve)";"Other words using this character: 片刻 (moment; piànkè); 刻不容缓 (urgent; kèbùrónghuǎn); 时刻 (moment; shíkè); 刻苦 (hardworking; kèkǔ); 立刻 (immediate; lìkè); 雕刻 (carve; diāokè); 高光时刻 (glamorous; gāo guāng shí kè); 刻（量） (quarter; kè （ liàng ）); 刻（动） (carve; kè （ dòng ）); 深刻 (profound; shēnkè)";"舟 (boat)";"No other ci using this hanzi have been found";"求 (seek)";"Other words using this character: 供不应求 (supply shortage; gōngbùyìngqiú); 急于求成 (impatient; jíyúqiúchéng); 力求 (strive; lìqiú); 需求 (requirement; xūqiú); 追求 (pursue; zhuīqiú); 请求 (request; qǐngqiú); 要求 (requirement; yāoqiú); 按照要求 (as required; ànzhào yāoqiú); 求婚 (propose; qiúhūn); 求锤得锤 (Demand proof; qiúchuídéchuí)";"剑 (sword)";"Other words using this character: 夺剑 (seize the sword; duójiàn); 剑鱼 (swordfish; jiànyú); 我何时传授你剑法 (wǒ héshí chuánshòu nǐ jiànfǎ)";"试图获得去年申请的那份工作就像试图刻舟求剑一样——是时候寻找新的机会了。";"【shìtú huòdé qùnián shēnqǐng de nàfèn gōngzuò jiù xiàng shìtú kèzhōuqiújiàn yīyàng — — shì shíhou xúnzhǎo xīn de jīhuì le.】                                                                   Trying to get that job you applied for last year is just like trying to retrieve a sword from a boat – it’s time to move on to new opportunities.";"online source";"wukongsch.com popular chengyu"
"朝三暮四";"zhāo sān mù sì";"To be indecisive or change one’s mind frequently.";"Chengyu Story";"This idiom originates from a story about a person who kept changing their mind about how many fruits they had picked, saying three in the morning and four in the evening.";"朝 (court)";"Other words using this character: 朝代 (dynasty; cháodài); 朝气蓬勃 (full of energy; zhāoqìpéngbó); 朝阳群众 (People of Chaoyang District; cháo yáng qún zhòng); 唐朝 (Tang Dynasty; tángcháo); 朝鲜🇰🇵 (North Korea; cháoxiǎn 🇰 🇵)";"三 (three)";"Other words using this character: 把三只小猫留下 (bǎ sānzhǐ xiǎomāo liúxià); 前三天 (first three days; qiánsāntiān); 两-三年 (2-3 years; liǎng - sānnián); 三分之二 (no definition; sānfēnzhīèr); 六尺三寸 (six feet three inches; liùchǐ sāncùn); 再三 (over and over; zàisān); 三月六号 (March 6th; sānyuè liùhào); 后三天 (latter three days; hòu sāntiān); 三连 (A string of three; sān lián); 三石弟弟 (Three-stone Brother; sān shí dì dì)";"暮";"No other ci using this hanzi have been found";"四 (four)";"Other words using this character: 四字弟弟 (Jackson Yee; sì zì dì di); 四周 (all around; sìzhōu); 四处 (all over; sìchù); 六四事件 (Tiananmen Incident; liùsìshìjiàn); 四肢 (limbs; sìzhī); 一年四季 (all year round; yīniánsìjì); 丢三落四 (forgetful; diūsānlàsì)";"他对于是否参加这次比赛一直朝三暮四,最后还是决定放弃了。";"【tā duìyú shìfǒu cānjiā zhècì bǐsài yīzhí zhāosānmùsì , zuìhòu háishi juédìng fàngqì le.】                                                                   He kept changing his mind about whether to participate in the competition, and in the end, he decided to give up.";"online source";"wukongsch.com popular chengyu"
"半途而废";"Bàn tú ér fèi";"To start something but give up halfway, failing to complete it.";"Chengyu Story";"This idiom comes from a story in the Book of Han – Wang Mang’s Biography. Wang Mang used to study reasoning when he was young, but he found it difficult in the process and eventually chose to give up. This story reflects his lack of perseverance in pursuing his ideal, and eventually failed to realize his goal. The phrase “giving up halfway” is often used to warn people to persevere in their endeavors and not to give up lightly.";"半 (half)";"Other words using this character: 半途而废 (give up halfway; bàntúérfèi); 半音 (semitone; bànyīn); 多半 (mostly; duōbàn); 半年 (half year; bànnián); 半夜 (midnight; bànyè); 一半 (half; yībàn); 半决赛 (semifinals; bànjuésài); 一年半前 (A year and a half ago; yīnián bànqián); 半天 (quite a while; bàntiān)";"途 (way)";"Other words using this character: 半途而废 (give up halfway; bàntúérfèi); 前途 (prospects; qiántú); 用途 (use; yòngtú); 途中 (en route; túzhōng); 长途 (long distance; chángtú); 途径 (way; tújìng)";"而 (and)";"Other words using this character: 半途而废 (give up halfway; bàntúérfèi); 从而 (thus; cóngér); 时而 (occasionally; shíér); 反而 (on the contrary; fǎnér); 因而 (therefore; yīnér); 而已 (that's all; éryǐ); 而是 (rather; érshì); 总而言之 (in short; zǒngéryánzhī); 不言而喻 (self-evident; bùyánéryù); 侃侃而谈 (speak frankly; kǎnkǎnértán)";"废 (abolish)";"Other words using this character: 半途而废 (give up halfway; bàntúérfèi); 说废话 (nonsense; shuōfèihuà); 废除 (abolish; fèichú); 作废 (invalid; zuòfèi); 废话 (nonsense; fèihuà); 废寝忘食 (obsessed with work; fèiqǐnwàngshí); 废柴 (good-for-nothing; fèichái); 用进废退 (Use it or lose it; yòngjìn fèituì); 废墟 (ruins; fèixū)";"他原本打算学习编程，可惜 “半途而废”，最终放弃了这个目标。";"【tā yuánběn dǎsuàn xuéxí biānchéng, kěxī   “ bàntúérfèi ”, zuìzhōng fàngqì le zhège mùbiāo.】                                                                   He originally planned to learn programming, but unfortunately “半途而废” (gave up halfway), ultimately abandoning that goal.";"online source";"wukongsch.com popular chengyu"
"井底之蛙";"jǐng dǐ zhī wā";"To have a narrow or limited perspective, being unaware of the larger world outside one’s immediate surroundings.";"Chengyu Story";"This idiom comes from Zhuangzi – The Outer Things. The story is about a frog living at the bottom of a well, who thinks that his well is all there is in the world, and is unable to comprehend the wider world outside. When a sea turtle tells him about the vastness of the sea, the frog is unable to imagine and accept it. This idiom is often used to describe those who only see their own small circle, warning people to broaden their horizons and understand the wider world.";"井 (well)";"No other ci using this hanzi have been found";"底 (bottom)";"Other words using this character: 到底 (finally; dàodǐ); 海底 (seabed; hǎidǐ); 底下 (below; dǐxia); 刮锅底笑 (Wallace Chung's laugh; guā guō dǐ xiào); 深不见底 (bottomless; shēnbùjiàndǐ); 平底煎锅 (frying pan; píngdǐ jiānguō); 归根到底 (ultimately; guīgēndàodǐ); 月底 (end of the month; yuèdǐ); 年底 (year-end; niándǐ); 底部 (bottom; dǐbù)";"之 (him)";"Other words using this character: 后顾之忧 (family worries; hòugùzhīyōu); …分之… (fractional number;  fēn zhī ); 中庸之道 (golden mean; zhōngyōngzhīdào); 当务之急 (top priority; dāngwùzhījí); 总之 (in short; zǒngzhī); 不可描述之事 (bù kě miáo shù zhī shì); 三分之二 (no definition; sānfēnzhīèr); 天伦之乐 (family joy; tiānlúnzhīlè); 之内 (within; zhīnèi); 之后 (after; zhīhòu)";"蛙 (frog)";"Other words using this character: 蛙哥 (brother frog; wā gē)";"当地政客过时的观点表明，他只是一只’井底之蛙’，无法理解现代全球社会所面临的复杂问题。";"【dāngdì zhèngkè guòshí de guāndiǎn biǎomíng, tā zhǐshì yīzhī ’ jǐngdǐzhīwā ’, wúfǎ lǐjiě xiàndài quánqiú shèhuì suǒ miànlín de fùzá wèntí.】                                                                   The local politician’s outdated views showed that he was just a ‘frog at the bottom of the well’, unable to comprehend the complex issues facing the modern global community.";"online source";"wukongsch.com popular chengyu"
"三人成虎";"sān rén chéng hǔ";"A rumor or false information can become accepted as true if repeated often enough, even without evidence.";"Chengyu Story";"The origin of this idiom can be traced back to “Strategies of the Warring States”. The story is about a man who told others that “there is a tiger in the city”. At first, no one believed him, but if two more people said the same thing, everyone would start to believe him, which eventually led to people believing in the rumor. This idiom is often used to warn people to be alert to information and not to easily believe unfounded rumors.";"三 (three)";"Other words using this character: 把三只小猫留下 (bǎ sānzhǐ xiǎomāo liúxià); 前三天 (first three days; qiánsāntiān); 两-三年 (2-3 years; liǎng - sānnián); 三分之二 (no definition; sānfēnzhīèr); 六尺三寸 (six feet three inches; liùchǐ sāncùn); 再三 (over and over; zàisān); 三月六号 (March 6th; sānyuè liùhào); 后三天 (latter three days; hòu sāntiān); 三连 (A string of three; sān lián); 三石弟弟 (Three-stone Brother; sān shí dì dì)";"人 (person)";"Other words using this character: 丢人 (lose face; diūrén); 名人 (celebrity; míngrén); 爱人 (spouse; àiren); 人设 (Character design; rénshè); 人格 (personality; réngé); 人民 (the people; rénmín); 当事人 (involved; dāngshìrén); 迷人 (fascinating; mírén); 人不可貌相 (rénbùkěmàoxiàng); 发言人 (spokesperson; fāyánrén)";"成 (measure word)";"Other words using this character: 成果 (achievement; chéngguǒ); 看成 (regard as; kànchéng); 构成 (constitute; gòuchéng); 成绩 (achievement; chéngjì); 成人 (adulthood; chéngrén); 当成 (consider as; dàngchéng); 碎成渣渣 (break into smithereens; suì chéng zhàn zhā); 成心 (intentionally; chéngxīn); 成熟 (mature; chéngshú; Taiwan pr. chéng shóu); 建成 (establish; jiànchéng)";"虎 (tiger)";"Other words using this character: 纸老虎 (paper tiger; zhǐlǎohǔ); 虎妈 (tiger mother; hǔmā); 老虎 (tiger; lǎohǔ); 马虎 (careless; mǎhu); 狼吞虎咽 (gorge; lángtūnhǔyàn)";"online source";"wukongsch.com popular chengyu"
"先发制人";"Xiān fā zhì rén";"“Striking first” metaphorically means to take the initiative and act before the other party, in order to prevent their attack or obstruction.";"Chengyu Story";"This idiom comes from The Art of War by Sun Tzu. In military strategy, Sun Tzu mentions that in battle, taking the initiative can often give an advantage and constrain the enemy’s actions. By striking first, one can effectively disrupt the enemy’s plans and thus achieve victory. This idiom is often used to describe taking the first action in order to seize the initiative in a competition or confrontation, and is applicable to many fields such as business and politics.";"先 (beforehand)";"Other words using this character: 事先 (in advance; shìxiān); 争先恐后 (striving; zhēngxiānkǒnghòu); 先后 (first and last; xiānhòu); 率先 (take the lead; shuàixiān); 原先 (originally; yuánxiān); 领先 (lead; lǐngxiān); 祖先 (ancestors; zǔxiān); 先生和太太 (xiānsheng hé tàitai); 先干为敬 (toast; xiāngān wéi jìng); 先前 (before; xiānqián)";"发 (send)";"Other words using this character: 发誓 (to vow; fāshì); 发明 (invent; fāmíng); 理发 (haircut; lǐfà); 发音 (pronounce; fāyīn); 发糖 (To give out candies; fā táng); 发放 (provide; fāfàng); 发财 (get rich; fācái); 发微信 (send WeChat; fāwēixìn); 发布 (release; fābù); 出发 (set off; chūfā)";"制 (control)";"Other words using this character: 制止 (curbing; zhìzhǐ); 克制 (restrain; kèzhì); 制度 (system; zhìdù); 研制 (research and manufacture; yánzhì); 种姓制度 (caste system; zhǒngxìngzhìdù); 节制 (control; jiézhì); 遏制 (check; èzhì); 制作 (make; zhìzuò); 牵制 (control; qiānzhì); 制约 (restrict; zhìyuē)";"人 (person)";"Other words using this character: 丢人 (lose face; diūrén); 名人 (celebrity; míngrén); 爱人 (spouse; àiren); 人设 (Character design; rénshè); 人格 (personality; réngé); 人民 (the people; rénmín); 当事人 (involved; dāngshìrén); 迷人 (fascinating; mírén); 人不可貌相 (rénbùkěmàoxiàng); 发言人 (spokesperson; fāyánrén)";"面对竞争对手的新产品上市,我们必须”先发制人”,迅速推出更优质的新品才行。 ";"【miànduì jìngzhēngduìshǒu de xīn chǎnpǐn shàngshì , wǒmen bìxū ” xiānfāzhìrén ” , xùnsù tuīchū gēng yōuzhì de xīnpǐn cáixíng.  】                                                                   To gain the upper hand, we must “strike first” by quickly launching a superior new product before our competitors.";"online source";"wukongsch.com popular chengyu"
"人山人海";"rénshān-rénhǎi";"a very crowded, densely packed, and large crowd of people.";"Chengyu Story";"The origin of this idiom is not clear, but it graphically depicts the spectacular scene of a crowd gathering. In ancient poems and literature, it is often used to describe lively scenes, such as temple fairs, bazaars or festival celebrations.";"人 (person)";"Other words using this character: 丢人 (lose face; diūrén); 名人 (celebrity; míngrén); 爱人 (spouse; àiren); 人设 (Character design; rénshè); 人格 (personality; réngé); 人民 (the people; rénmín); 当事人 (involved; dāngshìrén); 迷人 (fascinating; mírén); 人不可貌相 (rénbùkěmàoxiàng); 发言人 (spokesperson; fāyánrén)";"山 (mountain)";"Other words using this character: 山谷 (valley; shāngǔ); 山峰 (peak; shānfēng); 山顶 (hilltop; shāndǐng); 山脊 (ridge; shānjǐ); 山寨品 (fake goods; shānzhài pǐn); 山坡 (hillside; shānpō); 这次爬山 (hiking; zhècì páshān); 山火 (wildfire; shānhuǒ); 山腰 (halfway up a mountain; shānyāo); 山地自行车 (shāndìzìxíngchē)";"人 (person)";"Other words using this character: 丢人 (lose face; diūrén); 名人 (celebrity; míngrén); 爱人 (spouse; àiren); 人设 (Character design; rénshè); 人格 (personality; réngé); 人民 (the people; rénmín); 当事人 (involved; dāngshìrén); 迷人 (fascinating; mírén); 人不可貌相 (rénbùkěmàoxiàng); 发言人 (spokesperson; fāyánrén)";"海 (ocean)";"Other words using this character: 海湾 (bay; hǎiwān); 海关 (customs; hǎiguān); 沿海 (coastal; yánhǎi); 大海 (sea; dàhǎi); 海底 (seabed; hǎidǐ); 海鲈 (sea bass; hǎilú); 海滨 (seaside; hǎibīn); 海洋 (ocean; hǎiyáng); 海浪 (sea wave; hǎilàng); 海水 (seawater; hǎishuǐ)";"春节期间,各大商场的人流量都呈现”人山人海”的场面。";"【chūnjié qījiān , gèdà shāngchǎng de rénliúliàng dōu chéngxiàn ” rénshānrénhǎi ” de chǎngmiàn.】                                                                   During the Chinese New Year, the large shopping malls were filled with “a human mountain, a human sea” of crowds.";"online source";"wukongsch.com popular chengyu"
