同质的	tóngzhì de	homogeneous	Lao wang
由相同的事物组成的	yóu xiāngtóng de shìwù zǔchéng de	composed of the same things	Lao wang
前苏联	qián sūlián	former soviet union	Lao wang
宣传	xuānchuán	propaganda	Lao wang
社会性消失	shèhuìxìng xiāoshī	Disappear from society	Lao wang
举报	jǔbào	report (on a person for saying bad things about the government)	Lao wang
谨言慎行	jǐnyánshènxíng	Be cautious in your words and deeds	Lao wang
俄语	éyǔ	Russian	Lao wang
主旋律	zhǔxuánlǜ	mainstream idea (that the gvt plays, that you have to go along with)	Lao wang
购买	gòumǎi	Buy	Lao wang
抽样	chōuyàng	sampling (e.g. sampling bias)	Lao wang
知无不言	zhīwúbùyán	Tell everything you know (?)	Lao wang
抢亲	qiǎngqīn	Bride kidnapping	show (ep 2)
做作	zuòzuo	Pretentious/pretention	show (ep 2)
记住	jìzhu	remember	show (ep 2)
下期	xiàqī	next issue	show (ep 2)
兄长	xiōngzhǎng	brother	show (ep 2)
卷入	juǎnrù	involved	show (ep 2)
名扬天下	míngyángtiānxià	Be famous all over the world	show (ep 2)
仙子	xiānzǐ	fairy	show (ep 2)
巧了	qiǎo le	What a coincidence	show (ep 2)
葬礼	zànglǐ	funeral	show (ep 2)
沉浸	chénjìn	immerse	grace
外语	wàiyǔ	foreign language	grace
刘奶奶去买牛奶	liú nǎinai qù mǎi niúnǎi	Grandma Liu went to buy milk	grace
卷舌音	juǎnshéyīn	retroflex	grace
h -k	h   - k	h -k	grace
h-f f-h	h - f   f - h	h-f f-h	grace
fu	fu	fu	grace
训练	xùnliàn	train	grace
辨音能力	biànyīn nénglì	Sound discrimination ability	grace
分辨	fēnbiàn	distinguish	grace
深不见底	shēnbùjiàndǐ	bottomless	grace
永无止境	yǒngwúzhǐjìng	never ending	grace
思维	sīwéi	thinking	grace
mindset	mindset	mindset	grace
低  -高	dī     - gāo	low-high	grace
底部	dǐbù	bottom	grace
虎妈	hǔmā	tiger mother	grace
角度	jiǎodù	angle	grace
科目	kēmù	suject	grace
无知	wúzhī	ignorance	grace
工业革命	gōngyègémìng	intustrial revolution	grace
围墙	wéiqiáng	wall	grace
曾祖父	zēngzǔfù	great grandfather	grace
以父之名	yǐfùzhīmíng	in the name of the father	grace
小篆	xiǎozhuàn	Xiaozhuan	grace
天黑	tiānhēi	dark	june
日落	rìluò	Sunset	june
观赏性的植物	guānshǎngxìng de zhíwù	ornamental plants	june
过长	guòcháng	too long	june
骆驼	luòtuo	camel	june
驼背	tuóbèi	Hunchback	june
罗锅	luóguō	person who hunches over (was a person's name called Luoguo)	june
违背	wéibèi	violate	june
"laidies" = nineties	" laidies "   =   nineties	"laidies" = nineties	june
羊绒	yángróng	Cashmere	june
硅谷	guīgǔ	silicon valley	Tracy
爱狮克	àishīkè	ISAG	Tracy
有局限	yǒu júxiàn	There are limitations	Tracy
今年的第一场雨	jīnnián de dìyīchǎng yǔ	first rain of the year	Tracy
全球气候变暖	quánqiú qìhòu biànnuǎn	global warming	Tracy
皮划艇	píhuátǐng	kayak	Tracy
已经	yǐjīng	already	Tracy
你已经工作了？	nǐ yǐjīng gōngzuò le ？	Are you already working?	Tracy
硅谷	guīgǔ	silicon valley	Tracy
Silicon Valley	silicon   valley	Silicon Valley	Tracy
北京	běijīng	Beijing	Tracy
本地	běndì	local	Tracy
内蒙古	nèiměnggǔ	Inner Mongolia	Tracy
少数民族	shǎoshùmínzú	minority	Tracy
高铁	gāotiě	high speed rail	Tracy
4-5小时	4 - wǔ xiǎoshí	4-5 hours	Tracy
两个月	liǎnggè yuè	two months	Tracy
不吉利	bù jílì	Unlucky	Tracy
近义词 	jìnyìcí  	synonyms	Grace
同义词	tóngyìcí	synonyms	Grace
可比性	kěbǐxìng	Comparability	Grace
作息不规律	zuòxī bù guīlǜ	Irregular work and rest	Grace
思考	sīkǎo	think	Grace
戒指	jièzhi	ring	Grace
西式	xīshì	Western	Grace
中式	zhōngshì	Chinese style	Grace
社会福利	shèhuìfúlì	social welfare	Grace
可比性	kěbǐxìng	Comparability	Grace
词语搭配	cíyǔ dāpèi	Word collocation	Grace
搭配	dāpèi	match	Grace
争取	zhēngqǔ	strive for	Grace
短语 	duǎnyǔ  	phrase	Grace
共产主义	gòngchǎnzhǔyì	communism	Grace
资本主义	zīběnzhǔyì	capitalism	Grace
同义词	tóngyìcí	synonyms	Grace
“grammar hsk1-3 needs review, need longer phrases with conjunctions, not mix in kouyu"	“ grammar   hskyī - sān   needs   review ,   need   longer   phrases   with   conjunctions ,   not   mix   in   kouyu "	"grammar hsk1-3 needs review, need longer phrases with conjunctions, not mix in kouyu"	Bella
类似	lèisì	similar	Bella
完整	wánzhěng	whole	Bella
揣测	chuǎicè	speculation	young
猜想	cāixiǎng	hypothesis	young
延迟	yánchí	Delay	young
抽样偏见	chōuyàng piānjiàn	sampling bias	young
社会学	shèhuìxué	sociology	young
数字经济	shùzì jīngjì	digital economy	young
直播经济	zhíbō jīngjì	Live broadcast economy	young
经济学者	jīngjì xuézhě	Economist	young
带货主播	dài huòzhǔ bō	Anchor with goods	young
带货直播	dàihuò zhíbō	Live broadcast with goods	young
数字劳工	shùzì láogōng	digital labor	young
关注	guānzhù	focus on	young
防火墙	fánghuǒqiáng	firewall	young
不能忘本	bùnéng wàngběn	Don't forget your roots	young
眼中	yǎnzhōng	eyes	young
anhuihefei	anhuihefei	anhuihefei	young
合肥方言	héféi fāngyán	Hefei dialect	young
再会	zàihuì	Goodbye (shanghai)	young
回见	huíjiàn	See you later (beijing)	young
讲普通话，写规范字	jiǎng pǔtōnghuà ， xiě guīfànzì	Speak Mandarin and write standard Chinese characters	young
标语	biāoyǔ	slogan	young
归属感	guīshǔgǎn	sense of belonging	young
乡土中国	xiāngtǔ zhōngguó	rural China (book)	young
三分之二  	sānfēnzhīèr    	two thirds	lily
基本归因谬误	jīběn guīyīn miùwù	fundamental attribution fallacy	lily
葫芦	húlu	gourd	lily
数数	shǔshù	Count	lily
旋律	xuánlǜ	melody	lily
让我们荡起双桨	ràng wǒmen dàngqǐ shuāngjiǎng	Let's swing the oars	lily
易建联	yìjiànlián	Yi Jianlian (basketbal player who crossdresses)	lily
内耗	nèihào	internal friction	Min
世俗	shìsú	secular (e.g. normal like everyone else)	Kin
素质	sùzhì	quality	Kin
共产党人	gòngchǎndǎngrén	communist	Kin
不甚至	bù shènzhì	Not even	Kin
大后天	dàhòutiān	The day after tomorrow	Kin
后天	hòutiān	the day after tomorrow	Kin
加入	jiārù	join in	Fafa
小众	xiǎo zhòng	niche	Fafa
公式	gōngshì	formula	Fafa
插件	chājiàn	plug-in	Fafa
雅思	yǎsī	IELTS	Fafa
小红书	xiǎohóngshū	little red book	Fafa
当成	dàngchéng	As	Fafa
当做	dàngzuò	as	Fafa
训练	xùnliàn	train	Fafa
毛衣	máoyī	sweater	Fafa
羊毛	yángmáo	wool	Fafa
关注	guānzhù	focus on	Fafa
印象深刻	yìnxiàng shēnkè	Impressive	Fafa
默认	mòrèn	default	Fafa
羊驼毛	yáng tuómáo	alpaca wool	Fafa
麝牛	shèniú	musk ox	Fafa
山羊	shānyáng	goat	Fafa
绵羊	miányáng	sheep	Fafa
因纽特人	yīnniǔ tèrén	inuit	Fafa
家养的	jiāyǎng de	domesticated	Fafa
羊绒	yángróng	Cashmere	Fafa
王嘉尔	wángjiāěr	Jackson Wang	Fafa
表亲	biǎoqīn	cousin	Fafa
圣	shèng	holy	Fafa
天主教	tiānzhǔjiào	catholic	Fafa
盘腿坐	pántuǐ zuò	sit cross-legged	Min
直觉	zhíjué	intuition	Min
奴才	núcai	minion/flunkey/lackey	CDrama
奴才样	núcai yàng	slave-like	CDrama
做惯了羊的	zuòguàn le yáng de	Used to being a sheep	CDrama
庇护	bìhù	shelter	CDrama
狼	láng	Wolf	CDrama
一旦有了做狼的心	yīdàn yǒu le zuò láng de xīn	Once you have the heart to be a wolf	CDrama
好自为之	hǎozìwéizhī	Take care of yourself	CDrama
一拜天地	yībàitiāndì	Pay homage to heaven and earth	CDrama
妥协	tuǒxié	compromise	CDrama
倒下	dǎoxià	fall down	CDrama
匿名	nìmíng	anonymous	Min
州（美国）	zhōu （ měiguó ）	State (USA)	Min
参议员	cānyìyuán	senator	Min
警告	jǐnggào	warn	Min
社会运动	shèhuì yùndòng	social movement	Min
全球变暖	quánqiú biànnuǎn	global warming	Min
候选人	hòuxuǎnrén	candidate	Min
川普/特朗普	chuānpǔ / tèlǎngpǔ	Trump (informal)/Trump (formal)	Min
他是性别歧视者	tā shì xìngbiéqíshì zhě	he is sexist	Min
美国大选	měiguó dàxuǎn	US election	Min
选举	xuǎnjǔ	election	Min
usb	usb	USB	Min
上传	shàngchuán	upload	Min
上传	shàngchuán	upload	Min
云端 （电脑）	yúnduān   （ diànnǎo ）	Cloud (computer)	Min
民调（=民意调查）	míndiào （ = mínyìdiàochá ）	poll (=opinion poll)	Min
总统(美国）	zǒngtǒng ( měiguó ）	President (United States)	Min
左派/左翼；右派/右翼	zuǒpài / zuǒyì ； yòupài / yòuyì	left/left; right/right （politics）	Min
美国大选	měiguó dàxuǎn	US election	Min
票数(票数很近)	piàoshù ( piàoshù hěnjìn )	Number of votes (very close)	Min
选票	xuǎnpiào	vote	Min
川普	chuānpǔ	trump (informal)	Min
前些年	qiánxiēnián	a few years ago	Min
全球变暖	quánqiú biànnuǎn	global warming	Min
新能源车	xīnnéngyuán chē	New energy vehicles	Min
变性	biànxìng	transsexual	Min
匿名	nìmíng	anonymous	Min
对我的生活有帮助、有好处	duì wǒ de shēnghuó yǒu bāngzhù  yǒu hǎochu	helpful/beneficial to my life	Min
坐在椅子上/坐在地上	zuòzài yǐzi shàng / zuòzài dìshang	sit on a chair/sit on the floor	Min
盘腿坐	pántuǐ zuò	sit cross-legged	Min
野餐	yěcān	picnic	Min
反义词/同义词/近义词	fǎnyìcí / tóngyìcí / jìnyìcí	Antonyms/synonyms/near synonyms	Min
用法更广	yòngfǎ gēngguǎng	the usage is more general/broad	Min
讨论	tǎolùn	discuss	Min
轻声	qīngshēng	fifth tone	Min
社区	shèqū	Community	Min
十个组	shígè zǔ	ten groups (of people)	Min
全职（工作）	quánzhí （ gōngzuò ）	full time (job)	Min
录音	lùyīn	recording	Min
乐队	yuèduì	band	Min
小提琴	xiǎotíqín	violin	Min
乐器	yuèqì	musical instrument	Min
类型	lèixíng	type	Min
关上（门）	guānshàng （ mén ）	close (door)	Min
虽然它十点才开始	suīrán tā shídiǎn cái kāishǐ	Although it only starts at ten o'clock	Min
光线很强	guāngxiàn hěnqiáng	The light is very strong	Min
光线很晃眼睛	guāngxiàn hěnhuǎng yǎnjīng	The light is very dazzling	Min
保持联系	bǎochíliánxì	keep in touch	Min
交流	jiāoliú	comminicate	Min
自律	zìlǜ	self-discipline	Min
校友会	xiàoyǒuhuì	Alumni Association	Min
怀念	huáiniàn	nostalgia	Min
故意/意图	gùyì / yìtú	intentional/intention	Min
本来的想法	běnlái de xiǎngfǎ	original idea	Min
组织者	zǔzhīzhě	organizer	Min
我很久没见过他们	wǒ hěnjiǔméi jiànguò tāmen	I haven't seen them for a long time	Min
预想到	yùxiǎngdào	expected	Min
名牌（意思#2）	míngpái	name tag	Min
休假	xiūjià	vacation	Min
式体验	shì tǐyàn	experience	Min
唤醒	huànxǐng	awakening	Min
觉醒	juéxǐng	awakening	Min
教学方法	jiàoxuéfāngfǎ	teaching method	Min
总结/归纳	zǒngjié / guīnà	summarize/generalize	Min
基本归因错误(FAE)	jīběn guīyīn cuòwù ( fae )	fundamental attribution error (FAE)	Min
心态	xīntài	mentality / mindset	Min
自信	zìxìn	confidence	Min
精神内耗	jīngshén nèihào	mental friction	Min
20个其他的人	èrlíng gè qítā de rén	20 other people	Min
外人	wàirén	outsiders	Min
大后天	dàhòutiān	the day after the day after tomorrow	Min
内耗	nèihào	internal friction	Min
我们的气候不够暖和	wǒmen de qìhòu bùgòu nuǎnhuo	Our climate is not warm enough	Min
我9点1刻才起床	wǒ jiǔ diǎn yī kècái qǐchuáng	I didn't get up until 9:01	Min
按道理来说	àn dàoli láishuō	Logically speaking	Min
实际来说	shíjì láishuō	Practically speaking	Min
敏	mǐn	sensitive	Min
20几个人	èrlíng jǐge rén	20 or so people	Min
我最近也...	wǒ zuìjìn yě ...	I have also recently...	Min
研究人员	yánjiū rényuán	researcher	Min
我是做研究的	wǒ shì zuò yánjiū de	I do research	Min
50集	wǔlíng jí	50 episodes	Min
这部电影很火	zhèbù diànyǐng hěnhuǒ	This movie is very popular	Min
这是最多人看的电影	zhèshì zuìduōrén kàn de diànyǐng	This is the most watched movie	Min
500亿	wǔlínglíng yì	50 billion	Min
太多说话，没有动作	tài duō shuōhuà ， méiyǒu dòngzuò	Too much talk, no action	Min
单词卡	dāncí kǎ	flashcard	Stromtium-isaac
找到一个方法	zhǎodào yīgè fāngfǎ	figure out	Stromtium-isaac
爱情片	àiqíngpiān	romantic movie	Stromtium-isaac
恐怖片	kǒngbùpiān	Horror film	Stromtium-isaac
动作片	dòngzuòpiān	Action movie	Stromtium-isaac
惊悚片	jīngsǒngpiān	thriller	Stromtium-isaac
电视剧	diànshìjù	TV drama	Stromtium-isaac
刷剧	shuājù	binge watch tv shows	Stromtium-isaac
公司法	gōngsīfǎ	Corporate law	Stromtium-isaac
民法	mínfǎ	Civil law	Stromtium-isaac
刑法	xíngfǎ	criminal law	Stromtium-isaac
自律	zìlǜ	self-discipline (名词/形容词)	Stromtium-isaac
规律	guīlǜ	pattern	Stromtium-isaac
有规律的生活	yǒu guīlǜ de shēnghuó	routined life	Stromtium-isaac
律师	lǜshī	lawyer	Stromtium-isaac
给你留下了...的印象	gěi nǐ liúxià le ... de yìnxiàng	Leave you the impression of ...	Stromtium-isaac
反义词	fǎnyìcí	antonym	Stromtium-isaac
浅	qiǎn	shallow	Stromtium-isaac
水很深	shuǐ hěn shēn	deceiving	Stromtium-isaac
颜色很深/ 浅	yánsè hěnshēn /   qiǎn	dark/ light colour	Stromtium-isaac
对...很熟悉	duì ... hěn shúxī	Very familiar	Stromtium-isaac
睡衣	shuìyī	pyjamas	Stromtium-isaac
异人之下	yì rén zhīxià	I am Nobody (C-Drama)	Stromtium-isaac
X以上	x yǐshàng	More than X	Stromtium-isaac
角色	juésè	character	Stromtium-isaac
情节	qíngjié	plot	Stromtium-isaac
仅供参考	jǐngōngcānkǎo	for reference only	Stromtium-isaac
仅仅因为	jǐnjǐn yīnwèi	only because	Stromtium-isaac
位置	wèizhi	Location	Stromtium-isaac
打哈欠🥱	dǎhāqian 🥱	Yawning	Stromtium-isaac
打鼾	dǎhān	Snoring	Stromtium-isaac
标准	biāozhǔn	standard	Stromtium-isaac
未来	wèilái	future	Stromtium-isaac
体重	tǐzhòng	body weight	Stromtium-isaac
可靠	kěkào	reliable	Stromtium-isaac
蜜月期	mìyuè qī	honeymoon phase	Stromtium-isaac
慢性病	mànxìngbìng	chronic disease	Stromtium-isaac
笑话	xiàohuà	joke	Stromtium-isaac
开过分的玩笑	kāi guòfèn de wánxiào	the joke has gone too far	Stromtium-isaac
要想...	yào xiǎng ...	If you want ...	Stromtium-isaac
共同爱好	gòngtóngàihǎo	mutual hobby	Stromtium-isaac
共同话题	gòngtónghuàtí	mutual chat material	Stromtium-isaac
共同朋友	gòngtóng péngyou	mutual friend	Stromtium-isaac
共同敌人	gòngtóng dírén	mutual enemy	Stromtium-isaac
共同生活	gòngtóng shēnghuó	live together	Stromtium-isaac
共同努力	gòngtóngnǔlì	Work together	Stromtium-isaac
形容词	xíngróngcí	adjective	Stromtium-isaac
合适	héshì	suitable/ appropriate	Stromtium-isaac
有幸福感	yǒu xìngfúgǎn	have a sense of happiness	Stromtium-isaac
稳定	wěndìng	stable	Stromtium-isaac
强迫症	qiǎngpòzhèng	obsessive-compulsive disorder	Stromtium-isaac
合作	hézuò	cooperate	Stromtium-isaac
复制	fùzhì	copy	Stromtium-isaac
粘贴	zhāntiē	paste	Stromtium-isaac
开心	kāixīn	（最常用）开心😄，不开心😢	Stromtium-isaac
高兴	gāoxìng	很高兴认识你/ 高兴😄，不高兴😠	Stromtium-isaac
快乐	kuàilè	新年快乐/ 生日快乐/ 圣诞快乐/ 快乐的一天	Stromtium-isaac
愉快	yúkuài	周末愉快/ 合作愉快/ 旅途愉快/ 我有一个愉快的假期	Stromtium-isaac
愉悦	yúyuè	我今天心情很愉悦	Stromtium-isaac
幸福	xìngfú	很深，很稳定，很长时间的	Stromtium-isaac
梗	gěng	meme  (official translation)	Stromtium-isaac
表情包	biǎoqíng bāo	meme (with image)	Stromtium-isaac
官方	guānfāng	official (e.g. the "official translation")	Stromtium-isaac
算了	suànle	nevermind	Stromtium-isaac
没事了	méishì le	nevermind	Stromtium-isaac
指示牌	zhǐshìpái	sign (e.g. in the Ithaka kitchen)	Stromtium-isaac
过塑	guòsù	laminate (vb.)	Stromtium-isaac
天使 	tiānshǐ  	Angel 	Stromtium-isaac
平底煎锅	píngdǐ jiānguō	frying pan	Stromtium-isaac
铸铁	zhùtiě	cast iron	Stromtium-isaac
鑄鐵	zhùtiě	cast iron (just including bc the traditional is insane)	Stromtium-isaac
羽衣甘蓝	yǔyī gānlán	kale	Stromtium-isaac
小扁豆	xiǎobiǎndòu	lentil	Stromtium-isaac
粉末	fěnmò	powder	Stromtium-isaac
香菜籽	xiāng càizǐ	coriander (seeds)	Stromtium-isaac
土茴香籽 	tǔ huíxiāng zǐ  	cumin	Stromtium-isaac
责备	zébèi	blame	Stromtium-isaac
借口	jièkǒu	excuse	Stromtium-isaac
按摩	ànmó	massage	Stromtium-isaac
步骤	bùzhòu	step	Stromtium-isaac
提示	tíshì	hint/ tips	Stromtium-isaac
招待客人	zhāodài kèrén	to treat guests	Stromtium-isaac
民国时期	mínguóshíqī	Republic of China	Stromtium-isaac
冲突	chōngtū	conflict	Stromtium-isaac
解决	jiějué	solve	Stromtium-isaac
交通	jiāotōng	transportation	Stromtium-isaac
沟通	gōutōng	communicate	Stromtium-isaac
裁员	cáiyuán	lay off	Stromtium-isaac
泡茶	pàochá	brew a cup of tea	Stromtium-isaac
泡面	pàomiàn	instant noodles	Stromtium-isaac
发	fā	to send (texts/ photos/emails)	Stromtium-isaac
目标	mùbiāo	goal	Stromtium-isaac
古希腊	gǔxīlà	Ancient Greece	Stromtium-isaac
古罗马	gǔluómǎ	ancient rome	Stromtium-isaac
词根	cígēn	word root	Stromtium-isaac
石头	shítou	Stone	Stromtium-isaac
翻译笔	fānyì bǐ	translation pen	Stromtium-isaac
扫	sǎo	scan	Stromtium-isaac
表示	biǎoshì	express	Stromtium-isaac
布置	bùzhì	arrange/ organise	Stromtium-isaac
必须	bìxū	must	Stromtium-isaac
能接受新的想法	néng jiēshòu xīn de xiǎngfǎ	open-minded	Stromtium-isaac
虚心学习	xūxīnxuéxí	learn sth with a humble attitude	Stromtium-isaac
婚礼	hūnlǐ	wedding	Stromtium-isaac
承诺	chéngnuò	promise	Stromtium-isaac
有很好的关系	yǒu hěn hǎo de guānxi	Have a strong connection/ good relationship	Stromtium-isaac
不安	bùān	insecure	Stromtium-isaac
症状	zhèngzhuàng	Symptoms	Stromtium-isaac
最近	zuìjìn	recently	Stromtium-isaac
羽衣甘蓝	yǔyī gānlán	kale	Stromtium-isaac
卷心菜	juǎnxīncài	cabbage	Stromtium-isaac
芥菜种	jiècài zhǒng	mustard seed	Stromtium-isaac
萝卜	luóbo	daikon radish	Stromtium-isaac
菜花	càihuā	cauliflower	Stromtium-isaac
娃娃菜	wáwa cài	napa cabbage	Stromtium-isaac
家族	jiāzú	family (of a plant etc.)	Stromtium-isaac
西兰花	xīlánhuā	broccoli	Stromtium-isaac
培育	péiyù	to breed	Stromtium-isaac
面筋	miànjīn	seitan	Stromtium-isaac
麸质	fūzhì	gluten	Stromtium-isaac
烤箱	kǎoxiāng	oven	Stromtium-isaac
烤	kǎo	bake/ roast	Stromtium-isaac
香料	xiāngliào	spices	Stromtium-isaac
素食	sùshí	vegetarian diet	Stromtium-isaac
腐烂	fǔlàn	rot	Stromtium-isaac
犹太人	yóutàirén	Jewish person	Stromtium-isaac
律法	lǜfǎ	religious law	Stromtium-isaac
犹太洁食	yóutài jiéshí	kosher	Stromtium-isaac
清真	qīngzhēn	halaal	Stromtium-isaac
伊斯兰教	yīsīlánjiào	islam	Stromtium-isaac
佛教	fójiào	buddhism	Stromtium-isaac
种姓制度	zhǒngxìng zhìdù	Caste System	Stromtium-isaac
教育	jiàoyù	educate	Stromtium-isaac
合唱团	héchàngtuán	choir	Stromtium-isaac
新教	xīnjiào	Protestant	Stromtium-isaac
天主教	tiānzhǔjiào	Catholicism	Stromtium-isaac
