海	hǎi	ocean/sea	Stromptium-Eva
寄	jì	to mail	Stromptium-Eva
建	jiàn	to build (a house)	Stromptium-Eva
叫	jiào	to meow/ bark/ snarl/ roar etc...	Stromtium-isaac
剪	jiǎn	Cut	Lily
煎	jiān	pan fry	Stromtium-isaac
奖	jiǎng	prize	Stromptium-Eva
聚	jù	gather	Stromtium-isaac
夸	kuā	to praise	Stromptium-Eva
烤	kǎo	bake/ roast	Stromptium-Eva
烤	kǎo	bake/ roast	Stromtium-isaac
烤	kǎo	roast	Stromtium-isaac
狼	láng	Wolf	CDrama
狼	láng	Wolf	CDrama
聊	liáo	chat about	Stromtium-isaac
流	liú	flow	Stromtium-isaac
撩	liāo	to hit on someone	Stromtium-isaac
漏	lòu	leak	Stromtium-isaac
锣	luó	gong	Stromtium-isaac
卵	luǎn	egg	Stromptium-Eva
矛	máo	spear	Stromptium-Eva
敏	mǐn	sensitive	Min
敏	mǐn	sensitive	Min
牛	niú	awesome	Stromptium-Eva
判	pàn	to convict	Stromptium-Eva
强	qiáng	strong	Stromptium-Eva
浅	qiǎn	shallow	Stromtium-isaac
枪	qiāng	gun	Stromptium-Eva
弱	ruò	weak	Stromtium-isaac
软	ruǎn	soft	Stromptium-Eva
肾	shèn	kidney	Stromptium-Eva
肾	shèn	kidney	Stromtium-isaac
圣	shèng	holy	Fafa
是	shì	give definition or judgement	Stromtium-isaac
式	shì	to try	Stromptium-Eva
熟	shú	cooked	Stromtium-isaac
税	shuì	tax	Stromtium-isaac
说	shuō	talk about	Stromtium-isaac
数	shǔ	to count	Stromtium-isaac
湿	shī	wet	Stromtium-isaac
省	shěng	province	Stromptium-Eva
生	shēng	raw	Stromtium-isaac
收	shōu	to accept; to receive (money)	Stromptium-Eva
扫	sǎo	scan	Stromtium-isaac
舔	tiǎn	lick	Stromtium-isaac
吐	tǔ	vomit	Stromtium-isaac
躺	tǎng	lie flat/lie down	Stromptium-Eva
胃	wèi	stomach	Stromptium-Eva
喂	wèi	to feed	Stromptium-Eva
误	wù	error	Stromptium-Eva
细	xì	thin	Stromptium-Eva
咸	xián	salty	Stromptium-Eva
弦	xián	string (of a musical instrument)	Stromtium-isaac
虾	xiā	shrimp	Stromtium-isaac
虾	xiā	shrimp	Stromtium-isaac
响	xiǎng	to go off/ to ring	Stromptium-Eva
硬	yìng	hard	Stromtium-isaac
音	yīn	consonant (?)	Stromtium-isaac
咬	yǎo	bite	Stromtium-isaac
腰	yāo	lower back	Stromtium-isaac
炸	zhá	deep fry	Stromtium-isaac
转	zhuǎn	rotate	Stromtium-isaac
摘	zhāi	pick	Fafa 3
招	zhāo	beckon	Stromtium-isaac
粥	zhōu	porridge/ congee	Stromtium-isaac
州	zhōu	state	Stromptium-Eva
醉	zuì	drunk	Stromptium-Eva
代	dài	to replace 	Stromptium-Eva
敲	qiāo	knock on the door, or type	Stromptium-Eva
低-高	dī-gāo	low-high	grace
两-三年	liǎng - sānnián	Two to three years	Min
以...为...	yǐ ... wéi ...	take...for...	Stromptium-Eva
对...好奇	duì ... hàoqí	curious about	Stromptium-Eva
对...讲究	duì ... jiǎngjiu	pay close attention to/ have high standards for sth	Stromptium-Eva
对...着迷	duì ... zháomí	obsessed with	Stromtium-isaac
给...丢脸	gěi ... diūliǎn	lose face	Stromptium-Eva
以...为生	yǐ ... wéishēng	for a living	Stromptium-Eva
先...然后...最后	xiān ... ránhòu ... zuìhòu	first...then...finally	Stromtium-isaac
把...放进去	bǎ ... fàngjìnqù	put (smth) away	Stromptium-Eva
把...拿出来	bǎ ... ná chūlái	take (smth) out	Stromptium-Eva
对...很熟悉	duì ... hěn shúxī	Very familiar	Stromtium-isaac
当...的时候	dāng ... de shíhou	when	Stromptium-Eva
长/ 短	cháng / duǎn	long/short	Stromtium-isaac
高/ 低	gāo / dī	high/low	Stromtium-isaac
高/ 矮	gāo / ǎi	tall/short	Stromtium-isaac
我2017年大学毕业了。	wǒ èrlíngyīqī nián dàxuébìyè le 。	I graduated from college in 2017.	Stromtium-isaac
我9点1刻才起床	wǒ jiǔ diǎn yī kècái qǐchuáng	I didn't get up until 9:01	Min
把A跟B联系在一起	bǎ a gēn b liánxì zài yīqǐ	associate A with B	Stromtium-isaac
爱好	àihào	hobby	Stromptium-Eva
爱情	àiqíng	love	Stromtium-isaac
爱玩	àiwán	Play	Stromptium-Eva
癌症	áizhèng	cancer	Stromptium-Eva
按摩	ànmó	massage	Stromtium-isaac
熬夜	áoyè	stay up	Stromptium-Eva
澳洲	àozhōu	(also?) Australia	Stromptium-Eva
霸道	bàdào	overbearing	Stromtium-isaac
白菜	báicài	cabbage	Stromptium-Eva
白领	báilǐng	white collar	Stromtium-isaac
白塔	báitǎ	White tower	Stromptium-Eva
办法	bànfǎ	solution	Stromptium-Eva
伴侣	bànlǚ	companion	Stromtium-isaac
半年	bànnián	Half a year	Stromtium-isaac
半音	bànyīn	semitone	Stromtium-isaac
报告	bàogào	Report	Stromptium-Eva
报销	bàoxiāo	to reimburse	Stromtium-isaac
爆炸	bàozhà	to explode	Stromptium-Eva
遍布	biànbù	all over	Stromptium-Eva
变化	biànhuà	change (noun)	Stromtium-isaac
变性	biànxìng	transsexual	Min
别致	biézhì	unconventionally beautiful	Stromptium-Eva
庇护	bìhù	shelter	CDrama
庇护	bìhù	shelter	CDrama
病床	bìngchuáng	hospital bed, sickbed	Stromptium-Eva
必须	bìxū	must	Stromtium-isaac
鼻炎	bíyán	rhinitis	Stromtium-isaac
编程	biānchéng	programming	Stromptium-Eva
编剧	biānjù	screenwriter	Stromptium-Eva
表达	biǎodá	Express	Stromtium-isaac
表格	biǎogé	spreadsheet	Stromptium-Eva
表情	biǎoqíng	expression	Stromptium-Eva
表情	biǎoqíng	facial expression	Stromtium-isaac
表亲	biǎoqīn	cousin	Fafa
表示	biǎoshì	express	Stromptium-Eva
表示	biǎoshì	express	Stromtium-isaac
表示	biǎoshì	to mean (implicitly)	Stromtium-isaac
表示	biǎoshì	to show (meaning)	Stromtium-isaac
表现	biǎoxiàn	to express (emotions, things you want to express)	Stromtium-isaac
表现	biǎoxiàn	to show (explicitly)/ behave	Stromtium-isaac
标语	biāoyǔ	slogan	young
表演	biǎoyǎn	Performance	Stromptium-Eva
标准	biāozhǔn	standard	Stromtium-isaac
博士	bóshì	PhD	Stromptium-Eva
博主	bózhǔ	vlogger	Stromptium-Eva
不断	búduàn	keep on	Stromptium-Eva
不过	bùguò	but (polite)	Stromtium-isaac
不论	bùlùn	regardless of	Stromptium-Eva
部落	bùluò	tribe	Stromtium-isaac
布置	bùzhì	arrange/ organise	Stromtium-isaac
步骤	bùzhòu	step	Stromtium-isaac
不足	bùzú	insufficient/ downside	Stromptium-Eva
不安	bùān	insecure	Stromtium-isaac
北边	běibiān	north part	Stromptium-Eva
悲剧	bēijù	tragedy	Stromptium-Eva
北京	běijīng	Beijing	Tracy
摆着	bǎizhe	"zhe" refers to the existence of things. "bai" is like???	Stromptium-Eva
播客	bōkè	podcast	Fafa 1
笔名	bǐmíng	pen name	Stromptium-Eva
搬到	bān dào	to move to	Stromptium-Eva
版本	bǎnběn	version	Stromptium-Eva
本地	běndì	local	Tracy
本地	běndì	local (这个地方） (lit. this place)	Stromptium-Eva
冰川	bīngchuān	glacier	Stromptium-Eva
崩溃	bēngkuì	collapse	Stromptium-Eva
冰沙	bīngshā	Smoothies	Stromtium-isaac
宾语	bīnyǔ	object	Stromtium-isaac
保持	bǎochí	continue / to keep on...	Stromptium-Eva
保存	bǎocún	save	Lily
包含	bāohán	Include	Stromptium-Eva
保护	bǎohù	Protect	Stromptium-Eva
保护	bǎohù	Protect	Stromtium-isaac
包括	bāokuò	including	Stromptium-Eva
保姆	bǎomǔ	nanny	Stromptium-Eva
保姆	bǎomǔ	nanny	Stromtium-isaac
包容	bāoróng	tolerance/ inclusiveness	Stromptium-Eva
包围	bāowéi	to surround	Stromptium-Eva
比起	bǐqǐ	Compare	Stromptium-Eva
鄙视	bǐshì	to feel contempt (for)	Stromptium-Eva
笔试	bǐshì	written examination	Stromtium-isaac
财富	cáifù	wealth	Stromptium-Eva
才华	cáihuá	Talent	Stromptium-Eva
菜花	càihuā	cauliflower	Stromptium-Eva
菜花	càihuā	cauliflower	Stromtium-isaac
菜花	càihuā	cauliflower	Stromtium-isaac
裁员	cáiyuán	lay off	Stromtium-isaac
残酷	cánkù	cruel	Stromptium-Eva
残忍	cánrěn	cruel	Stromptium-Eva
曾经	céngjīng	once (in the past)	Stromptium-Eva
测评	cèpíng	review/ assessment	Stromptium-Eva
尝尝	chángcháng	try (eating)	Stromtium-isaac
长城	chángchéng	Great Wall	Stromptium-Eva
常见	chángjiàn	common	Stromptium-Eva
常见	chángjiàn	common	Stromtium-isaac
承诺	chéngnuò	promise	Stromptium-Eva
承诺	chéngnuò	promise	Stromtium-isaac
承诺	chéngnuò	to promise/ promise/ commitment	Stromptium-Eva
成人	chéngrén	adult	Stromptium-Eva
诚实	chéngshí	honest	Stromptium-Eva
成熟	chéngshú	Mature	Stromtium-isaac
成为	chéngwéi	become (a new identity)	Stromtium-isaac
成为	chéngwéi	become (an identity)	Stromtium-isaac
成语	chéngyǔ	idioms (proverbs)	Stromptium-Eva
沉浸	chénjìn	immerse	grace
持续	chíxù	continue / to keep on...	Stromptium-Eva
持续	chíxù	to last	Stromtium-isaac
创业	chuàngyè	to start a business/ entrepreneurship	Stromptium-Eva
传统	chuántǒng	Tradition	Stromptium-Eva
厨房	chúfáng	kitchen	Stromptium-Eva
锤子	chuízi	hammer	Stromptium-Eva
纯律	chúnlǜ	Just intonation	Stromtium-isaac
揣测	chuǎicè	speculation	young
窗帘	chuānglián	curtain	Stromptium-Eva
川普	chuānpǔ	trump (informal)	Min
差别	chābié	difference	Stromtium-isaac
插队	chāduì	Cut into line	Stromtium-isaac
插队	chāduì	to cut in line	Stromptium-Eva
出发	chūfā	to set off/depart	Stromptium-Eva
出国	chūguó	Go abroad	Stromptium-Eva
出轨	chūguǐ	to cheat on one's partner	Stromptium-Eva
插件	chājiàn	plug-in	Fafa
出口	chūkǒu	exit	Stromptium-Eva
充电	chōngdiàn	to charge	Stromptium-Eva
宠坏	chǒnghuài	to spoil (e.g. a child)	self
冲突	chōngtū	conflict	Stromptium-Eva
冲突	chōngtū	conflict	Stromtium-isaac
春天	chūntiān	spring	Stromptium-Eva
超过	chāoguò	over/ more than	Stromptium-Eva
吵架	chǎojià	argue	Stromptium-Eva
抄袭	chāoxí	Plagiarize	Stromptium-Eva
吃素	chīsù	to be vegetarian	Stromptium-Eva
抽样	chōuyàng	sampling (e.g. sampling bias)	Lao wang
出现	chūxiàn	Appear	Lao wang
出现	chūxiàn	Appear	Stromptium-Eva
出现	chūxiàn	Appear	Stromptium-Eva
齿音	chǐyīn	dental consonant	Stromtium-isaac
初中	chūzhōng	junior high school	Stromtium-isaac
插座	chāzuò	socket	Stromptium-Eva
插座	chāzuò	socket	Stromtium-isaac
词根	cígēn	word root	Stromtium-isaac
词汇	cíhuì	vocabulary	Stromptium-Eva
次货	cìhuò	Defective goods	Stromtium-isaac
次要	cìyào	secondary	Stromtium-isaac
辞职	cízhí	quit one's job	Stromptium-Eva
辞职	cízhí	quit one's job	Stromptium-Eva
脆弱	cuìruò	vulnerable	Stromptium-Eva
存钱	cúnqián	save money	Stromptium-Eva
存在	cúnzài	exist/ existence	Stromptium-Eva
错过	cuòguò	to miss out on	Stromptium-Eva
采访	cǎifǎng	Interview	Stromptium-Eva
采访	cǎifǎng	interview (in order to understand their experience or opinions)	Stromtium-isaac
采集	cǎijí	to collect	Stromtium-isaac
猜想	cāixiǎng	guess	Stromptium-Eva
猜想	cāixiǎng	hypothesis	young
粗鲁	cūlǔ	Rude	Stromptium-Eva
苍蝇	cāngying	fly	Stromtium-isaac
参加	cānjiā	attend/ participate	Stromptium-Eva
村里	cūnlǐ	Village	Stromptium-Eva
村庄	cūnzhuāng	village	Stromptium-Eva
村子	cūnzi	Village	Stromptium-Eva
草地	cǎodì	meadow	Stromptium-Eva
草原	cǎoyuán	prairie	Stromptium-Eva
操纵	cāozòng	manipulate	Stromptium-Eva
擦音	cāyīn	fricative	Stromtium-isaac
答案	dáàn	answer	Stromptium-Eva
达到	dádào	achieve	Stromptium-Eva
大方	dàfāng	Generous	Stromptium-Eva
大会	dàhuì	conference	Stromptium-Eva
代表	dàibiǎo	represent	Stromptium-Eva
代笔	dàibǐ	to ghost write	Stromptium-Eva
代词	dàicí	pronoun	Stromtium-isaac
代购	dàigòu	help others buy things  (some people get paid by doing so)	Stromptium-Eva
代码	dàimǎ	(computer) code	Stromptium-Eva
代替	dàitì	replace	Stromptium-Eva
代替	dàitì	replace	Stromtium-isaac
带头	dàitóu	to take the lead	Stromptium-Eva
大陆	dàlù	mainland (China)	Stromptium-Eva
当成	dàngchéng	As	Fafa
当时	dàngshí	then	Stromptium-Eva
当做	dàngzuò	as	Fafa
淡水	dànshuǐ	freshwater	Stromptium-Eva
诞生	dànshēng	birth	Lao wang
道德	dàodé	Morality	Stromtium-isaac
道德	dàodé	Morality	Stromtium-isaac
道家	dàojiā	taoist philosophy	Stromtium-isaac
电池	diànchí	Battery	Stromptium-Eva
电梯	diàntī	elevator	Stromptium-Eva
垫子	diànzi	mat	Stromptium-Eva
吊瓶	diàopíng	IV fluid bottle	Stromptium-Eva
调头	diàotou	take u turn	Stromptium-Eva
地标	dìbiāo	landmark	Stromptium-Eva
帝国	dìguó	empire	Stromtium-isaac
订婚	dìnghūn	got engaged	Stromtium-isaac
定居	dìngjū	settle down	Stromtium-isaac
定然	dìngrán	Of course	CDrama
定义	dìngyì	definition	Stromptium-Eva
定义	dìngyì	definition	Stromptium-Eva
订阅	dìngyuè	to subscribe	Stromptium-Eva
地图	dìtú	map	Stromptium-Eva
地毯	dìtǎn	carpet	Stromtium-isaac
点心	diǎnxin	dim sum	Stromptium-Eva
典型	diǎnxíng	typical	Stromptium-Eva
点赞	diǎnzàn	like	Stromptium-Eva
雕像	diāoxiàng	statue	Stromptium-Eva
丢失	diūshī	lost	Stromtium-isaac
丢失	diūshī	to lose	Stromtium-isaac
动词	dòngcí	verb	Stromtium-isaac
动力	dònglì	motivation	Stromptium-Eva
对比	duìbǐ	comparison	Stromtium-isaac
对称	duìchèn	symmetry	Stromptium-Eva
对称	duìchèn	symmetry	Stromtium-isaac
对称	duìchèn	symmetry	Stromtium-isaac
对待	duìdài	to treat	Stromptium-Eva
对方	duìfāng	other side	Stromtium-isaac
对面	duìmiàn	across, facing	Stromptium-Eva
对象	duìxiàng	partner	Stromtium-isaac
独立	dúlì	independent	Stromptium-Eva
独立	dúlì	independent	Stromtium-isaac
夺剑	duójiàn	Seize the sword	CDrama
堕落	duòluò	fallen?	Stromptium-Eva
堕胎	duòtāi	Abortion	Stromptium-Eva
独特	dútè	unique	Stromptium-Eva
躲开	duǒkāi	Avoid	Stromptium-Eva
多元	duōyuán	Diverse	Stromptium-Eva
赌博	dǔbó	gamble	Stromptium-Eva
底部	dǐbù	bottom	grace
赌场	dǔchǎng	casino	Stromptium-Eva
低调	dīdiào	low profile	Stromptium-Eva
打断	dǎduàn	interrupt	Grace
打工	dǎgōng	work to earn a living	Min
打工	dǎgōng	work to earn a living	Stromptium-Eva
打钩	dǎgōu	Tick / checkmark	Fafa 4
打鼾	dǎhān	Snoring	Stromtium-isaac
打架	dǎjià	fight	Stromtium-isaac
单独	dāndú	alone	Stromtium-isaac
东岸	dōngàn	east coast	Stromptium-Eva
当地	dāngdì	local (另外的地方） (lit. that place)	Stromptium-Eva
冬眠	dōngmián	hibernation	Stromtium-isaac
冬天	dōngtiān	winter	Stromptium-Eva
东亚	dōngyà	East Asia	Stromptium-Eva
丹麦	dānmài	Denmark	Stromptium-Eva
单位	dānwèi	unit (e.g. of apartment)	Stromptium-Eva
倒下	dǎoxià	fall down	CDrama
倒下	dǎoxià	fall down	CDrama
搭配	dāpèi	match	Grace
赌输	dǔshū	lose at gambling	Stromptium-Eva
打印	dǎyìn	Print	Stromptium-Eva
打折	dǎzhé	(things) have a discount	Stromptium-Eva
而且	érqiě	furthermore	Stromptium-Eva
而是	érshì	Rather	Stromtium-isaac
恶心	èxīn	disgusting	Stromtium-isaac
恶心	èxīn	disgusting	Stromtium-isaac
俄语	éyǔ	Russian	Lao wang
发圈	fà quān	scrunchy	Stromtium-isaac
放大	fàngdà	enlarge/ zoom in	Stromptium-Eva
放假	fàngjià	Have a holiday	Stromtium-isaac
放假	fàngjià	go to on vacation	Stromptium-Eva
房间	fángjiān	room (in a house)	Stromptium-Eva
放牛	fàngniú	to herd	Stromptium-Eva
放弃	fàngqì	to give up	Stromptium-Eva
放松	fàngsōng	relaxing	Stromptium-Eva
放松	fàngsōng	to relax	Stromtium-isaac
烦恼	fánnǎo	trouble	Stromptium-Eva
梵语	fànyǔ	Sanskrit	Stromtium-isaac
梵语	fànyǔ	Sanskrit	Stromtium-isaac
犯罪	fànzuì	crime	Stromptium-Eva
佛教	fójiào	Buddhism	Stromptium-Eva
佛教	fójiào	Buddhism	Stromtium-isaac
佛教	fójiào	buddhism	Stromtium-isaac
伏笔	fúbǐ	Foreshadowing	Stromtium-isaac
付出	fùchū	pay	Stromptium-Eva
副词	fùcí	adverb	Stromtium-isaac
符号	fúhào	symbol	Stromtium-isaac
复活	fùhuó	resurrection	Stromptium-Eva
付钱	fùqián	to pay	Stromptium-Eva
富人	fùrén	rich/wealthy person	Stromptium-Eva
负伤	fùshāng	wounded	Stromtium-isaac
扶手	fúshǒu	banister	Stromptium-Eva
服务	fúwù	Serve	Stromtium-isaac
复习	fùxí	to review	Stromptium-Eva
富裕	fùyù	rich	Stromptium-Eva
复杂	fùzá	complicated	Stromptium-Eva
负责	fùzé	Responsible	Stromptium-Eva
负责	fùzé	Responsible	Stromptium-Eva
负责	fùzé	to be responsible for/ to be responsible	Stromtium-isaac
负债	fùzhài	liability/ to be in debt	Stromtium-isaac
负债	fùzhài	loan	Stromptium-Eva
复制	fùzhì	copy	Stromtium-isaac
发达	fādá	developed	Stromptium-Eva
辅导	fǔdǎo	Counsel	Stromptium-Eva
夫妇	fūfù	married couple	Stromptium-Eva
法官	fǎguān	the Judge	Stromptium-Eva
非得	fēiděi	Must	Stromptium-Eva
鲱鱼	fēiyú	Herring	Stromtium-isaac
非洲	fēizhōu	Africa	Stromptium-Eva
腐烂	fǔlàn	rot	Stromtium-isaac
法律	fǎlǜ	law	Stromptium-Eva
分号	fēn hào	semicolon	Stromtium-isaac
分辨	fēnbiàn	distinguish	grace
分担	fēndān	share (responsibilities/ pain/ etc.)	Stromptium-Eva
封闭	fēngbì	closed	Lao wang
方法	fāngfǎ	method	Stromptium-Eva
风格	fēnggé	style	Stromptium-Eva
风格	fēnggé	style	Stromptium-Eva
风景	fēngjǐng	landscape	Stromptium-Eva
风铃	fēnglíng	Wind chime	Stromptium-Eva
方面	fāngmiàn	aspect	Stromptium-Eva
方面	fāngmiàn	aspect	Stromtium-isaac
方式	fāngshì	way	Stromptium-Eva
方向	fāngxiàng	direction	Stromptium-Eva
方言	fāngyán	dialect	Lao wang
分行	fēnháng	Branch	CDrama
粉末	fěnmò	powder	Stromtium-isaac
分享	fēnxiǎng	to share	Stromptium-Eva
分析	fēnxī	analyze	Stromtium-isaac
翻译	fānyì	translate	Stromptium-Eva
翻译	fānyì	translate	Stromtium-isaac
反应	fǎnyìng	react/ reaction	Stromtium-isaac
发票	fāpiào	receipt (formal)	Stromptium-Eva
发生	fāshēng	to occur/happen	Stromptium-Eva
法庭	fǎtíng	court (of law)	Stromptium-Eva
否定	fǒudìng	to deny/ negative form	Stromtium-isaac
否则	fǒuzé	otherwise	Stromptium-Eva
发现	fāxiàn	discover/ realise	Stromtium-isaac
辅音	fǔyīn	consonant	Stromtium-isaac
发音	fāyīn	pronounce	Stromptium-Eva
抚养	fǔyǎng	raise (a child)	Stromptium-Eva
麸质	fūzhì	gluten	Stromtium-isaac
告诉	gàosu	Tell	Stromtium-isaac
各种	gèzhǒng	all types of smth	Stromptium-Eva
购买	gòumǎi	Buy	Lao wang
购物	gòuwù	Shopping	Stromptium-Eva
逛街	guàngjiē	go shopping	Stromtium-isaac
逛街	guàngjiē	to go shopping	Stromptium-Eva
罐头	guàntou	can	Stromtium-isaac
桂花	guìhuā	osmanthus 	Stromptium-Eva
顾客	gùkè	customer	Stromptium-Eva
过长	guòcháng	too long	june
国际	guójì	internationality	Stromptium-Eva
过节	guòjié	to celebrate festival/holiday	Stromptium-Eva
过敏	guòmǐn	allergy	Stromtium-isaac
过敏	guòmǐn	allergy	Stromtium-isaac
过期	guòqī	Expired	Stromptium-Eva
过塑	guòsù	laminate (vb.)	Stromtium-isaac
故意	gùyì	deliberately	Stromptium-Eva
硅谷	guīgǔ	Silicon Valley	Stromptium-Eva
硅谷	guīgǔ	silicon valley	Tracy
硅谷	guīgǔ	silicon valley	Tracy
规律	guīlǜ	pattern	Stromtium-isaac
棺材	guāncai	coffin	Stromptium-Eva
观察	guānchá	observe	Stromtium-isaac
观点	guāndiǎn	View	Stromptium-Eva
官方	guānfāng	official (e.g. the "official translation")	Stromtium-isaac
广泛	guǎngfàn	widely	Stromptium-Eva
光谱	guāngpǔ	spectrum	Stromtium-isaac
观光	guānguāng	sightseeing	Stromptium-Eva
关键	guānjiàn	essential	Stromptium-Eva
关系	guānxi	relationship	Stromptium-Eva
关心	guānxīn	care	Stromptium-Eva
关心	guānxīn	care	Stromtium-isaac
关于	guānyú	about	Stromptium-Eva
关于	guānyú	about	Stromptium-Eva
关注	guānzhù	focus on	Fafa
关注	guānzhù	focus on	young
关注	guānzhù	to follow (an account)	Stromptium-Eva
规则	guīzé	rule	Stromptium-Eva
归主	guīzhǔ	Return to the Lord (die?)	CDrama
古代	gǔdài	Ancient	Stromtium-isaac
孤独	gūdú	lonely	Stromptium-Eva
改正	gǎizhèng	rectify/ correct	Stromptium-Eva
鼓励	gǔlì	encourage	Stromtium-isaac
鼓励	gǔlì	to support	Stromptium-Eva
感动	gǎndòng	moved/ touched	Stromptium-Eva
感动	gǎndòng	moved/ touched	Stromtium-isaac
尴尬	gāngà	embarrassing	Stromptium-Eva
公厕	gōngcè	public toilet	Stromptium-Eva
工具	gōngjù	tool	Stromptium-Eva
工具	gōngjù	tool	Stromtium-isaac
公开	gōngkāi	make public	Stromtium-isaac
公母	gōngmǔ	Male and female (of animals)	Lily
公平	gōngpíng	fair	Stromptium-Eva
公式	gōngshì	formula	Fafa
公司	gōngsī	company	Stromptium-Eva
工业	gōngyè	industry (as in manufacturing)	Stromtium-isaac
公寓	gōngyù	apartment	Stromptium-Eva
工作	gōngzuò	to work/ work	Stromtium-isaac
工资	gōngzī	salary	Stromptium-Eva
公安	gōngān	public security (e.g. police?)	Stromptium-Eva
感觉	gǎnjué	feeling	Stromtium-isaac
感人	gǎnrén	Touching	Stromtium-isaac
赶上	gǎnshàng	catch up	Stromptium-Eva
感受	gǎnshòu	to feel	Stromptium-Eva
感应	gǎnyìng	to sense	Stromtium-isaac
高调	gāodiào	high profile	Stromptium-Eva
高管	gāoguǎn	executives (of a company)	Stromptium-Eva
搞混	gǎohùn	get confused between	Stromptium-Eva
高级	gāojí	advanced	Stromptium-Eva
高级	gāojí	advanced/ fancy	Stromtium-isaac
高级	gāojí	fancy	Stromptium-Eva
搞乱	gǎoluàn	make a mess	Stromptium-Eva
高冷	gāolěng	arrogant	Stromptium-Eva
高铁	gāotiě	high speed rail	Tracy
搞笑	gǎoxiào	funny	Stromptium-Eva
搞笑	gǎoxiào	funny	Stromtium-isaac
高兴	gāoxìng	很高兴认识你/ 高兴😄，不高兴😠	Stromtium-isaac
股票	gǔpiào	stock	Stromptium-Eva
骨肉	gǔròu	孩子/“flesh and blood”	Stromptium-Eva
沟通	gōutōng	communicate	Stromptium-Eva
沟通	gōutōng	communicate	Stromtium-isaac
骨折	gǔzhé	fracture	Fafa 3
行业	hángyè	industry	Stromptium-Eva
行业	hángyè	industry (eg finance industry)	Stromtium-isaac
寒假	hánjià	winter vacation	Stromptium-Eva
汉族	hànzú	han ethnic group	Stromptium-Eva
好客	hàokè	hospitable	Stromptium-Eva
好奇	hàoqí	curious	Stromptium-Eva
好奇	hàoqí	curious	Stromtium-isaac
合法	héfǎ	legal	Stromptium-Eva
何况	hékuàng	What's more (= 再说了/ 而且)	Stromtium-isaac
恒星	héngxīng	star (恒=永远的，不变的，不动的)	Stromtium-isaac
痕迹	hénjì	trace	Stromptium-Eva
合适	héshì	suitable/ appropriate	Stromtium-isaac
合适	héshì	suitable/ appropriate	Stromtium-isaac
合作	hézuò	cooperate	Stromptium-Eva
合作	hézuò	cooperate	Stromtium-isaac
后端	hòu duān	back end	Stromtium-isaac
后果	hòuguǒ	consequence	Stromptium-Eva
后排	hòupái	back row	Stromptium-Eva
后天	hòutiān	the day after tomorrow	Kin
后院	hòuyuàn	backyard	Stromptium-Eva
画画	huàhuà	draw	Stromptium-Eva
画画	huàhuà	draw	Stromtium-isaac
坏处	huàichu	harm	Stromptium-Eva
怀念	huáiniàn	nostalgia	Min
怀疑	huáiyí	Suspect	Stromptium-Eva
怀孕	huáiyùn	Pregnant	Stromtium-isaac
画家	huàjiā	painter	Stromptium-Eva
化解	huàjiě	resolve	Stromptium-Eva
换季	huànjì	Season change	Fafa 3
环境	huánjìng	environment	Stromptium-Eva
换算	huànsuàn	convert (between different measurements)	Stromtium-isaac
唤醒	huànxǐng	awakening	Min
华人	huárén	oversea chinese	Stromptium-Eva
话题	huàtí	topic	Stromptium-Eva
华裔	huáyì	Chinese	Min
华裔	huáyì	oversea chinese	Stromptium-Eva
蝴蝶	húdié	Butterfly	Stromtium-isaac
回答	huídá	answer	Stromptium-Eva
