刮锅底笑	guā guō dǐ xiào	n. Scratch or brush the bottom of a wok+laugh. [Wallace Chung’s] chortle that sounds like the sound of scratching the bottom of a wok. This Internet slang term is used lovingly by the fans to describe Wallace Chung’s famous guffaw.
陌上人如玉，公子世无双	mò shàng rén rú yù, gōng zǐ shì wú shuāng	<Expression> Back then when they meet on the road, the woman was beautiful like a jade, while the young man was so dashing that he was unrivaled in the whole world. Now this expression is widely misinterpreted and used to praise one’s incredibly wonderful (male) idol.
定一个小目标	dìng gè xiǎo mù biāo	<Expression> Set a small goal. This expression became popular in Chen Luyu’s 2016 interview with Chinese real estate tycoon Wang Jianlin where Wang said, “To become the richest person in the world, you need to set a small, feasible goal first, such as making 100 million RMB first.” The expression has been widely quoted to describe goal setting in different areas of one’s life. Sometimes sarcasm is involved.
表情管理	biǎo qíng guǎn lǐ	n. Facial expression management. This Internet slang term refers to celebrities’ management of their facial expressions in public, especially in regards to maintaining an upbeat, pleasant personal image despite how they feel inside. This term describes the emotional labor that celebrities undertake.
脱饭	tuō fàn	v.  To extract [from]+fandom. To stop being someone’s fan.
凉凉	liáng liáng	adj./v. Cool, chilled. Originally the title of the theme song of the 2017 Chinese TV drama Eternal Love, this Internet slang term is now widely used humorously to describe someone or something that went downhill or became a complete failure.
赛高	sài gāo	adj. Competition+high. The highest, the best, awesome. This Internet slang term comes from the Japanese ACG culture.
粉头	fěn tóu	n. Fan+head. Leader of the fans.
雾草	wù cǎo	n. Fog+glass. This Internet slang term is a euphemism for 我操 [wǒ cào] “I fuck” because of the similar pronunciation.
居老师	jū lǎo shī	n. Teacher Ju. This Internet slang term is a nickname for Chinese actor Zhu Yilong who is most well-known for his role in the popular web series Guardian. 居 [jū] is the pronunciation of his surname 朱 [zhū] Zhu in the Wuhan dialect, his hometown dialect.
精致	jīng zhì	adj. Exquisite, delicate, refined, elegant. This Internet slang term is often used to describe someone who cares about his or her appearance. He or she is passionate about skin care, cosmetics, and dressing stylishly.
漫威	màn wēi	n. Comics+power. Marvel Comics.
入画	rù huà	v. Enter+picture. To be captured by the camera or the video camera.
镇魂女孩	zhèn hún nǚ hái	n. Guardian Girls. Female fans of Guardian, a Chinese web drama adapted from the fantasy novel of the same name.
定档	dìng dǎng	v. [Of a movie or TV show] is set to be released or aired. 
擦妈	cā mā	n. Mother Swipe. This Internet slang term is a nickname for American entertainer Christina Aguilera because her initials are CA. The Chinese character 擦 [cā] means “to swipe.” 
母职惩罚	mǔ zhí chěng fá	n. Mother’s role+punishment. Punishment caused by fulfilling the role of a mother. This Internet slang term refers to the disadvantages that a woman has at home and work because of her role as a mother—such as more unpaid housework, discrimination in job search, lower income, and fewer career advancement opportunities.
地表最强	dì biǎo zuì qiáng	adj. The strongest on the face of the earth. 
花路	huā lù	n. Flower+road. Borrowed from Korean pop culture, this Internet slang term is widely used by fans to wish their idols good luck—a smooth and successful career path.
氪金	kè jīn	v. Krypton+gold. To pay online. This Internet slang term was originally used in gaming but is now applied to various online payments.
可盐可甜	kě yán kě tián	adj. Can+salt+can+sweet. Able to be cool and imposing as well as gentle and adorable. This Internet slang term is used to describe celebrities who are able to display a wide range of styles.
微博沦陷	wēi bó lún xiàn	v. [Someone’s] Weibo account+occupied. [Someone’s, usually a celebrity’s] Weibo account is inundated with Internet users’ comments. This Internet slang term is often used to describe the situation where a celebrity grabbed the headlines and then another celebrity related to him or her suddenly received a large number of comments on social media.
low	lōu	adj. Showing poor quality or taste or moral standards. Usually written with the lowercase “l”, this word means tacky, tasteless, or immoral.
入手	rù shǒu	v. Enter+hand. To have bought [something].
谁还不是小公主咋的	shuí hái bú shì xiǎo gōng zhǔ zǎ di	<Expression> Who is not a little princess. So what? This expression means “Everybody can be a little princess. ”  It is funny because 咋的 [zǎ di] is typical in northeastern dialects. The expression sounds like an aggressive retort uttered by a northeastern Chinese man.
6 (=666)	liù (liù liù liù)	adj. <Gaming terminology> Awesome. Skillful. Adept.. This Internet slang term is used to praise someone’s skill at something.
一丢丢	yì diū diū	n. A little. This Internet slang term is a cute alternative to 一点点 [yì diǎn dian] “a little.” It comes from Shanxi dialects.
灵魂舞者	líng hún wǔ zhě	n. Soul+dancer. Soul dancer. This Internet slang term describes a person who botches a dance but exudes boundless confidence.
处女脸	chù nǚ liǎn	n. Virgin+face. Virgin face. This Internet slang term refers to the appearance of the typical female lead in Chinese TV dramas which favor innocent young female characters with little dating experience.
职业假笑	zhí yè jiǎ xiào	n. Professional fake smile. This Internet slang term is used to describe one’s insincere smile.
全靠同行衬托	quán kào tóng háng chèn tuō	<Expression> [This is] entirely thanks to the setoff of industry colleagues [competitors]. The only reason a person or a company is where he/she/it is is because the competitors suck.
尬吹	gà chuī	v. To laud lavishly to the point where even the audience feel embarrassed. This Internet slang term describes some fans’ fulsome praises of their idols in order to convert outsiders.
慈母笑	cí mǔ xiào	n. The smile of a warm and caring mother. This Internet slang term is often used to describe a fan’s indulging smile at the idol or a celebrity’s indulging smile at a co-star.
开画	kāi huà	v. Open+picture. Derived from Japanese, this Internet slang term refers to the first showing of a movie in theaters.
自带热搜体质	zì dài rè sōu tǐ zhì	<Expression> Self-contained “trending-search” body type. This expression is often used to describe a celebrity who easily attracts public attention on social media.
扣	kòu	v. To knock. This Internet slang term means to click or press [a button or key on digital devices].
厂牌	chǎng pái	n. Factory+plaque. Label, a company that produces recorded music.
汤老湿	tāng lǎo shī	n. Dirty Teacher Tang. This Internet slang term is a ludicrous nickname for English actor, producer, and former model Tom Hardy.
老湿	lǎo shī	n. Always+wet. Teacher. This Internet slang term and 老師 [lǎo shī] “teacher” are homophones, but it is often used to refer to a lecherous male teacher.
低分飘过	dī fēn piāo guò	v. To float by with a low score. To narrowly pass an exam with a low score.
塞皇	sài huáng	n. Emperor Sai. This Internet slang term is a nickname for South African and American actress and film producer Charlize Theron.
冬叔	dōng shū	n. Uncle Dong. This Internet slang term is a nickname for Chinese actress Zhou Dongyu.
冲鸭	chōng yā	v. Run+duck. This Internet slang is a cute alternative to 沖呀  [chōng ya] “Run, go go go,” a way of encouraging people to cheer up or work hard.
聊天终结者	liáo tiān zhōng jié zhě	n. Chatting+terminator. A person with whom it is hard to maintain normal conversations because he or she is aloof or keeps committing faux pas.
硬核	yìng hé	adj. Hardcore. This Internet slang term is often used to describe someone or something that is tough, cool, unconventional, or unbelievable.
sk <Acronym> 生快	shēng kuài	short for 生日快樂 [shēng rì kuài lè] “Happy Birthday”. 
养成系	yǎng chéng xì	n. Cultivate/develop+series. The developing type. This Internet slang term describes a type of idols that sharpen their skills with the support of their fans along the way. They tend to start out as young trainees and grow with the fans.
粉丝滤镜	fěn sī lǜ jìng	n. Fan filter. Rose-tinted glasses. This Internet slang term describes the phenomenon of seeing only the good things in one’s idols because you are infatuated with them.
求生欲	qiú shēng yù	n. The will to live. This Internet slang term is often used to describe men’s will to please their intimate partners through sweet talk. It is a sexist term that reflects the stereotype of women being easily offended.
太阳女神	tài yáng nǚ shén	Goddess Sun. This Internet slang term is an affectionate nickname for Chinese entertainer Xie Na. 
三石弟弟	sān shí dì dì	n. Three-stone Brother. This Internet slang term is an affectionate nickname for Chinese actor Wu Lei because the character Lei (磊 [lěi]) consists of three stones (石 [shí]). 
pyq: Acronym for 朋友圈	péng yǒu quān	“circle of friends. ” 1) Friends; 2) The Moments page of WeChat. 
蛙哥	wā gē	n. Frog+brother. Brother frog. This Internet slang term is a tongue-in-cheek mutation of 五阿哥 [wǔ à gē] The fifth brother who was Prince Rong or Yongqi of the Qing dynasty. It became a nickname for actor Alec Su or Su Yongpeng who played the role of Prince Rong on My Fair Princess or Princess Return Pearl in 1998. If you say  五阿哥 [wǔ à gē] fast enough and with a Taiwanese Mandarin accent as Alec Su did, it will sound like 蛙哥 [wā gē].
度娘	dù niáng	n. Lady Baidu. Baidu. This Internet slang term comes from a cartoonized girl image that represents Chinese search engine Baidu.
盛世美颜	shèng shì měi yán	n. Prosperous era+beautiful face. Incredibly gorgeous good looks. This Internet slang term is often used to describe idols, but sometimes it is used sarcastically.
我就笑笑不说话	wǒ jiù xiào xiào bù shuō huà	<Expression> I’ll just smirk and say nothing. This expression is often used to show contempt.
史上最。。。	shǐ shàng zuì	n. The most…in history. This Internet slang term is often used as hyperbole.
初心	chū xīn	n. Original+heart. 1) The original aspiration. This Internet slang term originated from Zen Mind, Beginner’s Mind by Shunryū Suzuki and described the immense enthusiasm one initially had about a goal. The enthusiasm might taper off, thus the caveat 不忘初心 [bú wàng chū xīn] “Do not forget your original aspiration.”  2) The first idol you liked.
高甜	gāo tián	adj. Highly sweet. This Internet slang term positively describes how intimate and affectionate a couple is.
NTR <Acronym>	NTR	This acronym is short for the Japanese phrase “Ne To Ra Re” (寝取られ). It means someone else slept with one’s date or partner.
公开处刑	gōng kāi chǔ xíng	<Expression> Public penalization. This expression is used to shame a person who is not as good looking as the friend he or she shows up with. Appearing with someone better looking than you are is like being openly punished. Not a nice expression.
本命	běn mìng	n. Honmei. True feeling. This Internet slang term comes from the Japanese phrase “hon mei choco” (本命チョコ — true feeling chocolate — the chocolate given by women on Valentine’s Day to men whom the giver has romantic feelings for). In China, it often refers to your favorite star.
站台	zhàn tái	v. Stand+stage. To campaign for [someone/something]. This Internet slang term is often used in sentences like “A person appeared at the event to root for someone/something.”
配一脸	pèi yì liǎn	n. Match+a+face. [Of two things or two people] looking great together, totally compatible.
四字弟弟	sì zì dì di	n. Four-character little brother. This Internet slang term is an affectionate nickname for Chinese entertainer Yiyang Qianxi aka Jackson Yee.
不按套路出牌	bú àn tào lù chū fā	<Expression> Not dealing the cards by the rules. Not playing by the rules of the game.
承包	chéng bāo	v. To contract for. This Internet slang term is often used to describe your attraction to an idol or love interest or his or her good qualities. You like it so much that you want to be possessive.
声控	shēng kòng	n. Voice+freak. One who is easily attracted to people (of the opposite sex) with nice voices.
娇嗔	jiāo chēn	v./n./adj. To protest coquettishly. This Internet slang term is often used humorously to describe the feminine side of a man.
红红火火恍恍惚惚	hóng hóng huǒ huǒ huǎng huǎng hū hū	<Expression> Ablaze+dazzled. This expression means laughing out loud and mimics the sound of laughter. It is the funny result of entering eight consecutive h’s using the Pinyin input method.
摩擦摩擦	mó cā mó cā	v. Friction friction. This expression comes from the widely ridiculed 2014 song “My Skating Shoes” by Pang Mailang. It is now often a euphemism for having sex.
一步两步， 是魔鬼的步伐	yī bù liǎng bù, shì mó guǐ de bù fá	<Expression> One step, two steps, [it] is the gate of a devil. This expression comes from the widely ridiculed 2014 song “My Skating Shoes” by Pang Mailang. It is often used to describe clumsy and uncoordinated walking or dancing steps.
全程无尿点	quán chéng wú niào diǎn	<Expression> There is not a thing [in this drama/movie/performance] that makes me want to use the restroom. This expression is often used to praise a drama/movie/performance that’s so captivating that people don’t feel bored at all.
嫉妒使我质壁分离	jì dù shǐ wǒ zhì bì fēn lí	<Expression> Jealousy made me undergo plasmolysis. Jealousy contorted my face and made me ugly. This expression is often used when you see your idol flirt with the opposite sex in a TV drama or movie.
风骚走位	fēng sāo zǒu weì	n. Flirtatious+walk. <Gaming> This Internet slang term originally referred to the control of the movement of video game characters to avoid attacks or elimination.  It also refers to people’s comic walking movement.
土味情话	tǔ weì qíng huà	n. Crude and unsophisticated+words of love. Corny terms of endearment.
糯	nuò	adj. Glutinous, sticky. Soft, gentle. This Internet slang term is often used to describe a man’s loving, gentle, buttery, and endearing voice.
搬运	bān yùn	v. To transport. This Internet slang term means to download videos, articles, photos, etc. and then repost  them on another website.
手控	shǒu kòng	n. Hand+freak. A person who is easily attracted to people with beautiful hands.
颜狗	yán gǒu	n. Face+dog. A person who is easily attracted to good-looking people or stars, sometimes to the extent of ignoring their weaknesses.
肉体饭	ròu tǐ fàn	n. Body+fan. A fan who adores the idol’s body or figure, compared to other fans who adores the idol’s face, voice, hands, etc.
能打	néng dǎ	adj. Can+fight. Competitive. This Internet slang term is often used to describe an entertainer’s appearance, acting, singing, fashion, etc.
啾咪	jiū mī	This Internet slang term is widely used in “啾咪^. <” by Taiwanese entertainers to act cute. The body language includes winking and the deaf’s gesture meaning “I love you.”
卓伟视角	zhuó wěi shì jiǎo	n. Zhuo Wei’s perspective. [Seen from] Zhuo Wei’s perspective. Zhuo Wei is a Chinese paparazzo. This Internet slang term is used to describe a photo or video shot from a distance.
赛金花	sài jīn huā	n. Surpass+gold flower. Surpass the gold flower. This Internet slang term is an affectionate nickname for American comedian, writer, political commentator, actor, and television host Seth Meyers.
秒懂	miǎo dǒng	v. Second+know. To understand within a second. To understand instantly.
没眼看	méi yǎn kàn	<Expression> [Having] no eyes to see. Can’t stand looking at [something embarrassing, shocking, or disgusting].
愿你出走半生，归来仍是少年	yuàn nǐ chū zǒu bàn shēng, guī lái réng shì shào nián	<Expression> May you remain a teenager even after leaving home half a life time. This expression is often used to encourage people to be ageless at heart.
沙雕	shā diāo	adj./n. Sand+sculpture. This Internet slang term is a euphemism for 傻屌 [shǎ diǎo] “stupid+penis” or “stupid, stupid-ass.”
流量才是王道	liú liáng cái shì wáng dào	<Expression> Web traffic is the rule. This expression became popular as the ability to drive traffic to the website is considered very important.
是有多。。。	shì yǒu duō…	<Expression>  Is so… This expression is often used  in the sentence “…is so…” It is often said in disbelief. 
口耐	kǒu nài	adj. Mouth+resistant. Lovely. Cute. This Internet slang term is 可爱 [kě ài] “lovely, cute” and mimics the Taiwanese Mandarin accent.
然鹅	rán é	interj. But, nevertheless. This Internet slang term is an alternative to 然而 [rán ér] and mimics the Cantonese accent.
怨念	yuàn niàn	n. Grudges, complaints. 
寄己	jì jǐ	n. Self. This Internet slang term is an alternative to 自己 [zì jǐ] “self, oneself” and mimics the Cantonese accent. 
大表哥	dà biǎo gē	n. The eldest cousin brother. This Internet slang term is an affectionate nickname for British actor Dan Stevens, because of his role on Downton Abbey.
禁欲	jìn yù	adj. Forbidden+desire. Stolid, showing little emotion or animation.
小言	xiǎo yán	n. Romantic fiction. 
官宣	guān xuān	n. Official announcement. This Internet slang term is often used to describe official announcements in the entertainment industry.
槽点满满	cáo diǎn mǎn mǎn	<Expression> Problems worth criticizing or teasing about+full. Full of problems that are worth criticizing or teasing about.
狗粮猝不及防	gǒu liáng cù bù jí fáng	<Expression> Dog food+unexpected. The unexpected public displays of affection.
元气	yuán qì	n. Vigor, strength, enthusiasm. 
老板	lǎo bǎn	n. Boss. This Internet slang term is often used to refer to one’s idols, especially those who have companies or personal studios. 
首先你要有个。。。	shǒu xiān nǐ yào yǒu gè…	<Expression> First you need to have a…This expression is commonly used to throw cold water on people who are planning or fantasizing about something nice. 
自干五	zì gàn wǔ	n. Self+do+five. The self-motivated 50 Cent Party. Self-motivated Internet commentators who defend the government. This Internet slang term is related to 五毛黨 [wǔ máo dǎng] “The 50 Cent Party.”
五毛党	wǔ máo dǎng	n. The 50 Cent Party. Internet  commentators who are rumored to be hired by Chinese authorities in an attempt to manipulate public opinion to the benefit of the government.
老鹿蹒跚	lǎo lù pán shān	<Expression> An old deer staggers. This expression describes the reaction of unmarried people in their late 20s or older to their crushes. As opposed to 小鹿亂撞 [xiǎo lù luàn zhuàng] “A fawn rushes impetuously, an idiom that describes a young person’s restless state due to fear or strong emotions [upon seeing his or her crush],” this expression pokes fun at older unmarried people’s reluctance to be emotionally invested in the love interest for fear of getting hurt.
老夫的少女心	lǎo fū de shào nǚ xīn	n. The old man’s (referring to oneself, regardless of the actual gender) teenage-girl heart. The gentle, dreamy, and girl side of me.
一本正经地胡说八道	yì běn zhèng jīng di hú shuō bā dào	<Expression> Talking nonsense with a straight face. This expression is often used humorously to mock oneself or to dismiss other people’s arguments.
不能同意更多	bù néng tóng yì gèng duō	<Expression> Can’t agree more. 
不转不是中国人	bù zhuǎn bú shì zhōng guó rén	<Expression> [You are] not a Chinese national if you don’t repost this article. This coercive expression is often used in nationalistic WeChat article titles.
标题党	biāo tí dǎng	n. Title+party. Clickbait titles. Sensational article titles whose main purpose is to attract clicks or reads. Such titles may not be very relevant to content of the articles.
是中国人就转	shì zhōng guó rén jiù zhuǎn	<Expression> Repost it if you are a Chinese national. This coercive expression is often used in nationalistic WeChat article titles.
卷西	juǎn xī	n. Curly+west. Curly West. This Internet slang term is an affectionate nickname for American actor Jesse Eisenberg.
钢铁直男	gāng tiě zhí nán	n. Steel+iron+straight+male. Iron straight men. This Internet slang term refers to heterosexual men who constantly fail to grasp their female partners’ emotional needs.
激情小短片	jī qíng xiǎo duǎn pian	n. Passionate little short films. Adult videos. Porn videos.
520	wǔ èr líng	n. This Internet slang term means “I love you” because “520” sounds like 我愛你 [wǒ ài nǐ] “I love you. ” May 20 is a day for confessing one’s love.
踩	cǎi	v. To stomp. This Internet slang term means 1) to visit a web page and 2) to oppose someone’s opinion.
秒删	miǎo shān	v. Second+delete. To delete within seconds. To delete swiftly. This Internet slang term is often used to describe celebrities’ quick deletion of their Weibo posts. To their chagrin, those posts are often screencropped by Internet users before deletion and prompted more discussions due to instant deletion.
爆款	bào kuǎn	n. Hot item. An item that sells well or incredibly popular.
死宅	sǐ zhái	n. Die-hard otaku. A person who is extremely indoorsy, often because of a passion about gaming and watching movies or TV dramas.
中央空调	zhōng yāng kōng tiáo	n. Central air conditioning and heating system. This Internet slang term refers to a man who behaves like a casanova while claiming to be in a committed relationship.
傻麅子	shǎ páo zi	n. Silly roe deer. A kind of roe deer found in north China. This Internet slang term refers to the roe deer. It is also a nickname for singer and actor Lu Han.
吐血	tù xiě	v. To vomit blood. This Internet slang term is used to describe one’s shock, anger, or embarrassment.
众人皆醉我独醒	zhòng rén jiē zuì wǒ dú xǐng	<Expression> Everyone is drunk and only I am sober. This expression is quoted from a poem by Li Bai from the Tang dynasty, but now it is often used to describe a self-important person sarcastically.
脑子瓦特了	nǎo zi wǎ tè le	[wǎ tè] <Expression> Brain+Watt. [Your] brain is broken. You are out of your mind. You are stupid. This expression comes from the Shanghainese dialect.
黑出翔	hēi chū xiáng	<Expression> Black+out+shit. To eloquently roast a person to the point where the person shitted his or her pants.
糟了，是心动的感觉	zāo le, shì xīn dòng de gǎn jué	<Expression> Shit! [It’s] the feeling of falling in love. This expression is often used humorously to describe an unexpected attraction to someone or something.
糊	hú	v./adj. Of or like paste. (Of a performer or show) be completely unsuccessful; fail totally.
得罪造型师	dé zuì zào xíng shī	<Expression> (Of a celebrity) offending the stylist. This expression is often used to comment on celebrity fashion disasters.
皮一下很开心	pí yí xià hěn kāi xīn	<Expression> [Of someone] deriving pleasure from being naughty. This expression is often used to comment on the intention of someone’s pranks or cheeky remarks.
总攻	zǒng gōng	n. Attack all around. A person who launches an all-around attack. A person who takes charge of the situation and is able to make others obey him or her. This Internet slang term comes from the Japanese ACG culture, especially Boy’s Love-themed works. The term is often used positively to describe a natural leader.
总攻本攻	zǒng gōng běn gōng	n. Attack all around+oneself. This Internet slang term has the same meaning as 總攻 [zǒng gōng]. It is often used to emphasize the leadership role in a group or a romantic relationship that one possesses.
歪个楼	wāi gè lóu	<Expression> Slant the building. Let me digress. 樓 [lóu] as an Internet slang term refers to a post and its replies in online discussions. When you want to digress, you use this expression as a reminder to other Internet users.
