价格	jiàgé	price	stront1
美元	měiyuán	Dollar	stront1
欧洲	ōuzhōu	Europe	stront1
欧洲的水电费比美国的要贵	ōuzhōu de shuǐdiànfèi bǐ měiguó de yào guì	utilities are more expensive in EU than US	stront1
花钱	huāqián	Spend money	stront1
懒	lǎn	lazy	stront1
认真	rènzhēn	earnest, serious	stront1
段落	duànluò	paragraph	stront1
母语	mǔyǔ	Mother tongue	stront1
情况	qíngkuàng	situation	stront1
我说得不太好	wǒ shuō dé bùtàihǎo	I'm not talking well	stront1
完美主义者	wánměi zhǔyìzhě	perfectionist	stront1
我昨天作业没写得很好	wǒ zuótiān zuòyè méixiě dé hěn hǎo	I didn’t write well yesterday	stront1
以前	yǐqián	before	stront1
语言	yǔyán	language	stront1
室友	shìyǒu	roommate	stront1
结构	jiégòu	structure	stront1
跟...一样/ 不一样	gēn ... yīyàng /   bù yīyàng	Like ... different/ different	stront1
她德语比我说得好	tā déyǔ bǐ wǒ shuōdéhǎo	Her German is better than me	stront1
她德语比我说得好得多	tā déyǔ bǐ wǒ shuō dé hǎodeduō	She German is much better than me	stront1
她德语说得比我好	tā déyǔ shuō dé bǐ wǒ hǎo	She speaks better than me in German	stront1
她德语说得比我好得多	tā déyǔ shuō dé bǐ wǒ hǎodeduō	Her German is much better than me	stront1
房子	fángzi	house	stront1
小明花钱花得非常多	xiǎomíng huāqián huādé fēicháng duō	Xiao Ming spent money spent a lot	stront1
小明钱比小李花得多得多	xiǎomíng qián bǐ xiǎo lǐhuā dé duōdéduō	Xiao Ming money is much more than Xiao Lihua	stront1
丈夫和妻子	zhàngfu hé qīzi	Husband and wife	stront1
先生和太太	xiānsheng hé tàitai	Husband and wife	stront1
老公和老婆	lǎogong hé lǎopó	Husband and wife	stront1
结婚	jiéhūn	marry	stront1
早睡早起	zǎoshuìzǎoqǐ	Get up early and get up early	stront1
晚睡晚起	wǎnshuì wǎnqǐ	Get up and get up late	stront1
燕麦粥	yànmàizhōu	oatmeal	stront1
隔夜燕麦	géyè yànmài	Overnight oats	stront1
卡农	kǎnóng	Canon (sound)	stront1
一首歌	yīshǒugē	a song	stront1
能力	nénglì	ability	stront1
阅读	yuèdú	read	stront1
听力	tīnglì	hearing	stront1
写作	xiězuò	writing	stront1
口语	kǒuyǔ	speaking	stront1
同意	tóngyì	agree	stront1
词典	cídiǎn	dictionary	stront1
中国菜	zhōngguó cài	Chinese food	stront1
印度菜	yìndù cài	Indian cuisine	stront1
高中	gāo zhōng	high school	stront1
房间	fángjiān	Room	stront1
网站	wǎngzhàn	website	stront1
中介	zhōngjiè	agent	stront1
买卖	mǎimài	a deal	stront1
到	dào	to (20 TO 30 minutes)	stront1
西班牙	xībānyá	Spain	stront1
市中心	shìzhōngxīn	city ​​center	stront1
课文	kèwén	example text	stront1
零下	língxià	below zero	stront1
温度	wēndù	temperature	stront1
摄氏度	shèshìdù	Degree Celsius	stront1
华氏度	huáshìdù	Fahrenheit	stront1
篮球队	lánqiúduì	basketball team	stront1
世界杯	shìjièbēi	World Cup	stront1
专注	zhuānzhù	focus	stront1
正式	zhèngshì	formal	stront1
戴口罩	dài kǒuzhào	wear mask	stront1
戴帽子/口罩/手表/围巾/眼镜	dàimàozi / kǒuzhào / shǒubiǎo / wéijīn / yǎnjìng	Wear hat/mask/watch/scarf/glasses	stront1
穿衣服/ 裤子/ 鞋子/ 袜子	chuānyīfú /   kùzi /   xiézi /   wàzi	Dress/ pants/ shoes/ socks	stront1
金色	jīnsè	gold	stront1
在这个情况下	zài zhège qíngkuàng xià	In this case	stront1
在这张照片里	zài zhèzhāng zhàopiàn lǐ	In this photo	stront1
休闲的衣服	xiūxián de yīfú	Casual clothes	stront1
一支笔	yīzhī bǐ	A pen	stront1
生日卡	shēngrìkǎ	Birthday card	stront1
握手	wòshǒu	Handshake	stront1
拥抱	yōngbào	hug	stront1
招手	zhāoshǒu	wave hands	stront1
助手	zhùshǒu	assistant	stront1
酒店	jiǔdiàn	hotel	stront1
民宿	mínsù	Homestay	stront1
人民	rénmín	citizen	stront1
带	dài	take...with someone	stront1
拿	ná	to get/ fetch	stront1
取	qǔ	to get/ fetch (formal)	stront1
带...来	dài ... lái	bring	stront1
带...去	dài ... qù	take	stront1
枣	zǎo	date	stront1
拿咖啡/ 签证/ 车/ 外卖	ná kāfēi /   qiānzhèng /   chē /   wàimài	get my coffee/ visa/ car/ takeaway	stront1
办签证	bàn qiānzhèng	Apply for a visa	stront1
机票	jīpiào	plane tickets	stront1
拿来	nálái	to fetch (for myself)	stront1
拿去	ná qù	to get (for others)	stront1
你拿一本书来	nǐ ná yī běnshū lái	you go get a book	stront1
我有一些饼干，你拿去吧	wǒ yǒu yīxiē bǐnggān ， nǐ ná qù bā	I have some biscuits, you can take it	stront1
进来吧，随便坐吧	jìnlái bā ， suíbiàn zuò bā	Come in, sit and sit casually	stront1
随便吃吧	suíbiàn chī bā	help yourself to eat	stront1
前男友	qiánnányǒu	Ex-boyfriend	stront1
一双眼睛	yīshuāng yǎnjīng	a pair of eyes	stront1
一只眼睛	yīzhī yǎnjīng	one eye	stront1
一副眼镜	yīfù yǎnjìng	A pair of glasses	stront1
爱干净	ài gānjìng	a neat freak	stront1
莉莎比我爱干净	lì shā bǐ wǒ ài gānjìng	Lisa likes to be cleaner than me	stront1
莉莎很爱干净	lì shā hěn ài gānjìng	Lisa loves cleanliness	stront1
程度	chéngdù	degree	stront1
高强度间歇训练	gāoqiángdù jiànxiē xùnliàn	HIIT	stront1
泄漏秘密	xièlòu mìmì	Leak	stront1
说漏嘴	shuō lòu zuǐ	to blurt out; to let slip	stront1
吐实	tǔshí	to reveal the truth; to spill the beans	stront1
露馅	lòuxiàn	to leak; to expose (somebody's secret); to spill the beans; to let the cat out of the bag	stront1
回家	huíjiā	go home	stront1
实习	shíxí	internship	stront1
波恩	bōēn	bonn	stront1
惊讶	jīngyà	surprised	stront1
柏林	bólín	Berlin	stront1
受欢迎	shòuhuānyíng	popular	stront1
宫崎骏	gōngqíjùn	Hayao Miyazaki	stront1
千与千寻	qiānyǔqiānxún	Spirited Away	stront1
动漫	dòngmàn	anime	stront1
电子表格	diànzibiǎogé	spreadsheet	stront1
等一会儿	děng yīhuìr	Wait a minute	stront1
等等	děngděng	etc.	stront1
品味	pǐnwèi	taste	stront1
喜剧	xǐjù	comedy	stront1
现代	xiàndài	modern	stront1
虽然...但是...	suīrán ... dànshì ...	although	stront1
自然	zìrán	nature	stront1
到时候	dàoshíhòu	By the time	stront1
即使...也...	jíshǐ ... yě ...	even if...	stront1
即使我学一门很简单的语言，也需要很长时间。	jíshǐ wǒxué yīmén hěn jiǎndān de yǔyán ， yě xūyào hěn chángshíjiān 。	Even if I learn a very simple language, it takes a long time.	stront1
需要	xūyào	need	stront1
差不多	chàbuduō	almost	stront1
别的事情	biéde shìqing	Other things	stront1
另一个人	lìng yīgè rén	another person/ the other person	stront1
...还可以，就是...	... huán kěyǐ ， jiùshì ...	... is ok, but it's just...	stront1
长	cháng	long	stront1
开玩笑	kāiwánxiào	to joke	stront1
笑话	xiàohuà	joke	stront1
脱帽子	tuō màozi	Take off the hat	stront1
颜色	yánsè	color	stront1
一件衬衫	yījiàn chènshān	a shirt	stront1
实用	shíyòng	practical	stront1
差	chà	bad	stront1
《北京遇上西雅图》	《 běijīng yùshàng xīyǎtú 》	Beijing Meets Seattle	stront1
《离婚律师》	《 líhūn lǜshī 》	Divorce Lawyer	stront1
有美感	yǒu měigǎn	Aesthetic	stront1
冲	chòng	Pungent, including the flavor of wasabi	stront1
消化	xiāohuà	Digestion	stront1
我不确定	wǒ bù quèdìng	I am not sure	stront1
紧张	jǐnzhāng	nervous/ intense	stront1
感觉	gǎnjué	feeling	stront1
国家	guójiā	nation	stront1
我睡了	wǒ shuì le	I'm gonna sleep	stront1
车来了	chēlái le	The bus/ taxi/ train is here.	stront1
他们下个星期就要结婚了。	tāmen xiàgèxīngqī jiùyào jiéhūn le 。	They will get married next week.	stront1
他们快要/就要结婚了。	tāmen kuàiyào / jiùyào jiéhūn le 。	They are about to get married.	stront1
我不喝酒了。	wǒ bù hējiǔ le 。	I don't drink anymore.	stront1
坏习惯	huàixíguàn	bad habit	stront1
我不想再喝酒了。	wǒ bùxiǎng zài hējiǔ le 。	I don't want to drink anymore.	stront1
已经...了	yǐjīng ... le	Already	stront1
都...了	dōu... le	Already (complaining)	stront1
早就...了	zǎojiù ... le	I've done it LONG AGO	stront1
成年人	chéngniánrén	Adult	stront1
大家都是成年人了，...	dàjiā dōu shì chéngniánrén le ， ...	We're all adults, ...	stront1
春节	chūnjié	Spring Festival	stront1
过新年	guò xīnnián	celebrate New Year	stront1
圣诞快乐	shèngdànkuàilè	Merry Christmas	stront1
迸发	bèngfā	Burst (only literal)	stront1
事实上	shìshíshàng	In fact	stront1
主观	zhǔguān	subjective	stront1
我快要生气了	wǒ kuàiyào shēngqì le	imma be mad	stront1
我快要疯了	wǒ kuàiyào fēng le	I'm going crazy	stront1
能量	néngliàng	energy	stront1
高铁	gāotiě	High -speed railway	stront1
门票	ménpiào	entrance ticket	stront1
高速公路	gāosùgōnglù	highway	stront1
速度	sùdù	speed	stront1
迪士尼	díshìní	Disney	stront1
大会	dàhuì	Conference	stront1
活动	huódòng	Activity	stront1
报名	bàomíng	Sign up	stront1
课程	kèchéng	course	stront1
旅游计划	lǚyóu jìhuà	Travel plan	stront1
旅游攻略	lǚyóu gōnglüè	travelling guideline	stront1
帮助	bāngzhù	help	stront1
帮	bāng	help	stront1
谢谢你的帮助	xièxie nǐ de bāngzhù	thank you for your help	stront1
对我来说	duì wǒ láishuō	as for me	stront1
打扫（一个空间）	dǎsǎo （ yīgè kōngjiān ）	Clean (a space)	stront1
阴天	yīntiān	cloudy day	stront1
阴暗	yīnàn	dark	stront1
亮	liàng	Bright	stront1
手机应用	shǒujī yìngyòng	mobile application	stront1
防晒霜	fángshàishuāng	Sunscreen	stront1
官方灯泡	guānfāng dēngpào	Official Third Wheel	stront1
烦	fán	frustrated	stront1
编程	biānchéng	programming	stront1
程序员	chéngxùyuán	programmer	stront1
中秋节	zhōngqiūjié	Mid-Autumn Festival	stront1
月饼	yuèbǐng	moon cake	stront1
庆祝	qìngzhù	celebrate	stront1
新历	xīnlì	New calendar	stront1
农历	nónglì	lunar calendar	stront1
农业	nóngyè	agriculture	stront1
炒蔬菜	chǎo shūcài	Fried vegetables	stront1
八宝汤	bābǎo tāng	Eight treasure soup	stront1
灯笼	dēnglóng	lantern	stront1
圣诞节	shèngdànjié	Christmas	stront1
感恩节	gǎnēnjié	Thanksgiving Day	stront1
亲戚	qīnqi	extended family?	stront1
旧金山	jiùjīnshān	San Francisco	stront1
唐人街	tángrénjiē	Chinatown	stront1
郊区	jiāoqū	suburbs	stront1
混血儿	hùnxue3ér	Mixed -race	stront1
北方人	běifāng rén	Northerner	stront1
南方人	nánfāngrén	Southerner	stront1
谜语	míyǔ	riddle	stront1
猜	cāi	Guess	stront1
猜灯谜	cāi dēngmí	Guessing lantern riddles	stront1
传说	chuánshuō	legend	stront1
复活节	fùhuójié	Easter	stront1
基督教	jīdūjiào	Christianity	stront1
弓	gōng	bow	stront1
箭	jiàn	arrow	stront1
射	shè	shoot	stront1
孔明灯	kǒngmíngdēng	sky lantern	stront1
王莉莎	wáng lìshā	Lisa	stront1
王一然	wáng yīrán	Eva	stront1
曹励嘉	cáo lìjiā	Erica	stront1
？	？	Karen	stront1
裳雅楠	cháng yǎnán	Nancy	stront1
龚美丽	gōng měilì	Meili	stront1
刘明苏 (劉明蘇)	liú míngsū   (lau4 ming4sou1)	Jay	stront1
广萝丽	guǎng luólì	Layla	stront1
王奶婷	wáng nǎitíng	Netta	stront1
叶子华	yè zihuá	David	stront1
爱师克	àishīkè	Isaac	stront1
王蕴宏	wángyùnhóng	Yunhong uncle (Lisa dad)	stront1
杨红	yánghóng	Hong aunty (Lisa mom)	stront1
感到很大的压力	gǎndào hěndà de yālì	Feel a lot of pressure	stront1
鸭梨山大	yālí shān dà	Feel a lot of pressure	stront1
双关语	shuāngguānyǔ	Pun	stront1
混乱的	hùnluàn de	chaotic	stront1
撞	zhuàng	to crash/ hit	stront1
经历	jīnglì	experience	stront1
我都喜欢	wǒ dōu xǐhuan	I like all of them	stront1
月末	yuèmò	At the end of the month	stront1
年末	niánmò	End of the year	stront1
周末	zhōumò	weekend	stront1
一个想法	yīgè xiǎngfǎ	An idea	stront1
细节	xìjié	detail	stront1
打算	dǎsuàn	plan/ to plan (an idea, not a detailed plan)	stront1
计划	jìhuà	plan/ to plan (a detailed or formal plan)	stront1
工作计划	gōngzuò jìhuà	Work Plan	stront1
学习计划	xuéxí jìhuà	study plan	stront1
还没想好	huán méixiǎng hǎo	haven't decided yet	stront1
准备好/ 买好票	zhǔnbèi hǎo /   mǎihǎo piào	Prepare/ buy a good ticket	stront1
做好工作	zuòhǎo gōngzuò	Do a good job	stront1
为了	wèile	for，in order to	stront1
平等	píngděng	equal	stront1
害羞	hàixiū	shy	stront1
相信	xiāngxìn	believe	stront1
待办事项	dàibàn shìxiàng	to-do items	stront1
大便事项	dàbiàn shìxiàng	to-poop items	stront1
随便	suíbiàn	whatever	stront1
工作顺利	gōngzuò shùnlì	work smoothly	stront1
文件	wénjiàn	document	stront1
表格	biǎogé	sheet	stront1
一直	yīzhí	all the time/ constantly	stront1
总是	zǒngshì	(at a repeated cadence) always	stront1
重复	chóngfù	repeat	stront1
抱怨	bàoyuàn	complain	stront1
通勤	tōngqín	commute	stront1
跟我抱怨她的工作	gēn wǒ bàoyuàn tā de gōngzuò	Complain to me about her job	stront1
打游戏	dǎyóuxì	Play a game	stront1
这件事很急	zhèjiàn shì hěn jí	This is very urgent	stront1
着火	zháohuǒ	to be on fire	stront1
着急	zháojí	anxious	stront1
着迷	zháomí	obsessed/ fascinated	stront1
孔雀	kǒngquè	Peacock	stront1
对...着迷	duì ... zháomí	obsessed with	stront1
主意	zhǔyi	idea	stront1
我控制不住地	wǒ kòngzhì bùzhù de	I can't stop...	stront1
复习	fùxí	review	stront1
预习	yùxí	preview	stront1
预约	yùyuē	to make an appointment	stront1
比萨饼	bǐsàbǐng	Pizza	stront1
不是每个美国人都喜欢吃比萨饼。	bùshì měige měiguó rén dū xǐhuan chī bǐsàbǐng 。	Not every American likes to eat pizza.	stront1
每个美国人都不喜欢吃比萨饼。	měige měiguó rén dū bù xǐhuan chī bǐsàbǐng 。	Every American does not like to eat pizza.	stront1
机会	jīhuì	opportunity	stront1
卖	mài	Sell	stront1
门儿都没有/ 没门儿	ménr dōu méiyǒu/ méi ménr	No way! / in your wildest dream	stront1
极端	jíduān	extreme	stront1
东南西北	dōngnánxīběi	NSEW	stront1
东岸	dōngàn	east coast	stront1
西岸	xīàn	west coast	stront1
放松	fàngsōng	Relax	stront1
总结	zǒngjié	Summarize	stront1
观察	guānchá	observe	stront1
无怒如何	wúnù rúhé	anyways	stront1
政治	zhèngzhì	politics	stront1
打字	dǎzì	type	stront1
其实	qíshí	in reality	stront1
停电	tíngdiàn	power cut	stront1
众创空间	zhòngchuàng kōngjiān	cowork space	stront1
对自己的能力很自信	duì zìjǐ de nénglì hěn zìxìn	Very confident in your ability	stront1
正确	zhèngquè	correct	stront1
对了	duì le	by the way	stront1
暖心	nuǎnxīn	Heartwarming	stront1
备份	bèifèn	Backup	stront1
瑞典	ruìdiǎn	Sweden	stront1
...的时候	... de shíhou	when...	stront1
什么时候？	shénme shíhou ？	when?	stront1
印象	yìnxiàng	impression	stront1
在一起	zài yīqǐ	be in a relationship	stront1
哈尔滨	hāěrbīn	Harbin	stront1
冰雕节	bīngdiāo jié	Ice carving festival	stront1
苏州	sūzhōu	Suzhou	stront1
下有苏杭，上有天堂	xiàyǒusūháng ， shàngyǒutiāntáng	There are Su Hangzhou below, there is paradise on the top	stront1
宗教	zōngjiào	religion	stront1
意大利面	yìdàlì miàn	spaghetti	stront1
背包	bēi bāo	Backpack	stront1
没带脑子	méidài nǎozi	didn‘t take your brain with you	stront1
百度地图	bǎidù dìtú	Baidu map	stront1
谷歌地图	gǔgē dìtú	Google Map	stront1
技术	jìshù	technology	stront1
大众点评app	dàzhòng diǎnpíng app	“yelp” in china	stront1
谷歌点评	gǔgē diǎnpíng	Google Review	stront1
搬...到...	bān ... dào ...	Move ... to ...	stront1
空间	kōngjiān	space	stront1
搬家	bānjiā	move place	stront1
早日康复！	zǎorìkāngfù ！	get well soon!	stront1
无伴奏合唱	wú bànzòu héchàng	a cappella	stront1
一群人	yīqún rén	A group of people	stront1
危险	wēixiǎn	dangerous	stront1
高原反应	gāoyuán fǎnyìng	Altitude sickness	stront1
至少我是这么认为的	zhìshǎo wǒ shì zhème rènwéi de	At least, that's what I think	stront1
至少	zhìshǎo	At least	stront1
敏感	mǐngǎn	sensitive	stront1
投资	tóuzī	invest/ investment	stront1
概念	gàiniàn	concept	stront1
独立	dúlì	independent	stront1
它们有什么一样的地方？	tāmen yǒu shénme yīyàng de dìfāng ？	what features do they share?	stront1
你觉得这件事有什么好的地方？	nǐ juéde zhèjiàn shìyǒu shénme hǎo de dìfāng ？	Do you think there is something good about this?	stront1
身体	shēntǐ	Body	stront1
脖子	bózi	neck	stront1
肩膀	jiānbǎng	Shoulder	stront1
手臂	shǒubì	arm	stront1
胸	xiōng	chest	stront1
背	bèi	back	stront1
腰	yāo	Hip	stront1
大腿	dàtuǐ	thigh	stront1
膝盖	xīgài	knee	stront1
手肘	shǒuzhǒu	elbow	stront1
德国猪肘	déguó zhūzhǒu	Schweinhaxen	stront1
小腿	xiǎotuǐ	calf/ shin	stront1
屁股	pìgu	butt	stront1
脚	jiǎo	foot	stront1
鼻子	bízi	nose	stront1
小偷	xiǎotōu	Thief	stront1
生病	shēngbìng	Get ill	stront1
疼	téng	to ache/ to spoil (a kid)	stront1
痛	tòng	pain/ to ache (more physical and concrete compared to 疼)	stront1
我很心疼她	wǒ hěn xīnténg tā	I feel bad for her	stront1
我爸爸去世了，我很心痛	wǒ bàba qùshì le ， wǒ hěn xīntòng	My dad died, I was very heartbroken	stront1
疾病	jíbìng	disease	stront1
疫情	yìqíng	epidemic	stront1
疫苗	yìmiáo	vaccine	stront1
字面意思	zìmiàn yìsi	literal meaning	stront1
