鼻涕	/nasal mucus; snivel; snot/
比方	/analogy/instance/for instance/
比喻	/to compare/to liken to/metaphor/analogy/figure of speech/figuratively/
比重	/proportion/specific gravity/
鄙视	/to despise/to disdain/to look down upon/
臂	/arm/
弊病	/malady/evil/malpractice/drawback/disadvantage/
弊端	/systemic problem (sometimes refers specifically to corrupt practices)/
闭塞	/to stop up/to close up/hard to get to/out of the way/inaccessible/unenlightened/blocking/
鞭策	/to spur on/to urge on/to encourage sb (e.g. to make progress)/
编织	/to weave; to knit; to plait; to braid/(fig.) to create (sth abstract, e.g. a dream, a lie etc)/
边疆	/border area/borderland/frontier/frontier region/
边界	/boundary/border/
边境	/frontier; border/
边缘	/edge; fringe; verge; brink; periphery/marginal; borderline/
扁	/small boat/
贬低	/to belittle/to disparage/to play down/to demean/to degrade/to devalue/
贬义	/derogatory sense/negative connotation/
遍布	/to cover the whole (area)/to be found throughout/
便利	/convenient/easy/to facilitate/
便条	/(informal) note/CL:張|张[zhang1],個|个[ge4]/
便于	/easy to; convenient for/
变故	/an unforeseen event/accident/misfortune/
变迁	/changes/vicissitudes/
变质	/to degenerate; to deteriorate/(of food) to go bad; to go off/(geology) metamorphism/
辩护	/to speak in defense of/to argue in favor of/to defend/to plead/
辩解	/to explain/to justify/to defend (a point of view etc)/to provide an explanation/to try to defend oneself/
辩证	/to investigate/dialectical/
辨认	/to recognize/to identify/
辫子	/plait/braid/pigtail/a mistake or shortcoming that may be exploited by an opponent/handle/CL:根[gen1],條|条[tiao2]/
标本	/specimen; sample/the root cause and symptoms of a disease/
标记	/sign/mark/symbol/to mark up/(computing) token/
标题	/title/heading/headline/caption/subject/
表决	/to decide by vote/to vote/
表态	/to declare one's position/to say where one stands/
表彰	/to honor/to commend/to cite (in dispatches)/
憋	/to choke/to stifle/to restrain/to hold back/to hold in (urine)/to hold (one's breath)/
别墅	/villa/CL:幢[zhuang4],座[zuo4]/
别致	/variant of 別緻|别致[bie2 zhi4]/
别扭	/awkward/difficult/uncomfortable/not agreeing/at loggerheads/gauche/
濒临	/on the edge of/(fig.) on the verge of/close to/
冰雹	/hail/hailstone/CL:場|场[chang2],粒[li4]/
丙	/third of the ten Heavenly Stems 十天干[shi2 tian1 gan1]/third in order/letter "C" or Roman "III" in list "A, B, C", or "I, II, III" etc/ancient Chinese compass point: 165°/propyl/
并非	/really isn't/
并列	/to stand side by side/to be juxtaposed/
拨	/to push aside with the hand, foot, a stick etc/to dial/to allocate/to set aside (money)/to poke (the fire)/to pluck (a string instrument)/to turn round/classifier: group, batch/
播种	/to grow (maize etc) from seed/to plant (maize etc) by sowing seed/
波浪	/wave/
波涛	/great waves/billows/
剥削	/to exploit/exploitation/
博大精深	/wide-ranging and profound/broad and deep/
博览会	/exposition/international fair/
搏斗	/to wrestle; to fight; to struggle/
伯母	/wife of father's elder brother/aunt/(polite form of address for a woman who is about the age of one's mother)/CL:個|个[ge4]/
薄弱	/weak; frail/
不顾	/in spite of; regardless of/
不愧	/to be worthy of/to deserve to be called/to prove oneself to be/
不料	/unexpectedly/to one's surprise/
不像话	/unreasonable/shocking/outrageous/
不屑一顾	/to disdain as beneath contempt (idiom)/
补偿	/to compensate/to make up/
补救	/to remedy/
补贴	/to subsidize/subsidy/allowance/to supplement (one's salary etc)/benefit/
哺乳	/breastfeeding/to suckle/to nurse/
捕捉	/to catch; to seize; to capture/
不得已	/to act against one's will/to have no alternative but to/to have to/to have no choice/must/
不妨	/there is no harm in; might as well/
不敢当	/lit. I dare not (accept the honor); fig. I don't deserve your praise/you flatter me/
不禁	/can't help (doing sth)/can't refrain from/
不堪	/cannot bear/cannot stand/utterly/extremely/
不可思议	/inconceivable (idiom); unimaginable/unfathomable/
不免	/inevitably/
不时	/from time to time/now and then/occasionally/frequently/
不惜	/not stint/not spare/not hesitate (to do sth)/not scruple (to do sth)/
不相上下	/equally matched/about the same/
不言而喻	/it goes without saying; it is self-evident/
不由得	/can't help/cannot but/
不择手段	/by fair means or foul/by hook or by crook/unscrupulously/
不止	/incessantly/without end/more than/not limited to/
布告	/posting on a bulletin board/notice/bulletin/to announce/
布局	/arrangement/composition/layout/opening (chess jargon)/
布置	/to put in order/to arrange/to decorate/to fix up/to deploy/
步伐	/pace/(measured) step/march/
部署	/to dispose/to deploy/deployment/
部位	/part (esp. of the body, but also of a vegetable, e.g. the root, or a garment, e.g. the sleeve, etc)/
才干	/ability/competence/
财富	/wealth/riches/
财务	/financial affairs/
财政	/finances (public)/financial/
裁缝	/tailor/dressmaker/
裁判	/(law) to judge; to adjudicate; verdict; judgement/(sports) to referee/(sports) umpire; referee; judge/
裁员	/to cut staff/to lay off employees/
采购	/to procure (for an enterprise etc)/to purchase/
采集	/to gather/to collect/to harvest/
采纳	/to accept/to adopt/
彩票	/lottery ticket/
参谋	/staff officer/to give advice/
参照	/to consult a reference/to refer to (another document)/
残疾	/disabled/handicapped/deformity on a person or animal/
残酷	/cruel/cruelty/
残留	/to remain; to be left over/residual; remnant/residue/
残忍	/cruel/mean/merciless/ruthless/
灿烂	/to glitter/brilliant/splendid/
舱	/cabin/the hold of a ship or airplane/
苍白	/pale/wan/
仓促	/all of a sudden/hurriedly/
仓库	/depot/storehouse/warehouse/
操劳	/to work hard/to look after/
操练	/drill/practice/
操纵	/to operate/to control/to rig/to manipulate/
操作	/to work/to operate/to manipulate/
嘈杂	/noisy/clamorous/
草案	/draft (legislation, proposal etc)/
草率	/careless/negligent/sloppy/not serious/
策划	/to plot/to scheme/to bring about/to engineer/planning/producer/planner/
策略	/strategy; tactics/crafty; adroit/
测量	/survey/to measure/to gauge/to determine/
侧面	/lateral side/side/aspect/profile/
层出不穷	/more and more emerge/innumerable succession/breeding like flies (idiom)/
层次	/layer/level/gradation/arrangement of ideas/(a person's) standing/
插座	/socket/outlet/
差别	/difference; distinction; disparity/
查获	/to track down and seize (a criminal suspect, contraband etc)/
岔	/fork in road/bifurcation/branch in road, river, mountain range etc/to branch off/to turn off/to diverge/to stray (from the path)/to change the subject/to interrupt/to stagger (times)/
刹那	/an instant (Sanskrit: ksana); split second; the twinkling of an eye/
诧异	/flabbergasted/astonished/
柴油	/diesel fuel/
搀	/to take by the arm and assist/to mix/to blend/to dilute/to adulterate/
馋	/gluttonous/greedy/to have a craving/
缠绕	/twisting/to twine/to wind/to pester/to bother/
产业	/industry/estate/property/industrial/
阐述	/to expound (a position)/to elaborate (on a topic)/to treat (a subject)/
颤抖	/to shudder/to shiver/to shake/to tremble/
昌盛	/prosperous/
尝试	/to try; to attempt/CL:次[ci4]/
偿还	/to repay/to reimburse/
场合	/situation/occasion/context/setting/location/venue/
场面	/scene/spectacle/occasion/situation/
场所	/location/place/
敞开	/to open wide/unrestrictedly/
倡导	/to advocate/to initiate/to propose/to be a proponent of (an idea or school of thought)/
倡议	/to suggest/to initiate/proposal/initiative/
畅通	/unimpeded/free-flowing/straight path/unclogged/move without obstruction/
畅销	/to sell well/bestselling; chart-topping/
超越	/to surpass; to exceed; to transcend/
钞票	/paper money/a bill (e.g. 100 yuan)/CL:張|张[zhang1],紮|扎[za1]/
朝代	/dynasty/reign (of a king)/
潮流	/tide/current/trend/
嘲笑	/to jeer at/to deride/to ridicule/mockery/derision/
巢穴	/lair/nest/den/hideout/
撤退	/to retreat/
撤销	/to repeal/to revoke/(computing) to undo/
沉淀	/(chemistry) to settle; to precipitate/(chemistry) sediment; precipitate/(fig.) to accumulate/
沉闷	/oppressive (of weather)/heavy/depressed/not happy/(of sound) dull/muffled/
沉思	/to contemplate/to ponder/contemplation/meditation/
沉重	/heavy/hard/serious/critical/
沉着	/steady/calm and collected/not nervous/
陈旧	/old-fashioned/
陈列	/to display; to exhibit/
陈述	/an assertion/to declare/to state/
衬托	/to serve to highlight; to serve as a backdrop or contrasting element/
称心如意	/(idiom) after one's own heart; gratifying; satisfactory; everything one could wish/
称号	/name/term of address/title/
盛	/flourishing/vigorous/magnificent/extensively/
橙	/orange tree/orange (color)/
乘	/old variant of 乘[cheng2]/
承办	/to undertake/to accept a contract/
承包	/to contract/to undertake (a job)/
承诺	/to promise/to undertake to do something/commitment/
城堡	/castle/rook (chess piece)/
成本	/(manufacturing, production etc) costs/
成交	/to complete a contract/to reach a deal/
成天	/(coll.) all day long/all the time/
成效	/effect/result/
成心	/intentionally; deliberately; on purpose/
成员	/member/
惩罚	/penalty/punishment/to punish/
诚挚	/sincere/cordial/
澄清	/to settle (of liquid)/to become clear (by precipitation of impurities)/precipitate (chemistry)/to put in order/to quell disturbances/
呈现	/to appear/to emerge/to present (a certain appearance)/to demonstrate/
秤	/steelyard/Roman balance/CL:臺|台[tai2]/
吃苦	/to bear hardships/
吃力	/to entail strenuous effort/to toil at a task/strenuous/laborious/strain/
迟钝	/slow in one's reactions/sluggish (in movement or thought)/
迟缓	/slow/sluggish/
迟疑	/to hesitate/
持久	/lasting/enduring/persistent/permanent/protracted/endurance/persistence/to last long/
赤道	/equator (of the earth or a celestial body)/celestial equator/
赤字	/(financial) deficit/red letter/
冲动	/to have an urge/to be impetuous/impulse/urge/
冲击	/to attack/to batter/(of waves) to pound against/shock/impact/
冲突	/conflict/to conflict/clash of opposing forces/collision (of interests)/contention/
充当	/to serve as/to act as/to play the role of/
充沛	/abundant; plentiful/
充实	/rich/full/substantial/to enrich/to augment/to substantiate (an argument)/
充足	/adequate/sufficient/abundant/
崇拜	/to worship/adoration/
崇高	/majestic/sublime/
崇敬	/to revere/to venerate/high esteem/
重叠	/to overlap/to superimpose/to telescope/to run together/to duplicate/one over another/superposition/an overlap/redundancy/reduplication (in Chinese grammar, e.g. 散散步[san4 san4 bu4] to have a stroll)/
筹备	/preparations/to get ready for sth/
稠密	/dense/
丑恶	/ugly/repulsive/
出路	/a way out (lit. and fig.)/opportunity for advancement; a way forward/outlet (for one's products)/
出卖	/to offer for sale; to sell/to sell out; to betray/
出身	/to be born of/to come from/family background/class origin/
出神	/spellbound/entranced/lost in thought/
出息	/future prospects/profit/to mature/to grow up/
初步	/initial/preliminary/tentative/
除	/to get rid of/to remove/to exclude/to eliminate/to wipe out/to divide/except/not including/
储备	/to store up/reserves/
储存	/stockpile/to store/to stockpile/storage/
储蓄	/to save money (in a bank)/savings/
处分	/to discipline sb/to punish/disciplinary action/to deal with (a matter)/CL:個|个[ge4]/
处境	/situation (of a person)/
处置	/to handle/to take care of/to punish/
触犯	/to violate/to offend/
穿越	/to pass through/to traverse/to cross/
川流不息	/the stream flows without stopping (idiom); unending flow/
船舶	/shipping/boats/
传达	/to pass on/to convey/to relay/to transmit/transmission/
传单	/leaflet; flier; pamphlet/
传授	/to impart; to pass on; to teach/
喘气	/to breathe deeply; to pant; to gasp/to take a breather; to catch one's breath/
串	/to string together/to skewer/to connect wrongly/to gang up/to rove/string/bunch/skewer/classifier for things that are strung together, or in a bunch, or in a row: string of, bunch of, series of/to make a swift or abrupt linear movement (like a bead on an abacus)/to move across/
床单	/bed sheet/CL:條|条[tiao2],件[jian4],張|张[zhang1],床[chuang2]/
创立	/to establish; to set up; to found/
创新	/to bring forth new ideas; to blaze new trails/innovation/
创业	/to begin an undertaking; to start an enterprise/entrepreneurship/
创作	/to create; to produce; to write/a creative work; a creation/
吹牛	/to talk big/to shoot off one's mouth/to chat (dialect)/
吹捧	/to flatter/to laud sb's accomplishments/adulation/
炊烟	/smoke from kitchen chimneys/
锤	/variant of 錘|锤[chui2]/
垂直	/perpendicular; vertical/
纯粹	/pure/unadulterated/purely/completely/
纯洁	/pure/clean and honest/to purify/
磁带	/magnetic tape/CL:盤|盘[pan2],盒[he2]/
慈祥	/kindly/benevolent (often of older person)/
慈善	/benevolent/charitable/
雌雄	/male and female/
刺	/thorn/sting/thrust/to prick/to pierce/to stab/to assassinate/to murder/
次品	/substandard products/defective/seconds/
次序	/sequence; order/
伺候	/to serve; to wait upon/
丛	/cluster/collection/collection of books/thicket/
从容	/to go easy/unhurried/calm/Taiwan pr. [cong1 rong2]/
凑合	/to bring together/to make do in a bad situation/to just get by/to improvise/passable/not too bad/
粗鲁	/coarse/crude (in one's manner)/boorish/
窜	/to flee/to scuttle/to exile or banish/to amend or edit/
摧残	/to ravage/to ruin/
脆弱	/weak/frail/
搓	/to rub or roll between the hands or fingers/to twist/
磋商	/to consult/to discuss seriously/to negotiate/to confer/negotiations/consultations/
挫折	/setback/reverse/check/defeat/frustration/disappointment/to frustrate/to discourage/to set sb back/to blunt/to subdue/
搭	/to put up/to build (scaffolding)/to hang (clothes on a pole)/to connect/to join/to arrange in pairs/to match/to add/to throw in (resources)/to take (boat, train)/variant of 褡[da1]/
搭档	/to cooperate/partner/
搭配	/to pair up/to match/to arrange in pairs/to add sth into a group/
答辩	/to reply (to an accusation)/to defend one's dissertation/
答复	/to answer/to reply/Reply to: (in email header)/
达成	/to reach (an agreement)/to accomplish/
打包	/to wrap; to pack/to put leftovers in a doggy bag for take-out/(computing) to package (i.e. create an archive file)/
打官司	/to file a lawsuit/to sue/to dispute/
打击	/to hit/to strike/to attack/to crack down on sth/blow/(psychological) shock/percussion (music)/
打架	/to fight/to scuffle/to come to blows/CL:場|场[chang2]/
打量	/to size sb up/to look sb up and down/to take the measure of/to suppose/to reckon/
打猎	/to go hunting/
打仗	/to fight a battle/to go to war/
大不了	/at worst; if worst comes to worst/(usu. in the negative) serious; alarming/
大臣	/chancellor (of a monarchy)/cabinet minister/
大伙儿	/erhua variant of 大伙[da4 huo3]/
大肆	/wantonly/without restraint (of enemy or malefactor)/unbridled/
大体	/in general; more or less; in rough terms; basically; on the whole/overall situation; the big picture/cadaver for dissection in training medical students/
大意	/careless/
大致	/more or less; roughly; approximately/
歹徒	/evildoer/malefactor/gangster/hoodlum/
带领	/to guide/to lead/
代价	/price/cost/consideration (in share dealing)/
代理	/to act on behalf of sb in a responsible position/to act as an agent or proxy/surrogate/(computing) proxy/
逮捕	/to arrest/to apprehend/an arrest/
怠慢	/to slight/to neglect/
担保	/to guarantee/to vouch for/
胆怯	/timidity/timid/cowardly/
淡季	/off season/slow business season/see also 旺季[wang4 ji4]/
淡水	/potable water (water with low salt content)/fresh water/
蛋白质	/protein/
诞辰	/birthday/
诞生	/to be born/
当场	/at the scene; on the spot/
当初	/at that time/originally/
当代	/the present age/the contemporary era/
当面	/to sb's face/in sb's presence/
当前	/the present time/to be faced with/
当事人	/persons involved or implicated; party (to an affair)/
当务之急	/(idiom) top priority job; matter of vital importance/
当选	/to be elected/to be selected/
党	/party/association/club/society/CL:個|个[ge4]/
档案	/file; record; archive/
档次	/grade/class/quality/level/
倒闭	/to go bankrupt/to close down/
导弹	/(guided) missile/CL:枚[mei2]/
导航	/navigation/
导向	/to be oriented towards/orientation/
捣乱	/to disturb/to look for trouble/to stir up a row/to bother sb intentionally/
稻谷	/unhusked rice/paddy/
盗窃	/to steal/
得不偿失	/the gains do not make up for the losses (idiom)/
得力	/able/capable/competent/efficient/
得天独厚	/blessed by heaven (idiom)/enjoying exceptional advantages/favored by nature/
得罪	/to offend sb/to make a faux pas/a faux pas/see also 得罪[de2 zui4]/
蹬	/to step on; to tread on/to put on; to wear (shoes, trousers etc)/(slang) to dump (sb)/Taiwan pr. [deng4]/
灯笼	/lantern/
登陆	/to land/to come ashore/to make landfall (of typhoon etc)/to log in (frequently used erroneous variant of 登錄|登录[deng1 lu4])/
登录	/to register/to log in/
等候	/to wait/to wait for/
等级	/grade/rank/status/
瞪	/to open (one's eyes) wide/to stare at/to glare at/
堤坝	/dam/dike/
敌视	/hostile/malevolence/antagonism/to view as enemy/to stand against/
抵达	/to arrive/to reach (a destination)/
抵抗	/to resist/resistance/
抵制	/to resist/to boycott/to refuse (to cooperate)/to reject/resistance/refusal/
递增	/to increase by degrees/in increasing order/incremental/progressive/
地步	/stage; degree (to which a situation has evolved)/a (usu. bad) situation/leeway/
地势	/terrain/topography relief/
地质	/geology/
颠簸	/to be jolted around (car on a bumpy road, boat on a rough sea, aircraft experiencing turbulence)/(fig.) to undergo a rough experience/
颠倒	/to turn upside down/to reverse/back to front/confused/deranged/crazy/
点缀	/to decorate/to adorn/sprinkled/studded/only for show/
典礼	/ceremony; celebration/
典型	/model/typical case/archetype/typical/representative/
垫	/pad/cushion/mat/to pad out/to fill a gap/to pay for sb/to advance (money)/
电源	/electric power source/
奠定	/to establish/to fix/to settle/
惦记	/to think of/to keep thinking about/to be concerned about/
叼	/to hold with one's mouth (as a smoker with a cigarette or a dog with a bone)/
雕刻	/to carve/to engrave/carving/
雕塑	/a statue/a Buddhist image/sculpture/to carve/
吊	/a string of 100 cash (arch.)/to lament/to condole with/variant of 吊[diao4]/
调动	/to transfer/to maneuver (troops etc)/movement of personnel/to mobilize/to bring into play/
跌	/to fall/to tumble/to trip/(of prices etc) to drop/Taiwan pr. [die2]/
丁	/male adult/the 4th of the 10 Heavenly Stems 天干[tian1 gan1]/fourth (used like "4" or "D")/small cube of meat or vegetable/(literary) to encounter/(archaic) ancient Chinese compass point: 195°/(chemistry) butyl/
盯	/to watch attentively/to fix one's attention on/to stare at/to gaze at/
叮嘱	/to warn repeatedly/to urge/to exhort again and again/
定期	/at set dates/at regular intervals/periodic/limited to a fixed period of time/fixed term/
定义	/definition/to define/
丢人	/to lose face/
丢三落四	/forgetful/empty-headed/
东道主	/host/official host (e.g. venue for games or a conference)/
东张西望	/to look in all directions (idiom)/to glance around/
董事长	/chairman of the board of directors/
栋	/classifier for houses or buildings/ridgepole (old)/
冻结	/to freeze (water etc)/(fig.) to freeze (assets, prices etc)/
动荡	/unrest (social or political)/turmoil/upheaval/commotion/
动机	/motive; motivation/
动静	/(detectable) movement; (sign of) activity/movement and stillness/
动力	/motive power/force/(fig.) motivation/impetus/
动脉	/artery/
动身	/to go on a journey/to leave/
动手	/to set about (a task)/to hit/to punch/to touch/
动态	/movement/motion/development/trend/dynamic (science)/
动员	/to mobilize/mobilization/CL:次[ci4]/
兜	/old variant of 兜[dou1]/
陡峭	/precipitous/
斗争	/a struggle/fight/battle/
督促	/to supervise and urge completion of a task/to urge on/
独裁	/dictatorship/
毒品	/drugs/narcotics/poison/
赌博	/to gamble/
堵塞	/to clog up/blockage/
杜绝	/to put an end to/
端	/old variant of 端[duan1]/start/origin/
端午节	/Dragon Boat Festival (5th day of the 5th lunar month)/
端正	/upright/regular/proper/correct/
短促	/short in time/fleeting/brief/gasping (breath)/curt (tone of voice)/
断定	/to conclude/to determine/to come to a judgment/
断绝	/to sever; to break off/
堆积	/to pile up/to heap/accumulation/
对策	/countermeasure for dealing with a situation/
对称	/symmetry/symmetrical/
对付	/to handle; to deal with; to tackle/to get by with; to make do/(dialect) (usu. used in the negative) to get along with (sb)/
对抗	/to withstand/to resist/to stand off/antagonism/confrontation/
对立	/to oppose/to set sth against/to be antagonistic to/antithetical/relative opposite/opposing/diametrical/
对联	/rhyming couplet/pair of lines of verse written vertically down the sides of a doorway/CL:副[fu4],幅[fu2]/
对应	/to correspond (to); to be equivalent to; to be a counterpart to/
对照	/to contrast/to compare/to place side by side for comparison (as parallel texts)/to check/
兑现	/(of a check etc) to cash/to honor a commitment/
队伍	/ranks/troops/queue/line/procession/CL:個|个[ge4],支[zhi1],條|条[tiao2]/
顿时	/immediately/suddenly/
多元化	/diversification/pluralism/to diversify/
哆嗦	/to tremble/to shiver/uncontrolled shaking of the body/
堕落	/to degrade/to degenerate/to become depraved/corrupt/a fall from grace/
额外	/extra/added/additional/
恶心	/bad habit/vicious habit/vice/
恶化	/to worsen/
遏制	/to check/to contain/to hold back/to keep within limits/to constrain/to restrain/
恩怨	/gratitude and grudges/resentment/grudges/grievances/
而已	/that's all/nothing more/
二氧化碳	/carbon dioxide CO2/
发布	/to release/to issue/to announce/to distribute/
发财	/to get rich/
发呆	/to stare blankly/to be stunned/to be lost in thought/
发动	/to start/to launch/to unleash/to mobilize/to arouse/
发觉	/to become aware/to detect/to realize/to perceive/
发射	/to shoot (a projectile)/to fire (a rocket)/to launch/to emit (a particle)/to discharge/emanation/emission/
发誓	/to vow/to pledge/to swear/
发行	/to publish; to issue; to release; to distribute/
发炎	/to become inflamed/inflammation/
发扬	/to develop/to make full use of/
发育	/to develop/to mature/growth/development/(sexually) mature/
法人	/legal person/corporation/see also 自然人[zi4 ran2 ren2]/
番	/(bound form) foreign (non-Chinese); barbarian/classifier for processes or actions that take time and effort/(classifier) a kind; a sort/(classifier) (used after the verb 翻[fan1] to indicate how many times a quantity doubles, as in 翻一番[fan1 yi1 fan1] "to double")/
繁华	/flourishing/bustling/
繁忙	/busy/bustling/
繁体字	/traditional Chinese character/
繁殖	/to breed/to reproduce/to propagate/
凡是	/each and every; every; all; any/
反驳	/to retort/to refute/
反常	/unusual/abnormal/
反感	/to be disgusted with/to dislike/bad reaction/antipathy/
反抗	/to resist/to rebel/
反馈	/to send back information/feedback/
反面	/reverse side/backside/the other side (of a problem etc)/negative/bad/
反射	/to reflect/reflection (from a mirror etc)/reflex (i.e. automatic reaction of organism)/
反思	/to think back over sth/to review/to revisit/to rethink/reflection/reassessment/
反问	/to ask (a question) in reply/to answer a question with a question/rhetorical question/
反之	/on the other hand.../conversely.../
范畴	/category/
泛滥	/to be in flood/to overflow (the banks)/to inundate/to spread unchecked/
贩卖	/to sell/to peddle/to traffic/
方位	/direction/points of the compass/bearing/position/azimuth/
方言	/topolect/dialect/
方圆	/perimeter/range/(within) a radius of .../
方针	/policy/guidelines/CL:個|个[ge4]/
防守	/to defend/to protect (against)/
防御	/defense/to defend/
防止	/to prevent/to guard against/to take precautions/
防治	/to prevent and cure/prevention and cure/
访问	/to visit/to call on/to interview/CL:次[ci4]/
纺织	/spinning and weaving/
放大	/to enlarge/to magnify/
放射	/to radiate/radioactive/
非法	/illegal/
飞禽走兽	/birds and animals/the beasts of the field and the birds of the air/
飞翔	/to circle in the air/to soar/
飞跃	/to leap/
肥沃	/fertile/
诽谤	/to slander/to libel/
肺	/lung/CL:個|个[ge4]/
废除	/to abolish/to abrogate/to repeal/
废墟	/ruins/
废寝忘食	/(idiom) to skip one's sleep and meals; to be completely wrapped up in one's work/
沸腾	/(of a liquid) to boil/(of sentiments etc) to boil over/to flare up/to be impassioned/
分辨	/to distinguish; to differentiate/to resolve/
分寸	/propriety/appropriate behavior/proper speech or action/within the norms/
分红	/dividend/to award a bonus/
分解	/to resolve/to decompose/to break down/
分裂	/to split up/to divide/to break up/fission/schism/
分泌	/to secrete/secretion/
分明	/clear/distinct/evidently/clearly/
分歧	/divergent/difference (of opinion, position); disagreement/(math.) bifurcation/
分散	/to scatter/to disperse/to distribute/
吩咐	/to tell; to instruct; to command/
坟墓	/grave/tomb/
粉末	/fine powder/dust/
粉色	/pink/white/erotic/beautiful woman/powdered (with make-up)/
粉碎	/to crush; to smash; to shatter/
分量	/quantity/weight/measure/
愤怒	/angry/indignant/wrath/ire/
风暴	/storm/violent commotion/fig. crisis (e.g. revolution, uprising, financial crisis etc)/
风度	/elegance (for men)/elegant demeanor/grace/poise/
风光	/scene/view/sight/landscape/to be well-regarded/to be well-off/grand (dialect)/impressive (dialect)/
风气	/general mood/atmosphere/common practice/
风趣	/charm/humor/wit/humorous/witty/
风土人情	/local conditions and customs (idiom)/
风味	/distinctive flavor/distinctive style/
封闭	/to close; to seal off/to close down (an illegal venue)/closed (i.e. isolated from outside input)/
封建	/system of enfeoffment/feudalism/feudal/feudalistic/
封锁	/to blockade/to seal off/to lock down/
丰满	/ample/well developed/fully rounded/
丰盛	/rich/sumptuous/
丰收	/bumper harvest/
