暴击	n. <Gaming> critical hit. Attack that will create greater harm than the displayed data. This Internet slang term is often used to describe a jeering remark that is potentially hurtful or an unexpected situation that someone doesn’t want to encounter.
反差萌	n. Contrast+cuteness. This Internet slang term comes from the Japanese ACG subculture and refers to the adorableness accentuated by the contrast between a character’s sex and gender, age and appearance, biological age and psychological age, identity and personality, past personality and current personality, public persona and true personality, etc.
偶遇	n. Planned “chance encounter. ” This Internet slang term is often used to tease fans who visit a place where they know the idol will be so that they can “bump into” the idol.
一方有难，八方点赞	<Expression> When one region is in trouble, likes come from all sides. This expression is adapted from 一方有難，八方支援 [yì fāng yǒu nàn, bā fāng zhī yuán] “When a disaster strikes an area, help comes from all sides.” Often used satirically, this expression mocks friends or notorious celebrities who are in trouble.
你国	n. Your country. China. This Internet slang term is often used negatively and satirically, implying one’s unwillingness to side with the government on an issue.
撩	v. Tantalize/tease/lift up. To flirt with someone.
楼主	n. Building owner. This Internet slang term refers to the person who starts a thread in an online forum, because a string of threads looks like a building and the author of the first post of that string is the “owner”.
西皮	n. West+leather. Couple. This Internet slang term mimics the pronunciation of CP.
人设已崩	Character design+already+collapse. [Often of a celebrity] image is ruined, usually because of his or her own inappropriate behavior.
王之蔑视	n. The King’s contempt. This Internet slang term is often used to describe one’s righteous expression of contempt, usually coupled with a picture or emoji of the same caption.
封印	v. Seal+stamp. To cast a spell on something so that it can’t function properly.  This Internet slang term comes from Chinese Internet fantasy novels.
很迷	adj. Very strange, weird, or baffling. 
领盒饭	v. To receive [one’s] boxed lunch. This Internet slang term describes a character exiting from a drama or movie because of death or other reasons. The term comes from the custom that actors get paid and receive boxed lunches on their last filming day.
黄桑	n. yellow+mulberry. Emperor. This Internet slang term is a comical way of saying 皇上 [huáng shàng] “Your majesty the emperor” with a Cantonese accent.
怼天怼地	v. Diss+sky+diss+ground. To lash out at one’s opponents or detractors fearlessly. This Internet slang term is often used positively to praise one’s courage and eloquence.
作天作地	v. Overreact+sky+overreact+ground. To make a scene. To behave impudently and piss other people off.
吧啦吧啦	v. To chatter away. This Internet slang term mimics the English word “blah blah blah.”
人民币玩家	n. RMB gamers. Gamers who pay significantly more than the average gamers to get an edge or have their characters look stunning in games.
叫兽	n. Roaring+beast. Depraved professors. This Internet slang term and 教授 [jiào shòu] “professors” are homophones. It is a cynical nickname for scholars who mislead the public with irresponsible comments or sexually harass the students. Their credibility is jeopardized by their own ignorance or depravity.
软妹	n. Soft+sister. Young women who are very feminine. Borrowed from the Japanese ACG culture, this Internet slang term is a little sexist
物料	n. Marketing materials that fans use to root for their idols at concerts, art shows, variety shows, etc. 
笑著活下去	<Expression> Live on with a hearty laugh. This expression is often used humorously or ironically to hang in there despite adversity or humiliation.
刮锅底笑	n. Scratch or brush the bottom of a wok+laugh. [Wallace Chung’s] chortle that sounds like the sound of scratching the bottom of a wok. This Internet slang term is used lovingly by the fans to describe Wallace Chung’s famous guffaw.
陌上人如玉，公子世无双	<Expression> Back then when they meet on the road, the woman was beautiful like a jade, while the young man was so dashing that he was unrivaled in the whole world. Now this expression is widely misinterpreted and used to praise one’s incredibly wonderful (male) idol.
定一个小目标	<Expression> Set a small goal. This expression became popular in Chen Luyu’s 2016 interview with Chinese real estate tycoon Wang Jianlin where Wang said, “To become the richest person in the world, you need to set a small, feasible goal first, such as making 100 million RMB first.” The expression has been widely quoted to describe goal setting in different areas of one’s life. Sometimes sarcasm is involved.
表情管理	n. Facial expression management. This Internet slang term refers to celebrities’ management of their facial expressions in public, especially in regards to maintaining an upbeat, pleasant personal image despite how they feel inside. This term describes the emotional labor that celebrities undertake.
脱饭	v.  To extract [from]+fandom. To stop being someone’s fan.
凉凉	adj./v. Cool, chilled. Originally the title of the theme song of the 2017 Chinese TV drama Eternal Love, this Internet slang term is now widely used humorously to describe someone or something that went downhill or became a complete failure.
赛高	adj. Competition+high. The highest, the best, awesome. This Internet slang term comes from the Japanese ACG culture.
粉头	n. Fan+head. Leader of the fans.
雾草	n. Fog+glass. This Internet slang term is a euphemism for 我操 [wǒ cào] “I fuck” because of the similar pronunciation.
居老师	n. Teacher Ju. This Internet slang term is a nickname for Chinese actor Zhu Yilong who is most well-known for his role in the popular web series Guardian. 居 [jū] is the pronunciation of his surname 朱 [zhū] Zhu in the Wuhan dialect, his hometown dialect.
精致	adj. Exquisite, delicate, refined, elegant. This Internet slang term is often used to describe someone who cares about his or her appearance. He or she is passionate about skin care, cosmetics, and dressing stylishly.
漫威	n. Comics+power. Marvel Comics.
入画	v. Enter+picture. To be captured by the camera or the video camera.
镇魂女孩	n. Guardian Girls. Female fans of Guardian, a Chinese web drama adapted from the fantasy novel of the same name.
定档	v. [Of a movie or TV show] is set to be released or aired. 
擦妈	n. Mother Swipe. This Internet slang term is a nickname for American entertainer Christina Aguilera because her initials are CA. The Chinese character 擦 [cā] means “to swipe.” 
母职惩罚	n. Mother’s role+punishment. Punishment caused by fulfilling the role of a mother. This Internet slang term refers to the disadvantages that a woman has at home and work because of her role as a mother—such as more unpaid housework, discrimination in job search, lower income, and fewer career advancement opportunities.
地表最强	adj. The strongest on the face of the earth. 
花路	n. Flower+road. Borrowed from Korean pop culture, this Internet slang term is widely used by fans to wish their idols good luck—a smooth and successful career path.
氪金	v. Krypton+gold. To pay online. This Internet slang term was originally used in gaming but is now applied to various online payments.
可盐可甜	adj. Can+salt+can+sweet. Able to be cool and imposing as well as gentle and adorable. This Internet slang term is used to describe celebrities who are able to display a wide range of styles.
微博沦陷	v. [Someone’s] Weibo account+occupied. [Someone’s, usually a celebrity’s] Weibo account is inundated with Internet users’ comments. This Internet slang term is often used to describe the situation where a celebrity grabbed the headlines and then another celebrity related to him or her suddenly received a large number of comments on social media.
low	adj. Showing poor quality or taste or moral standards. Usually written with the lowercase “l”, this word means tacky, tasteless, or immoral.
入手	v. Enter+hand. To have bought [something].
谁还不是小公主咋的	<Expression> Who is not a little princess. So what? This expression means “Everybody can be a little princess. ”  It is funny because 咋的 [zǎ di] is typical in northeastern dialects. The expression sounds like an aggressive retort uttered by a northeastern Chinese man.
6 (=666)	adj. <Gaming terminology> Awesome. Skillful. Adept.. This Internet slang term is used to praise someone’s skill at something.
一丢丢	n. A little. This Internet slang term is a cute alternative to 一点点 [yì diǎn dian] “a little.” It comes from Shanxi dialects.
灵魂舞者	n. Soul+dancer. Soul dancer. This Internet slang term describes a person who botches a dance but exudes boundless confidence.
处女脸	n. Virgin+face. Virgin face. This Internet slang term refers to the appearance of the typical female lead in Chinese TV dramas which favor innocent young female characters with little dating experience.
职业假笑	n. Professional fake smile. This Internet slang term is used to describe one’s insincere smile.
全靠同行衬托	<Expression> [This is] entirely thanks to the setoff of industry colleagues [competitors]. The only reason a person or a company is where he/she/it is is because the competitors suck.
尬吹	v. To laud lavishly to the point where even the audience feel embarrassed. This Internet slang term describes some fans’ fulsome praises of their idols in order to convert outsiders.
慈母笑	n. The smile of a warm and caring mother. This Internet slang term is often used to describe a fan’s indulging smile at the idol or a celebrity’s indulging smile at a co-star.
开画	v. Open+picture. Derived from Japanese, this Internet slang term refers to the first showing of a movie in theaters.
自带热搜体质	<Expression> Self-contained “trending-search” body type. This expression is often used to describe a celebrity who easily attracts public attention on social media.
扣	v. To knock. This Internet slang term means to click or press [a button or key on digital devices].
厂牌	n. Factory+plaque. Label, a company that produces recorded music.
汤老湿	n. Dirty Teacher Tang. This Internet slang term is a ludicrous nickname for English actor, producer, and former model Tom Hardy.
老湿	n. Always+wet. Teacher. This Internet slang term and 老師 [lǎo shī] “teacher” are homophones, but it is often used to refer to a lecherous male teacher.
低分飘过	v. To float by with a low score. To narrowly pass an exam with a low score.
塞皇	n. Emperor Sai. This Internet slang term is a nickname for South African and American actress and film producer Charlize Theron.
冬叔	n. Uncle Dong. This Internet slang term is a nickname for Chinese actress Zhou Dongyu.
冲鸭	v. Run+duck. This Internet slang is a cute alternative to 沖呀  [chōng ya] “Run, go go go,” a way of encouraging people to cheer up or work hard.
聊天终结者	n. Chatting+terminator. A person with whom it is hard to maintain normal conversations because he or she is aloof or keeps committing faux pas.
硬核	adj. Hardcore. This Internet slang term is often used to describe someone or something that is tough, cool, unconventional, or unbelievable.
sk <Acronym> 生快	short for 生日快樂 [shēng rì kuài lè] “Happy Birthday”. 
养成系	n. Cultivate/develop+series. The developing type. This Internet slang term describes a type of idols that sharpen their skills with the support of their fans along the way. They tend to start out as young trainees and grow with the fans.
粉丝滤镜	n. Fan filter. Rose-tinted glasses. This Internet slang term describes the phenomenon of seeing only the good things in one’s idols because you are infatuated with them.
求生欲	n. The will to live. This Internet slang term is often used to describe men’s will to please their intimate partners through sweet talk. It is a sexist term that reflects the stereotype of women being easily offended.
太阳女神	Goddess Sun. This Internet slang term is an affectionate nickname for Chinese entertainer Xie Na. 
三石弟弟	n. Three-stone Brother. This Internet slang term is an affectionate nickname for Chinese actor Wu Lei because the character Lei (磊 [lěi]) consists of three stones (石 [shí]). 
pyq: Acronym for 朋友圈	“circle of friends. ” 1) Friends; 2) The Moments page of WeChat. 
蛙哥	n. Frog+brother. Brother frog. This Internet slang term is a tongue-in-cheek mutation of 五阿哥 [wǔ à gē] The fifth brother who was Prince Rong or Yongqi of the Qing dynasty. It became a nickname for actor Alec Su or Su Yongpeng who played the role of Prince Rong on My Fair Princess or Princess Return Pearl in 1998. If you say  五阿哥 [wǔ à gē] fast enough and with a Taiwanese Mandarin accent as Alec Su did, it will sound like 蛙哥 [wā gē].
度娘	n. Lady Baidu. Baidu. This Internet slang term comes from a cartoonized girl image that represents Chinese search engine Baidu.
盛世美颜	n. Prosperous era+beautiful face. Incredibly gorgeous good looks. This Internet slang term is often used to describe idols, but sometimes it is used sarcastically.
我就笑笑不说话	<Expression> I’ll just smirk and say nothing. This expression is often used to show contempt.
史上最。。。	n. The most…in history. This Internet slang term is often used as hyperbole.
初心	n. Original+heart. 1) The original aspiration. This Internet slang term originated from Zen Mind, Beginner’s Mind by Shunryū Suzuki and described the immense enthusiasm one initially had about a goal. The enthusiasm might taper off, thus the caveat 不忘初心 [bú wàng chū xīn] “Do not forget your original aspiration.”  2) The first idol you liked.
高甜	adj. Highly sweet. This Internet slang term positively describes how intimate and affectionate a couple is.
NTR <Acronym>	This acronym is short for the Japanese phrase “Ne To Ra Re” (寝取られ). It means someone else slept with one’s date or partner.
公开处刑	<Expression> Public penalization. This expression is used to shame a person who is not as good looking as the friend he or she shows up with. Appearing with someone better looking than you are is like being openly punished. Not a nice expression.
本命	n. Honmei. True feeling. This Internet slang term comes from the Japanese phrase “hon mei choco” (本命チョコ — true feeling chocolate — the chocolate given by women on Valentine’s Day to men whom the giver has romantic feelings for). In China, it often refers to your favorite star.
站台	v. Stand+stage. To campaign for [someone/something]. This Internet slang term is often used in sentences like “A person appeared at the event to root for someone/something.”
配一脸	n. Match+a+face. [Of two things or two people] looking great together, totally compatible.
四字弟弟	n. Four-character little brother. This Internet slang term is an affectionate nickname for Chinese entertainer Yiyang Qianxi aka Jackson Yee.
不按套路出牌	<Expression> Not dealing the cards by the rules. Not playing by the rules of the game.
承包	v. To contract for. This Internet slang term is often used to describe your attraction to an idol or love interest or his or her good qualities. You like it so much that you want to be possessive.
声控	n. Voice+freak. One who is easily attracted to people (of the opposite sex) with nice voices.
娇嗔	v./n./adj. To protest coquettishly. This Internet slang term is often used humorously to describe the feminine side of a man.
红红火火恍恍惚惚	<Expression> Ablaze+dazzled. This expression means laughing out loud and mimics the sound of laughter. It is the funny result of entering eight consecutive h’s using the Pinyin input method.
摩擦摩擦	v. Friction friction. This expression comes from the widely ridiculed 2014 song “My Skating Shoes” by Pang Mailang. It is now often a euphemism for having sex.
一步两步， 是魔鬼的步伐	<Expression> One step, two steps, [it] is the gate of a devil. This expression comes from the widely ridiculed 2014 song “My Skating Shoes” by Pang Mailang. It is often used to describe clumsy and uncoordinated walking or dancing steps.
全程无尿点	<Expression> There is not a thing [in this drama/movie/performance] that makes me want to use the restroom. This expression is often used to praise a drama/movie/performance that’s so captivating that people don’t feel bored at all.
嫉妒使我质壁分离	<Expression> Jealousy made me undergo plasmolysis. Jealousy contorted my face and made me ugly. This expression is often used when you see your idol flirt with the opposite sex in a TV drama or movie.
风骚走位	n. Flirtatious+walk. <Gaming> This Internet slang term originally referred to the control of the movement of video game characters to avoid attacks or elimination.  It also refers to people’s comic walking movement.
土味情话	n. Crude and unsophisticated+words of love. Corny terms of endearment.
糯	adj. Glutinous, sticky. Soft, gentle. This Internet slang term is often used to describe a man’s loving, gentle, buttery, and endearing voice.
搬运	v. To transport. This Internet slang term means to download videos, articles, photos, etc. and then repost  them on another website.
手控	n. Hand+freak. A person who is easily attracted to people with beautiful hands.
颜狗	n. Face+dog. A person who is easily attracted to good-looking people or stars, sometimes to the extent of ignoring their weaknesses.
肉体饭	n. Body+fan. A fan who adores the idol’s body or figure, compared to other fans who adores the idol’s face, voice, hands, etc.
能打	adj. Can+fight. Competitive. This Internet slang term is often used to describe an entertainer’s appearance, acting, singing, fashion, etc.
啾咪	This Internet slang term is widely used in “啾咪^. <” by Taiwanese entertainers to act cute. The body language includes winking and the deaf’s gesture meaning “I love you.”
卓伟视角	n. Zhuo Wei’s perspective. [Seen from] Zhuo Wei’s perspective. Zhuo Wei is a Chinese paparazzo. This Internet slang term is used to describe a photo or video shot from a distance.
赛金花	n. Surpass+gold flower. Surpass the gold flower. This Internet slang term is an affectionate nickname for American comedian, writer, political commentator, actor, and television host Seth Meyers.
秒懂	v. Second+know. To understand within a second. To understand instantly.
没眼看	<Expression> [Having] no eyes to see. Can’t stand looking at [something embarrassing, shocking, or disgusting].
愿你出走半生，归来仍是少年	<Expression> May you remain a teenager even after leaving home half a life time. This expression is often used to encourage people to be ageless at heart.
沙雕	adj./n. Sand+sculpture. This Internet slang term is a euphemism for 傻屌 [shǎ diǎo] “stupid+penis” or “stupid, stupid-ass.”
流量才是王道	<Expression> Web traffic is the rule. This expression became popular as the ability to drive traffic to the website is considered very important.
是有多。。。	<Expression>  Is so… This expression is often used  in the sentence “…is so…” It is often said in disbelief. 
口耐	adj. Mouth+resistant. Lovely. Cute. This Internet slang term is 可爱 [kě ài] “lovely, cute” and mimics the Taiwanese Mandarin accent.
然鹅	interj. But, nevertheless. This Internet slang term is an alternative to 然而 [rán ér] and mimics the Cantonese accent.
怨念	n. Grudges, complaints. 
寄己	n. Self. This Internet slang term is an alternative to 自己 [zì jǐ] “self, oneself” and mimics the Cantonese accent. 
大表哥	n. The eldest cousin brother. This Internet slang term is an affectionate nickname for British actor Dan Stevens, because of his role on Downton Abbey.
禁欲	adj. Forbidden+desire. Stolid, showing little emotion or animation.
小言	n. Romantic fiction. 
官宣	n. Official announcement. This Internet slang term is often used to describe official announcements in the entertainment industry.
槽点满满	<Expression> Problems worth criticizing or teasing about+full. Full of problems that are worth criticizing or teasing about.
狗粮猝不及防	<Expression> Dog food+unexpected. The unexpected public displays of affection.
元气	n. Vigor, strength, enthusiasm. 
老板	n. Boss. This Internet slang term is often used to refer to one’s idols, especially those who have companies or personal studios. 
首先你要有个。。。	<Expression> First you need to have a…This expression is commonly used to throw cold water on people who are planning or fantasizing about something nice. 
自干五	n. Self+do+five. The self-motivated 50 Cent Party. Self-motivated Internet commentators who defend the government. This Internet slang term is related to 五毛黨 [wǔ máo dǎng] “The 50 Cent Party.”
五毛党	n. The 50 Cent Party. Internet  commentators who are rumored to be hired by Chinese authorities in an attempt to manipulate public opinion to the benefit of the government.
老鹿蹒跚	<Expression> An old deer staggers. This expression describes the reaction of unmarried people in their late 20s or older to their crushes. As opposed to 小鹿亂撞 [xiǎo lù luàn zhuàng] “A fawn rushes impetuously, an idiom that describes a young person’s restless state due to fear or strong emotions [upon seeing his or her crush],” this expression pokes fun at older unmarried people’s reluctance to be emotionally invested in the love interest for fear of getting hurt.
老夫的少女心	n. The old man’s (referring to oneself, regardless of the actual gender) teenage-girl heart. The gentle, dreamy, and girl side of me.
一本正经地胡说八道	<Expression> Talking nonsense with a straight face. This expression is often used humorously to mock oneself or to dismiss other people’s arguments.
不能同意更多	<Expression> Can’t agree more. 
不转不是中国人	<Expression> [You are] not a Chinese national if you don’t repost this article. This coercive expression is often used in nationalistic WeChat article titles.
标题党	n. Title+party. Clickbait titles. Sensational article titles whose main purpose is to attract clicks or reads. Such titles may not be very relevant to content of the articles.
是中国人就转	<Expression> Repost it if you are a Chinese national. This coercive expression is often used in nationalistic WeChat article titles.
卷西	n. Curly+west. Curly West. This Internet slang term is an affectionate nickname for American actor Jesse Eisenberg.
钢铁直男	n. Steel+iron+straight+male. Iron straight men. This Internet slang term refers to heterosexual men who constantly fail to grasp their female partners’ emotional needs.
激情小短片	n. Passionate little short films. Adult videos. Porn videos.
520	n. This Internet slang term means “I love you” because “520” sounds like 我愛你 [wǒ ài nǐ] “I love you. ” May 20 is a day for confessing one’s love.
踩	v. To stomp. This Internet slang term means 1) to visit a web page and 2) to oppose someone’s opinion.
秒删	v. Second+delete. To delete within seconds. To delete swiftly. This Internet slang term is often used to describe celebrities’ quick deletion of their Weibo posts. To their chagrin, those posts are often screencropped by Internet users before deletion and prompted more discussions due to instant deletion.
爆款	n. Hot item. An item that sells well or incredibly popular.
死宅	n. Die-hard otaku. A person who is extremely indoorsy, often because of a passion about gaming and watching movies or TV dramas.
中央空调	n. Central air conditioning and heating system. This Internet slang term refers to a man who behaves like a casanova while claiming to be in a committed relationship.
傻麅子	n. Silly roe deer. A kind of roe deer found in north China. This Internet slang term refers to the roe deer. It is also a nickname for singer and actor Lu Han.
吐血	v. To vomit blood. This Internet slang term is used to describe one’s shock, anger, or embarrassment.
众人皆醉我独醒	<Expression> Everyone is drunk and only I am sober. This expression is quoted from a poem by Li Bai from the Tang dynasty, but now it is often used to describe a self-important person sarcastically.
脑子瓦特了	[wǎ tè] <Expression> Brain+Watt. [Your] brain is broken. You are out of your mind. You are stupid. This expression comes from the Shanghainese dialect.
黑出翔	<Expression> Black+out+shit. To eloquently roast a person to the point where the person shitted his or her pants.
糟了，是心动的感觉	<Expression> Shit! [It’s] the feeling of falling in love. This expression is often used humorously to describe an unexpected attraction to someone or something.
糊	v./adj. Of or like paste. (Of a performer or show) be completely unsuccessful; fail totally.
得罪造型师	<Expression> (Of a celebrity) offending the stylist. This expression is often used to comment on celebrity fashion disasters.
皮一下很开心	<Expression> [Of someone] deriving pleasure from being naughty. This expression is often used to comment on the intention of someone’s pranks or cheeky remarks.
总攻	n. Attack all around. A person who launches an all-around attack. A person who takes charge of the situation and is able to make others obey him or her. This Internet slang term comes from the Japanese ACG culture, especially Boy’s Love-themed works. The term is often used positively to describe a natural leader.
总攻本攻	n. Attack all around+oneself. This Internet slang term has the same meaning as 總攻 [zǒng gōng]. It is often used to emphasize the leadership role in a group or a romantic relationship that one possesses.
歪个楼	<Expression> Slant the building. Let me digress. 樓 [lóu] as an Internet slang term refers to a post and its replies in online discussions. When you want to digress, you use this expression as a reminder to other Internet users.
现充	adj./n. Reality+fulfilling. This Internet slang term comes from the Japanese Internet slang term “リア充” and refers to people who live a fulfilling life without ACG (Anime, Comic and Games) or the Internet.
史诗级	adj. Epic poem-level. This Internet slang term means reaching a very high degree.
鹅厂	n. Goose+factory. Penguin factory. Tencent. This Internet slang term refers to Tencent whose logo is a penguin.
亲亲抱抱举高高	<Expression> Kiss and hug and raise above the head [to show affection]. This expression is often used to describe one’s love for pets or loved ones.
肥宅	adj./n. Fat+indoorsy. 1) Fat and inactive. 2) A fat and indoorsy person who prefers watching movies or TV dramas or playing video games instead of going out. This Internet slang term is often used to describe oneself.
自戳双目	<Expression> To poke one’s own eyes. To blind oneself (because you can’t bear seeing something) . This expression is often used to comment on artworks that are visually appalling or extremely shoddy.
紧脏	adj. Tight+dirty. Nervous. This Internet slang term means 緊張 [jǐn zhāng] “nervous.” It mimics the Taiwanese Mandarin accent.
干得漂亮	<Expression> Well done! This expression is sometimes used to praise well-executed pranks or repartee. 
我们家	n./adj. […Of] our home. This Internet slang term is often used before a star’s name. Fans often use the term to describe their idolset and/or the fan group they belong to.
救救孩子	<Expression> Save the child. This expression is often used when asking for help. “The child” refers to oneself.
司姬	n. Female driver. A female who is skilled in things such as gaming and telling dirty jokes. This Internet slang term is the female version of 老司機 [lǎo sī jī].
陈大发	n. Chen+make a big fortune. Chen Dafa. This Internet slang term is a nickname for Taiwanese actress Ivy Chen or Chen Yihan. She gave the nickname to herself. It is a nickname given to her by her, because she thought it was a funny nickname.
装完逼就跑	<Expression> Fleeing immediately after showing off or acting like I’m better than I really am. This expression is often used for self-mockery.
皮	adj. Naughty. 
某宝	n. Some+treasure. This Internet slang term is a euphemism for Taobao. It is often used sarcastically or humorously without openly advertising the Alibaba shopping site.
尬舞	v. Awkward+dance. Dance clumsily or awkwardly, often for comical effect.
嫁给了爱情的模样	<Expression> The appearance of being married to love. This expression is often use to celebrate a couple’s love. Their happiness are attributed to the fact that they are deeply in love.
昂	interj. This interjection is often used to indicate confusion with a meaning similar to “What?” Also, it can be used at the end of a sentence to emphasize one’s statement. 
灭霸	n. Destroy+tyrant. Thanos. Thanos is a fictional character appearing in American comic books published by Marvel Comics.
壮士	n. Hero, fighter. This Internet slang term is used humorously to address a fellow Internet user. Sarcasm is sometimes applied.
隐形贫困人口	n. The invisible poverty-stricken population, people whose consumption exceeds their income. 
脱粉	v. Break away from+fan. To stop being [a celebrity’s] fan.
抖腿党	n. The leg-shaking gang. People with jittery legs while sitting.
戾气	n. Evil tendencies. This Internet slang term refers to the antisocial inclinations that people display online or offline.
结石姐	n. Sister Calculus. Here, “calculus” means a concretion of minerals formed within the body, especially in the kidney or gallbladder. This Internet slang term is a nickname for Jessie J because 結石 [jié shí] “calculus” sounds like “Jessie.”
好看的皮囊千篇一律，有趣的灵魂万里挑一	<Expression> Good looks follow a fixed pattern, but it’s rare to find an interesting soul. This expression became popular in 2017.
耐撕	adj. Able to endure tearing. 1) Nice; 2) resilient. This Internet slang term was made popular by Chinese reality TV show Keep Running which is famous for its game of “tearing name tags.”
磨人的小妖精	<Expression> Bothersome little elf. This expression is often said by a domineering male lead to his titillating young girlfriend in Internet novels. It is often followed by “what should I do with you?”
举高高	v. Hoist+high+high. To hoist [often one’s intimate partner] with both hands above one’s head to show affection. This Internet slang term is often used humorously to express one’s love.
送你上热评	<Expression> Send you to [the section of] hot comments [which are often automatically stuck to the top]. This expression is often used to express one’s approval of a comment on a social media post because it is well-written or funny. The Internet users who use this expression usually click “like” on the comment too to make it pinned to the top of the comment section.
送你上墙	<Expression> Send you onto the wall. Send you to [the section of] hot comments [which are often automatically placed at the top]. This expression is often used to express one’s approval of a comment on a social media post because it is well-written or funny. The Internet users who use this expression usually click “like” on the comment too to make it pinned to the top of the comment section.
QAQ <Emoticon>	The emoticon looks like a sad face with a gaping mouth and a pair of teary eyes. It is often used to express sadness.
流弊	adj. Cool, awesome. The original meaning of the word is “the harmful effect of something,” but as an Internet slang term, it is an alternative way of saying 牛逼 [niú bī].
