甭	béng	/(dialect) very/
蹦	bèng	/to jump; to bounce; to hop/
迸发	bèngfā	/to burst forth/
逼迫	bīpò	/to force/to compel/to coerce/
鼻涕	bítì	/nasal mucus; snivel; snot/
比方	bǐfāng	/analogy/instance/for instance/
比喻	bǐyù	/to compare/to liken to/metaphor/analogy/figure of speech/figuratively/
比重	bǐzhòng	/proportion/specific gravity/
鄙视	bǐshì	/to despise/to disdain/to look down upon/
臂	bì	/arm/
弊病	bìbìng	/malady/evil/malpractice/drawback/disadvantage/
弊端	bìduān	/systemic problem (sometimes refers specifically to corrupt practices)/
闭塞	bìsè	/to stop up/to close up/hard to get to/out of the way/inaccessible/unenlightened/blocking/
鞭策	biāncè	/to spur on/to urge on/to encourage sb (e.g. to make progress)/
编织	biānzhī	/to weave; to knit; to plait; to braid/(fig.) to create (sth abstract, e.g. a dream, a lie etc)/
边疆	biānjiāng	/border area/borderland/frontier/frontier region/
边界	biānjiè	/boundary/border/
边境	biānjìng	/frontier; border/
边缘	biānyuán	/edge; fringe; verge; brink; periphery/marginal; borderline/
扁	biǎn	/small boat/
贬低	biǎndī	/to belittle/to disparage/to play down/to demean/to degrade/to devalue/
贬义	biǎnyì	/derogatory sense/negative connotation/
遍布	biànbù	/to cover the whole (area)/to be found throughout/
便利	biànlì	/convenient/easy/to facilitate/
便条	biàntiáo	/(informal) note/CL:張|张[zhang1],個|个[ge4]/
便于	biànyú	/easy to; convenient for/
变故	biàngù	/an unforeseen event/accident/misfortune/
变迁	biànqiān	/changes/vicissitudes/
变质	biànzhì	/to degenerate; to deteriorate/(of food) to go bad; to go off/(geology) metamorphism/
辩护	biànhù	/to speak in defense of/to argue in favor of/to defend/to plead/
辩解	biànjiě	/to explain/to justify/to defend (a point of view etc)/to provide an explanation/to try to defend oneself/
辩证	biànzhèng	/to investigate/dialectical/
辨认	biànrèn	/to recognize/to identify/
辫子	biànzi	/plait/braid/pigtail/a mistake or shortcoming that may be exploited by an opponent/handle/CL:根[gen1],條|条[tiao2]/
标本	biāoběn	/specimen; sample/the root cause and symptoms of a disease/
标记	biāojì	/sign/mark/symbol/to mark up/(computing) token/
标题	biāotí	/title/heading/headline/caption/subject/
表决	biǎojué	/to decide by vote/to vote/
表态	biǎotài	/to declare one's position/to say where one stands/
表彰	biǎozhāng	/to honor/to commend/to cite (in dispatches)/
憋	biē	/to choke/to stifle/to restrain/to hold back/to hold in (urine)/to hold (one's breath)/
别墅	biéshù	/villa/CL:幢[zhuang4],座[zuo4]/
别致	biézhì	/variant of 別緻|别致[bie2 zhi4]/
别扭	bièniu	/awkward/difficult/uncomfortable/not agreeing/at loggerheads/gauche/
濒临	bīnlín	/on the edge of/(fig.) on the verge of/close to/
冰雹	bīngbáo	/hail/hailstone/CL:場|场[chang2],粒[li4]/
丙	bǐng	/third of the ten Heavenly Stems 十天干[shi2 tian1 gan1]/third in order/letter "C" or Roman "III" in list "A, B, C", or "I, II, III" etc/ancient Chinese compass point: 165°/propyl/
并非	bìngfēi	/really isn't/
并列	bìngliè	/to stand side by side/to be juxtaposed/
拨	bō	/to push aside with the hand, foot, a stick etc/to dial/to allocate/to set aside (money)/to poke (the fire)/to pluck (a string instrument)/to turn round/classifier: group, batch/
播种	bōzhòng	/to grow (maize etc) from seed/to plant (maize etc) by sowing seed/
波浪	bōlàng	/wave/
波涛	bōtāo	/great waves/billows/
剥削	bōxuē	/to exploit/exploitation/
博大精深	bódàjīngshēn	/wide-ranging and profound/broad and deep/
博览会	bólǎnhuì	/exposition/international fair/
搏斗	bódòu	/to wrestle; to fight; to struggle/
伯母	bómǔ	/wife of father's elder brother/aunt/(polite form of address for a woman who is about the age of one's mother)/CL:個|个[ge4]/
薄弱	bóruò	/weak; frail/
不顾	búgù	/in spite of; regardless of/
不愧	búkuì	/to be worthy of/to deserve to be called/to prove oneself to be/
不料	búliào	/unexpectedly/to one's surprise/
不像话	búxiànghuà	/unreasonable/shocking/outrageous/
不屑一顾	búxièyígù	/to disdain as beneath contempt (idiom)/
补偿	bǔcháng	/to compensate/to make up/
补救	bǔjiù	/to remedy/
补贴	bǔtiē	/to subsidize/subsidy/allowance/to supplement (one's salary etc)/benefit/
哺乳	bǔrǔ	/breastfeeding/to suckle/to nurse/
捕捉	bǔzhuō	/to catch; to seize; to capture/
不得已	bùdéyǐ	/to act against one's will/to have no alternative but to/to have to/to have no choice/must/
不妨	bùfáng	/there is no harm in; might as well/
不敢当	bùgǎndāng	/lit. I dare not (accept the honor); fig. I don't deserve your praise/you flatter me/
不禁	bùjīn	/can't help (doing sth)/can't refrain from/
不堪	bùkān	/cannot bear/cannot stand/utterly/extremely/
不可思议	bùkěsīyì	/inconceivable (idiom); unimaginable/unfathomable/
不免	bùmiǎn	/inevitably/
不时	bùshí	/from time to time/now and then/occasionally/frequently/
不惜	bùxī	/not stint/not spare/not hesitate (to do sth)/not scruple (to do sth)/
不相上下	bùxiāngshàngxià	/equally matched/about the same/
不言而喻	bùyán’éryù	/it goes without saying; it is self-evident/
不由得	bùyóude	/can't help/cannot but/
不择手段	bùzéshǒuduàn	/by fair means or foul/by hook or by crook/unscrupulously/
不止	bùzhǐ	/incessantly/without end/more than/not limited to/
布告	bùgào	/posting on a bulletin board/notice/bulletin/to announce/
布局	bùjú	/arrangement/composition/layout/opening (chess jargon)/
布置	bùzhì	/to put in order/to arrange/to decorate/to fix up/to deploy/
步伐	bùfá	/pace/(measured) step/march/
部署	bùshǔ	/to dispose/to deploy/deployment/
部位	bùwèi	/part (esp. of the body, but also of a vegetable, e.g. the root, or a garment, e.g. the sleeve, etc)/
才干	cáigàn	/ability/competence/
财富	cáifù	/wealth/riches/
财务	cáiwù	/financial affairs/
财政	cáizhèng	/finances (public)/financial/
裁缝	cáifeng	/tailor/dressmaker/
裁判	cáipàn	/(law) to judge; to adjudicate; verdict; judgement/(sports) to referee/(sports) umpire; referee; judge/
裁员	cáiyuán	/to cut staff/to lay off employees/
采购	cǎigòu	/to procure (for an enterprise etc)/to purchase/
采集	cǎijí	/to gather/to collect/to harvest/
采纳	cǎinà	/to accept/to adopt/
彩票	cǎipiào	/lottery ticket/
参谋	cānmóu	/staff officer/to give advice/
参照	cānzhào	/to consult a reference/to refer to (another document)/
残疾	cánjí	/disabled/handicapped/deformity on a person or animal/
残酷	cánkù	/cruel/cruelty/
残留	cánliú	/to remain; to be left over/residual; remnant/residue/
残忍	cánrěn	/cruel/mean/merciless/ruthless/
灿烂	cànlàn	/to glitter/brilliant/splendid/
舱	cāng	/cabin/the hold of a ship or airplane/
苍白	cāngbái	/pale/wan/
仓促	cāngcù	/all of a sudden/hurriedly/
仓库	cāngkù	/depot/storehouse/warehouse/
操劳	cāoláo	/to work hard/to look after/
操练	cāoliàn	/drill/practice/
操纵	cāozòng	/to operate/to control/to rig/to manipulate/
操作	cāozuò	/to work/to operate/to manipulate/
嘈杂	cáozá	/noisy/clamorous/
草案	cǎo’àn	/draft (legislation, proposal etc)/
草率	cǎoshuài	/careless/negligent/sloppy/not serious/
策划	cèhuà	/to plot/to scheme/to bring about/to engineer/planning/producer/planner/
策略	cèlüè	/strategy; tactics/crafty; adroit/
测量	cèliáng	/survey/to measure/to gauge/to determine/
侧面	cèmiàn	/lateral side/side/aspect/profile/
层出不穷	céngchūbùqióng	/more and more emerge/innumerable succession/breeding like flies (idiom)/
层次	céngcì	/layer/level/gradation/arrangement of ideas/(a person's) standing/
插座	chāzuò	/socket/outlet/
差别	chābié	/difference; distinction; disparity/
查获	cháhuò	/to track down and seize (a criminal suspect, contraband etc)/
岔	chà	/fork in road/bifurcation/branch in road, river, mountain range etc/to branch off/to turn off/to diverge/to stray (from the path)/to change the subject/to interrupt/to stagger (times)/
刹那	chànà	/an instant (Sanskrit: ksana); split second; the twinkling of an eye/
诧异	chàyì	/flabbergasted/astonished/
柴油	cháiyóu	/diesel fuel/
搀	chān	/to take by the arm and assist/to mix/to blend/to dilute/to adulterate/
馋	chán	/gluttonous/greedy/to have a craving/
缠绕	chánrào	/twisting/to twine/to wind/to pester/to bother/
产业	chǎnyè	/industry/estate/property/industrial/
阐述	chǎnshù	/to expound (a position)/to elaborate (on a topic)/to treat (a subject)/
颤抖	chàndǒu	/to shudder/to shiver/to shake/to tremble/
昌盛	chāngshèng	/prosperous/
尝试	chángshì	/to try; to attempt/CL:次[ci4]/
偿还	chánghuán	/to repay/to reimburse/
场合	chǎnghé	/situation/occasion/context/setting/location/venue/
场面	chǎngmiàn	/scene/spectacle/occasion/situation/
场所	chǎngsuǒ	/location/place/
敞开	chǎngkāi	/to open wide/unrestrictedly/
倡导	chàngdǎo	/to advocate/to initiate/to propose/to be a proponent of (an idea or school of thought)/
倡议	chàngyì	/to suggest/to initiate/proposal/initiative/
畅通	chàngtōng	/unimpeded/free-flowing/straight path/unclogged/move without obstruction/
畅销	chàngxiāo	/to sell well/bestselling; chart-topping/
超越	chāoyuè	/to surpass; to exceed; to transcend/
钞票	chāopiào	/paper money/a bill (e.g. 100 yuan)/CL:張|张[zhang1],紮|扎[za1]/
朝代	cháodài	/dynasty/reign (of a king)/
潮流	cháoliú	/tide/current/trend/
嘲笑	cháoxiào	/to jeer at/to deride/to ridicule/mockery/derision/
巢穴	cháoxué	/lair/nest/den/hideout/
撤退	chètuì	/to retreat/
撤销	chèxiāo	/to repeal/to revoke/(computing) to undo/
沉淀	chéndiàn	/(chemistry) to settle; to precipitate/(chemistry) sediment; precipitate/(fig.) to accumulate/
沉闷	chénmèn	/oppressive (of weather)/heavy/depressed/not happy/(of sound) dull/muffled/
沉思	chénsī	/to contemplate/to ponder/contemplation/meditation/
沉重	chénzhòng	/heavy/hard/serious/critical/
沉着	chénzhuó	/steady/calm and collected/not nervous/
陈旧	chénjiù	/old-fashioned/
陈列	chénliè	/to display; to exhibit/
陈述	chénshù	/an assertion/to declare/to state/
衬托	chèntuō	/to serve to highlight; to serve as a backdrop or contrasting element/
称心如意	chènxīnrúyì	/(idiom) after one's own heart; gratifying; satisfactory; everything one could wish/
称号	chēnghào	/name/term of address/title/
盛	chéng	/flourishing/vigorous/magnificent/extensively/
橙	chéng	/orange tree/orange (color)/
乘	chéng	/old variant of 乘[cheng2]/
承办	chéngbàn	/to undertake/to accept a contract/
承包	chéngbāo	/to contract/to undertake (a job)/
承诺	chéngnuò	/to promise/to undertake to do something/commitment/
城堡	chéngbǎo	/castle/rook (chess piece)/
成本	chéngběn	/(manufacturing, production etc) costs/
成交	chéngjiāo	/to complete a contract/to reach a deal/
成天	chéngtiān	/(coll.) all day long/all the time/
成效	chéngxiào	/effect/result/
成心	chéngxīn	/intentionally; deliberately; on purpose/
成员	chéngyuán	/member/
惩罚	chéngfá	/penalty/punishment/to punish/
诚挚	chéngzhì	/sincere/cordial/
澄清	chéngqīng	/to settle (of liquid)/to become clear (by precipitation of impurities)/precipitate (chemistry)/to put in order/to quell disturbances/
呈现	chéngxiàn	/to appear/to emerge/to present (a certain appearance)/to demonstrate/
秤	chèng	/steelyard/Roman balance/CL:臺|台[tai2]/
吃苦	chīkǔ	/to bear hardships/
吃力	chīlì	/to entail strenuous effort/to toil at a task/strenuous/laborious/strain/
迟钝	chídùn	/slow in one's reactions/sluggish (in movement or thought)/
迟缓	chíhuǎn	/slow/sluggish/
迟疑	chíyí	/to hesitate/
持久	chíjiǔ	/lasting/enduring/persistent/permanent/protracted/endurance/persistence/to last long/
赤道	chìdào	/equator (of the earth or a celestial body)/celestial equator/
赤字	chìzì	/(financial) deficit/red letter/
冲动	chōngdòng	/to have an urge/to be impetuous/impulse/urge/
冲击	chōngjī	/to attack/to batter/(of waves) to pound against/shock/impact/
冲突	chōngtū	/conflict/to conflict/clash of opposing forces/collision (of interests)/contention/
充当	chōngdāng	/to serve as/to act as/to play the role of/
充沛	chōngpèi	/abundant; plentiful/
充实	chōngshí	/rich/full/substantial/to enrich/to augment/to substantiate (an argument)/
充足	chōngzú	/adequate/sufficient/abundant/
崇拜	chóngbài	/to worship/adoration/
崇高	chónggāo	/majestic/sublime/
崇敬	chóngjìng	/to revere/to venerate/high esteem/
重叠	chóngdié	/to overlap/to superimpose/to telescope/to run together/to duplicate/one over another/superposition/an overlap/redundancy/reduplication (in Chinese grammar, e.g. 散散步[san4 san4 bu4] to have a stroll)/
筹备	chóubèi	/preparations/to get ready for sth/
稠密	chóumì	/dense/
丑恶	chǒu’è	/ugly/repulsive/
出路	chūlù	/a way out (lit. and fig.)/opportunity for advancement; a way forward/outlet (for one's products)/
出卖	chūmài	/to offer for sale; to sell/to sell out; to betray/
出身	chūshēn	/to be born of/to come from/family background/class origin/
出神	chūshén	/spellbound/entranced/lost in thought/
出息	chūxi	/future prospects/profit/to mature/to grow up/
初步	chūbù	/initial/preliminary/tentative/
除	chú	/to get rid of/to remove/to exclude/to eliminate/to wipe out/to divide/except/not including/
储备	chǔbèi	/to store up/reserves/
储存	chǔcún	/stockpile/to store/to stockpile/storage/
储蓄	chǔxù	/to save money (in a bank)/savings/
处分	chǔfèn	/to discipline sb/to punish/disciplinary action/to deal with (a matter)/CL:個|个[ge4]/
处境	chǔjìng	/situation (of a person)/
处置	chǔzhì	/to handle/to take care of/to punish/
触犯	chùfàn	/to violate/to offend/
穿越	chuānyuè	/to pass through/to traverse/to cross/
川流不息	chuānliúbùxī	/the stream flows without stopping (idiom); unending flow/
船舶	chuánbó	/shipping/boats/
传达	chuándá	/to pass on/to convey/to relay/to transmit/transmission/
传单	chuándān	/leaflet; flier; pamphlet/
传授	chuánshòu	/to impart; to pass on; to teach/
喘气	chuǎnqì	/to breathe deeply; to pant; to gasp/to take a breather; to catch one's breath/
串	chuàn	/to string together/to skewer/to connect wrongly/to gang up/to rove/string/bunch/skewer/classifier for things that are strung together, or in a bunch, or in a row: string of, bunch of, series of/to make a swift or abrupt linear movement (like a bead on an abacus)/to move across/
床单	chuángdān	/bed sheet/CL:條|条[tiao2],件[jian4],張|张[zhang1],床[chuang2]/
创立	chuànglì	/to establish; to set up; to found/
创新	chuàngxīn	/to bring forth new ideas; to blaze new trails/innovation/
创业	chuàngyè	/to begin an undertaking; to start an enterprise/entrepreneurship/
创作	chuàngzuò	/to create; to produce; to write/a creative work; a creation/
吹牛	chuīniú	/to talk big/to shoot off one's mouth/to chat (dialect)/
吹捧	chuīpěng	/to flatter/to laud sb's accomplishments/adulation/
炊烟	chuīyān	/smoke from kitchen chimneys/
锤	chuí	/variant of 錘|锤[chui2]/
垂直	chuízhí	/perpendicular; vertical/
纯粹	chúncuì	/pure/unadulterated/purely/completely/
纯洁	chúnjié	/pure/clean and honest/to purify/
磁带	cídài	/magnetic tape/CL:盤|盘[pan2],盒[he2]/
慈祥	cíxiáng	/kindly/benevolent (often of older person)/
慈善	císhàn	/benevolent/charitable/
雌雄	cíxióng	/male and female/
刺	cì	/thorn/sting/thrust/to prick/to pierce/to stab/to assassinate/to murder/
次品	cìpǐn	/substandard products/defective/seconds/
次序	cìxù	/sequence; order/
伺候	cìhou	/to serve; to wait upon/
丛	cóng	/cluster/collection/collection of books/thicket/
从容	cóngróng	/to go easy/unhurried/calm/Taiwan pr. [cong1 rong2]/
凑合	còuhuo	/to bring together/to make do in a bad situation/to just get by/to improvise/passable/not too bad/
粗鲁	cūlǔ	/coarse/crude (in one's manner)/boorish/
窜	cuàn	/to flee/to scuttle/to exile or banish/to amend or edit/
摧残	cuīcán	/to ravage/to ruin/
脆弱	cuìruò	/weak/frail/
搓	cuō	/to rub or roll between the hands or fingers/to twist/
磋商	cuōshāng	/to consult/to discuss seriously/to negotiate/to confer/negotiations/consultations/
挫折	cuòzhé	/setback/reverse/check/defeat/frustration/disappointment/to frustrate/to discourage/to set sb back/to blunt/to subdue/
搭	dā	/to put up/to build (scaffolding)/to hang (clothes on a pole)/to connect/to join/to arrange in pairs/to match/to add/to throw in (resources)/to take (boat, train)/variant of 褡[da1]/
搭档	dādàng	/to cooperate/partner/
搭配	dāpèi	/to pair up/to match/to arrange in pairs/to add sth into a group/
答辩	dábiàn	/to reply (to an accusation)/to defend one's dissertation/
答复	dáfù	/to answer/to reply/Reply to: (in email header)/
达成	dáchéng	/to reach (an agreement)/to accomplish/
打包	dǎbāo	/to wrap; to pack/to put leftovers in a doggy bag for take-out/(computing) to package (i.e. create an archive file)/
打官司	dǎguānsi	/to file a lawsuit/to sue/to dispute/
打击	dǎjī	/to hit/to strike/to attack/to crack down on sth/blow/(psychological) shock/percussion (music)/
打架	dǎjià	/to fight/to scuffle/to come to blows/CL:場|场[chang2]/
打量	dǎliang	/to size sb up/to look sb up and down/to take the measure of/to suppose/to reckon/
打猎	dǎliè	/to go hunting/
打仗	dǎzhàng	/to fight a battle/to go to war/
大不了	dàbuliǎo	/at worst; if worst comes to worst/(usu. in the negative) serious; alarming/
大臣	dàchén	/chancellor (of a monarchy)/cabinet minister/
大伙儿	dàhuǒr	/erhua variant of 大伙[da4 huo3]/
大肆	dàsì	/wantonly/without restraint (of enemy or malefactor)/unbridled/
大体	dàtǐ	/in general; more or less; in rough terms; basically; on the whole/overall situation; the big picture/cadaver for dissection in training medical students/
大意	dàyi	/careless/
大致	dàzhì	/more or less; roughly; approximately/
歹徒	dǎitú	/evildoer/malefactor/gangster/hoodlum/
带领	dàilǐng	/to guide/to lead/
代价	dàijià	/price/cost/consideration (in share dealing)/
代理	dàilǐ	/to act on behalf of sb in a responsible position/to act as an agent or proxy/surrogate/(computing) proxy/
逮捕	dàibǔ	/to arrest/to apprehend/an arrest/
怠慢	dàimàn	/to slight/to neglect/
担保	dānbǎo	/to guarantee/to vouch for/
胆怯	dǎnqiè	/timidity/timid/cowardly/
淡季	dànjì	/off season/slow business season/see also 旺季[wang4 ji4]/
淡水	dànshuǐ	/potable water (water with low salt content)/fresh water/
蛋白质	dànbáizhì	/protein/
诞辰	dànchén	/birthday/
诞生	dànshēng	/to be born/
当场	dāngchǎng	/at the scene; on the spot/
当初	dāngchū	/at that time/originally/
当代	dāngdài	/the present age/the contemporary era/
当面	dāngmiàn	/to sb's face/in sb's presence/
当前	dāngqián	/the present time/to be faced with/
当事人	dāngshìrén	/persons involved or implicated; party (to an affair)/
当务之急	dāngwùzhījí	/(idiom) top priority job; matter of vital importance/
当选	dāngxuǎn	/to be elected/to be selected/
党	dǎng	/party/association/club/society/CL:個|个[ge4]/
档案	dàng’àn	/file; record; archive/
档次	dàngcì	/grade/class/quality/level/
倒闭	dǎobì	/to go bankrupt/to close down/
导弹	dǎodàn	/(guided) missile/CL:枚[mei2]/
导航	dǎoháng	/navigation/
导向	dǎoxiàng	/to be oriented towards/orientation/
捣乱	dǎoluàn	/to disturb/to look for trouble/to stir up a row/to bother sb intentionally/
稻谷	dàogǔ	/unhusked rice/paddy/
盗窃	dàoqiè	/to steal/
得不偿失	débùchángshī	/the gains do not make up for the losses (idiom)/
得力	délì	/able/capable/competent/efficient/
得天独厚	détiāndúhòu	/blessed by heaven (idiom)/enjoying exceptional advantages/favored by nature/
得罪	dézuì	/to offend sb/to make a faux pas/a faux pas/see also 得罪[de2 zui4]/
蹬	dēng	/to step on; to tread on/to put on; to wear (shoes, trousers etc)/(slang) to dump (sb)/Taiwan pr. [deng4]/
灯笼	dēnglong	/lantern/
登陆	dēnglù	/to land/to come ashore/to make landfall (of typhoon etc)/to log in (frequently used erroneous variant of 登錄|登录[deng1 lu4])/
登录	dēnglù	/to register/to log in/
等候	děnghòu	/to wait/to wait for/
等级	děngjí	/grade/rank/status/
瞪	dèng	/to open (one's eyes) wide/to stare at/to glare at/
堤坝	dībà	/dam/dike/
敌视	díshì	/hostile/malevolence/antagonism/to view as enemy/to stand against/
抵达	dǐdá	/to arrive/to reach (a destination)/
抵抗	dǐkàng	/to resist/resistance/
抵制	dǐzhì	/to resist/to boycott/to refuse (to cooperate)/to reject/resistance/refusal/
递增	dìzēng	/to increase by degrees/in increasing order/incremental/progressive/
地步	dìbù	/stage; degree (to which a situation has evolved)/a (usu. bad) situation/leeway/
地势	dìshì	/terrain/topography relief/
地质	dìzhì	/geology/
颠簸	diānbǒ	/to be jolted around (car on a bumpy road, boat on a rough sea, aircraft experiencing turbulence)/(fig.) to undergo a rough experience/
颠倒	diāndǎo	/to turn upside down/to reverse/back to front/confused/deranged/crazy/
点缀	diǎnzhuì	/to decorate/to adorn/sprinkled/studded/only for show/
典礼	diǎnlǐ	/ceremony; celebration/
典型	diǎnxíng	/model/typical case/archetype/typical/representative/
垫	diàn	/pad/cushion/mat/to pad out/to fill a gap/to pay for sb/to advance (money)/
电源	diànyuán	/electric power source/
奠定	diàndìng	/to establish/to fix/to settle/
惦记	diànjì	/to think of/to keep thinking about/to be concerned about/
叼	diāo	/to hold with one's mouth (as a smoker with a cigarette or a dog with a bone)/
雕刻	diāokè	/to carve/to engrave/carving/
雕塑	diāosù	/a statue/a Buddhist image/sculpture/to carve/
吊	diào	/a string of 100 cash (arch.)/to lament/to condole with/variant of 吊[diao4]/
调动	diàodòng	/to transfer/to maneuver (troops etc)/movement of personnel/to mobilize/to bring into play/
跌	diē	/to fall/to tumble/to trip/(of prices etc) to drop/Taiwan pr. [die2]/
丁	dīng	/male adult/the 4th of the 10 Heavenly Stems 天干[tian1 gan1]/fourth (used like "4" or "D")/small cube of meat or vegetable/(literary) to encounter/(archaic) ancient Chinese compass point: 195°/(chemistry) butyl/
盯	dīng	/to watch attentively/to fix one's attention on/to stare at/to gaze at/
叮嘱	dīngzhǔ	/to warn repeatedly/to urge/to exhort again and again/
定期	dìngqī	/at set dates/at regular intervals/periodic/limited to a fixed period of time/fixed term/
定义	dìngyì	/definition/to define/
丢人	diūrén	/to lose face/
丢三落四	diūsānlàsì	/forgetful/empty-headed/
东道主	dōngdàozhǔ	/host/official host (e.g. venue for games or a conference)/
东张西望	dōngzhāngxīwàng	/to look in all directions (idiom)/to glance around/
董事长	dǒngshìzhǎng	/chairman of the board of directors/
栋	dòng	/classifier for houses or buildings/ridgepole (old)/
冻结	dòngjié	/to freeze (water etc)/(fig.) to freeze (assets, prices etc)/
动荡	dòngdàng	/unrest (social or political)/turmoil/upheaval/commotion/
动机	dòngjī	/motive; motivation/
动静	dòngjing	/(detectable) movement; (sign of) activity/movement and stillness/
动力	dònglì	/motive power/force/(fig.) motivation/impetus/
动脉	dòngmài	/artery/
动身	dòngshēn	/to go on a journey/to leave/
动手	dòngshǒu	/to set about (a task)/to hit/to punch/to touch/
动态	dòngtài	/movement/motion/development/trend/dynamic (science)/
动员	dòngyuán	/to mobilize/mobilization/CL:次[ci4]/
兜	dōu	/old variant of 兜[dou1]/
