"阿姨⠀";"āyí";"maternal aunt; step-mother; childcare worker; nursemaid; woman of similar age to one's parents (term of address used by child); CL:个[gè]";"阿 (Afghanistan)";"There are no other HSK words in this level (or before) using this character.";"姨 (aunt)";"There are no other HSK words in this level (or before) using this character.";"❈ 这个阿姨对孩子们很好。";"【zhège āyí duì háizi men hěn hǎo.】

"爱好⠀";"àihào";"hobby";"爱 (love)";"Other words using this character: 爱 (ài; love); 可爱 (kě’ài; adorable)";"好 (good)";"Other words using this character: 好吃 (hǎochī; fond of eating); 好 (hǎo; good)";"❈ 她的爱好是画画。";"【tā de àihào shì huàhuà.】
Her hobby is painting.";"❈ 我有很多爱好。";"【wǒ yǒu hěnduō àihào.】
I have many interests.";"❈ 他爱好读书。";"【tā àihào dúshū.】
He likes to read.";"🐇 蓝忘机爱好弹琴。";"【lánwàngjī àihào tánqín.】
Lan Wangji is fond of playing the qin.";"🐇 魏无羡爱好捉弄江澄。";"【wèiwúxiàn àihào zhuōnòng jiāngchéng.】
Wei Wuxian enjoys teasing Jiang Cheng.";"♻❈ 追星是很多年轻人的爱好。";"【zhuīxīng shì hěnduō niánqīngrén de àihào.】
Idolizing celebrities is a hobby for many young people.";"♻❈ 追星是她的爱好之一。";"【zhuīxīng shì tā de àihào zhīyī.】
Idolizing celebrities is one of her hobbies.";"♻🐇 蓝曦臣在电车上遇到了一个音乐爱好者，两人聊得很投机。";"【lánxīchén zài diànchē shàng yùdào le yīgè yīnyuè àihàozhě, liǎngrén liáodé hěn tóujī.】
Lan Xichen met a music enthusiast on the trolleybus, and they hit it off.";"♻❈ 很多人都有自己的爱好，比如画画、唱歌等。";"【hěnduō rén dōu yǒu zìjǐ de àihào, bǐrú huàhuà  chànggē děng.】
Many people have their own hobbies, such as drawing, singing, and so on.";"♻❈ 她有很多爱好，比如画画、唱歌和跳舞。";"【tā yǒu hěnduō àihào, bǐrú huàhuà  chànggē hé tiàowǔ.】
She has many hobbies, such as painting, singing, and dancing.";"♻❈ 她有很多爱好，例如画画和弹钢琴。";"【tā yǒu hěnduō àihào, lìrú huàhuà hé dàngāngqín.】
She has many hobbies, such as painting and playing the piano.";"♻❈ 演奏是她的职业，也是她的爱好。";"【yǎnzòu shì tā de zhíyè, yě shì tā de àihào.】
Performing on a musical instrument is her profession and her hobby."

"安静⠀";"ānjìng";"Quiet";"安 (calm)";"There are no other HSK words in this level (or before) using this character.";"静 (quiet)";"There are no other HSK words in this level (or before) using this character.";"❈ 请保持安静。";"【qǐng bǎochí ānjìng.】
Please keep quiet.";"❈ 她的声音很安静。";"【tā de shēngyīn hěn ānjìng.】
Her voice is very calm.";"❈ 这个地方非常安静。";"【zhège dìfāng fēicháng ānjìng.】
This place is very peaceful.";"❈ 晚上的图书馆很安静。";"【wǎnshàng de túshūguǎn hěn ānjìng.】
The library is quiet at night.";"❈ 请保持安静，不要打扰别人。";"【qǐng bǎochí ānjìng, bùyào dǎrǎo biéren.】
Please keep quiet and do not disturb others.";"🐇 蓝忘机喜欢在安静的地方弹琴。";"【lánwàngjī xǐhuan zài ānjìng de dìfāng tánqín.】
Lan Wangji likes to play the qin in quiet places.";"♻❈ 这个地方向来都很安静。";"【zhège dìfāng xiànglái dōu hěn ānjìng.】
This place has always been very quiet.";"♻❈ 小孩子睡觉的时候总是很安静。";"【xiǎoháizi shuìjiào de shíhou zǒngshì hěn ānjìng.】
Children are always very quiet when they sleep.";"♻🐇 蓝忘机和魏无羡在饭馆里吃饭，他们总是能找到安静的角落。";"【lánwàngjī hé wèiwúxiàn zài fànguǎn lǐ chīfàn, tāmen zǒngshì néng zhǎodào ānjìng de jiǎoluò.】
Lan Wangji and Wei Wuxian eat at the restaurant; they always manage to find a quiet corner.";"♻🐇 蓝曦臣不太喜欢去饭馆，他更喜欢在家里享受安静的晚餐。";"【lánxīchén bù tài xǐhuan qù fànguǎn, tā gēng xǐhuan zài jiālǐ xiǎngshòu ānjìng de wǎncān.】
Lan Xichen doesn't like to go to the restaurant very much; he prefers to enjoy a quiet dinner at home."

"把⠀";"bǎ";"handle";"把 (handle)";"There are no other HSK words in this level (or before) using this character.";"❈ 她拿着把伞走出了家门。";"【tā ná zhe bǎ sǎn zǒuchū le jiāmén.】
She took the umbrella and walked out of the house.";"❈ 把手把拧紧，门就不会再晃动了。";"【bǎshǒu bǎ níngjǐn, mén jiù bùhuì zài huàngdòng le.】
Tighten the handle, and the door won't shake anymore.";"❈ 他把问题处理得很好。";"【tā bǎ wèntí chǔlǐ dé hěn hǎo.】
He handled the problem very well.";"🐇 蓝忘机把琴弦拨得婉转动听。";"【lánwàngjī bǎ qínxián bōdé wǎnzhuǎndòngtīng.】
Lan Wangji handled the strings of the qin gracefully.";"🐇 温情把医疗队的工作安排得井井有条。";"【wēnqíng bǎ yīliáoduì de gōngzuò ānpái dé jǐngjǐngyǒutiáo.】
Wen Qing handled the medical team's work in an orderly manner.";"♻🐇 魏无羡把它藏在怀里，小心翼翼地保护着。";"【wèiwúxiàn bǎ tā cáng zài huáilǐ, xiǎoxīnyìyì dì bǎohù zhe.】
Wei Wuxian hid it in his arms, protecting it carefully."

"班⠀";"bān";"team; class; grade; (military) squad; work shift; CL:个[gè]; classifier for groups of people and scheduled transport vehicles";"班 (team/class)";"Other words using this character: 上班 (shàngbān; go to work)";"❈ 这个班的学生都很优秀。";"【zhège bān de xuésheng dōu hěn yōuxiù.】
The students in this class are all excellent.";"❈ 他们是同一个班的同学。";"【tāmen shì tóngyīge bān de tóngxué.】
They are classmates in the same class.";"❈ 我们班有三十个学生。";"【wǒmen bānyǒu sānshígè xuésheng.】
There are thirty students in our class.";"🐇 蓝曦臣负责领导这个救援班，组织大家进行救援工作。";"【lánxīchén fùzé lǐngdǎo zhège jiùyuán bān, zǔzhī dàjiā jìnxíng jiùyuán gōngzuò.】
Lan Xichen is responsible for leading this rescue team and organizing everyone for the rescue work.";"🐇 温宁是这个班里最勤奋的人，大家都很佩服他。";"【wēnníng shì zhège bānlǐ zuì qínfèn de rén, dàjiā dōu hěn pèifú tā.】
Wen Ning is the most hardworking person in this group, and everyone admires him.";"♻🐇 温情今天在门诊值班。";"【wēnqíng jīntiān zài ménzhěn zhíbān.】
Wen Qing is on duty at the outpatient service today.";"♻🐇 江澄被列为莲花坞的接班人。";"【jiāngchéng bèi lièwéi liánhuā wù de jiēbānrén.】
Jiang Cheng was classified as the successor of Lotus Pier.";"♻❈ 她一直是我们班的学习模范。";"【tā yīzhí shì wǒmen bān de xuéxí mófàn.】
She has always been a model student in our class.";"♻❈ 她仅仅是个普通的上班族。";"【tā jǐnjǐn shì gè pǔtōng de shàngbānzú.】
She is just an ordinary office worker.";"♻❈ 他们同一个班级，是同学。";"【tāmen tóngyīge bānjí, shì tóngxué.】
They are in the same class and are classmates.";"♻❈ 他每天都要坐出租车上班。";"【tā měitiān dōu yào zuò chūzūchē shàngbān.】
He takes a taxi to work every day.";"♻❈ 他喜欢步行上班。";"【tā xǐhuan bùxíng shàngbān.】
He likes to walk to work."

"搬⠀";"bān";"move";"搬 (move)";"There are no other HSK words in this level (or before) using this character.";"❈ 他们搬到了一个新的城市。";"【tāmen bāndào le yīgè xīn de chéngshì.】
They moved to a new city.";"❈ 他搬了我的作业，我很生气。";"【tā bān le wǒ de zuòyè, wǒ hěn shēngqì.】
He copied my homework, and I'm very angry.";"❈ 我需要帮忙搬一些家具。";"【wǒ xūyào bāngmáng bān yīxiē jiājù.】
I need help moving some furniture.";"🐇 江澄搬到莲花坞，开始了新的生活。";"【jiāngchéng bān dào liánhuā wù, kāishǐ le xīn de shēnghuó.】
Jiang Cheng moved to Lotus Pier and started a new life.";"🐇 魏无羡搬起石头砸自己的脚。";"【wèiwúxiàn bānqǐ shítouzá zìjǐ de jiǎo.】
Wei Wuxian moved the stone and ended up hurting himself.";"♻🐇 蓝曦臣的力气很大，能够轻松搬动家具。";"【lánxīchén de lìqì hěndà, nénggòu qīngsōng bāndòng jiājù.】
Lan Xichen is very strong and can easily move furniture.";"♻❈ 他们的行李很多，需要帮忙搬运。";"【tāmen de xíngli hěnduō, xūyào bāngmáng bānyùn.】
They have a lot of luggage and need help with moving it.";"♻❈ 他们正在搬运砖块。";"【tāmen zhèngzài bānyùn zhuānkuài.】
They are moving the bricks.";"♻❈ 他一年半前搬到了这个城市。";"【tā yīnián bànqián bān dào le zhège chéngshì.】
He moved to this city a year and a half ago.";"♻❈ 他们搬到了一个新的城镇。";"【tāmen bāndào le yīgè xīn de chéngzhèn.】
They moved to a new town.";"♻❈ 他们搬进了一间全新的公寓。";"【tāmen bānjìn le yījiàn quánxīn de gōngyù.】
They moved into a completely new apartment."

"半⠀";"bàn";"half; semi-; incomplete; (after a number) and a half";"半 (half)";"There are no other HSK words in this level (or before) using this character.";"❈ 他只吃了半个苹果。";"【tā zhǐ chī le bànge píngguǒ.】
He only ate half an apple.";"❈ 她的生日是下个月的半。";"【tā de shēngrì shì xiàgèyuè de bàn.】
Her birthday is in the middle of next month.";"❈ 这个杯子是半满的。";"【zhège bēizi shì bànmǎn de.】
This cup is half full.";"🐇 蓝曦臣的微笑只露出半个脸。";"【lánxīchén de wēixiào zhǐ lùchū bànge liǎn.】
Lan Xichen's smile only revealed half of his face.";"🐇 魏无羡吃了半个包子。";"【wèiwúxiàn chī le bànge bāozi.】
Wei Wuxian ate half a steamed bun.";"♻❈ 他一年半前搬到了这个城市。";"【tā yīnián bànqián bān dào le zhège chéngshì.】
He moved to this city a year and a half ago.";"♻❈ 一年半前的事情我还记得很清楚。";"【yīnián bànqián de shìqing wǒ hái jìde hěn qīngchu.】
I still remember very clearly what happened a year and a half ago.";"♻❈ 我们一年半前见过面。";"【wǒmen yīnián bànqián jiànguòmiàn.】
We met a year and a half ago.";"♻🐇 一年半前，金凌还是个孩子，现在已经成长为一名有为青年。";"【yīnián bànqián, jīnlíng háishi gè háizi, xiànzài yǐjīng chéngzhǎng wéi yīmíng yǒu wéi qīngnián.】
A year and a half ago, Jin Ling was still a child, and now he has grown into a promising young man."

"办法⠀";"bànfǎ";"solution";"办 (manage)";"Other words using this character: 办公室 (bàngōngshì; office)";"法 (law)";"There are no other HSK words in this level (or before) using this character.";"❈ 没有办法，我们只能等待。";"【méiyǒu bànfǎ, wǒmen zhǐnéng děngdài.】
There's no way, we can only wait.";"❈ 他总是有办法应对困难。";"【tā zǒngshì yǒu bànfǎ yìngduì kùnnán.】
He always has a way to deal with difficulties.";"❈ 我们必须想办法解决这个问题。";"【wǒmen bìxū xiǎng bànfǎ jiějué zhège wèntí.】
We must find a way to solve this problem.";"🐇 江澄想尽一切办法找到失散多年的姐姐。";"【jiāngchéng xiǎngjìn yīqièbànfǎ zhǎodào shīsànduōnián de jiějie.】
Jiang Cheng tried every means to find his long-lost sister.";"🐇 魏无羡总是有办法解决麻烦。";"【wèiwúxiàn zǒngshì yǒu bànfǎ jiějué máfan.】
Wei Wuxian always has a way to solve problems.";"♻❈ 他问我怎么办，我也没办法。";"【tā wèn wǒ zěnmebàn, wǒ yě méi bànfǎ.】
He asked me what to do, but I have no idea either.";"♻🐇 蓝忘机一行人前往蓬莱岛，寻找解决魔界问题的办法。";"【lánwàngjī yīxíng rén qiánwǎng péngláidǎo, xúnzhǎo jiějué mójiè wèntí de bànfǎ.】
Lan Wangji and his group went to Penglai Island to find a solution to the issues in the demonic realm.";"♻❈ 这个问题好似没有解决的办法。";"【zhège wèntí hǎosì méiyǒu jiějué de bànfǎ.】
This problem seems to have no solution.";"♻❈ 这个问题的解决办法很妙。";"【zhège wèntí de jiějuébànfǎ hěnmiào.】
The solution to this problem is very clever.";"♻❈ 这个问题有不少解决办法。";"【zhège wèntí yǒu bùshǎo jiějuébànfǎ.】
There are many solutions to this problem.";"♻❈ 我们应该寻求和平的解决办法。";"【wǒmen yīnggāi xúnqiú hépíng de jiějuébànfǎ.】
We should seek peaceful solutions.";"♻❈ 狡猾的狐狸找到了一个聪明的办法。";"【jiǎohuá de húli zhǎodào le yīgè cōngming de bànfǎ.】
The crafty fox found a clever way."

"办公室⠀";"bàngōngshì";"office";"办 (manage)";"Other words using this character: 办法 (bànfǎ; means)";"公 (public)";"Other words using this character: 公共汽车 (gōnggòngqìchē; bus); 公司 (gōngsī; company); 公斤 (gōngjīn; kilogram); 公园 (gōngyuán; park)";"室 (room)";"Other words using this character: 教室 (jiàoshì; classroom)";"❈ 办公室里有很多文件。";"【bàngōngshì lǐ yǒu hěnduō wénjiàn.】
There are many documents in the office.";"❈ 我在办公室工作。";"【wǒ zài bàngōngshì gōngzuò.】
I work in the office.";"❈ 她在办公室开了一次会。";"【tā zài bàngōngshì kāi le yīcì huì.】
She held a meeting in the office.";"🐇 金凌在办公室里处理家族事务，一派严肃。";"【jīnlíng zài bàngōngshì lǐ chǔlǐ jiāzú shìwù, yīpài yánsù.】
Jin Ling handles family affairs in the office, looking serious.";"🐇 蓝启仁在办公室里审阅着学生的作业，指导他们进步。";"【lánqǐrén zài bàngōngshì lǐ shěnyuè zhe xuésheng de zuòyè, zhǐdǎo tāmen jìnbù.】
Lan Qiren is in the office, reviewing students' homework and guiding them to improve.";"♻❈ 我们的办公室挨着餐厅。";"【wǒmen de bàngōngshì āizhe cāntīng.】
Our office is near the restaurant.";"♻🐇 金光瑶的办公室挂满了卡通人物的海报。";"【jīnguāng yáo de bàngōngshì guàmǎn le kǎtōngrénwù de hǎibào.】
Jin Guangyao's office is full of posters of cartoon characters.";"♻❈ 她叫我去她的办公室。";"【tā jiào wǒ qù tā de bàngōngshì.】
She asked me to go to her office.";"♻❈ 办公室里的冷气坏了。";"【bàngōngshì lǐ de lěngqì huài le.】
The air conditioning in the office is broken.";"♻❈ 她赶紧完成了工作，然后离开了办公室。";"【tā gǎnjǐn wánchéng le gōngzuò, ránhòu líkāi le bàngōngshì.】
She hurriedly finished the work and then left the office.";"♻❈ 他的办公室就在我的底下。";"【tā de bàngōngshì jiù zài wǒ de dǐxià.】
His office is right below mine.";"♻❈ 我需要返回办公室取东西。";"【wǒ xūyào fǎnhuí bàngōngshì qǔ dōngxi.】
I need to go back to the office to get something."

"帮忙⠀";"bāngmáng";"to help; to lend a hand; to do a favor; to do a good turn";"related words";"帮忙 (bāngmáng)
Means to help or assist with a specific task or favor. It is used in the context of providing aid or support for someone in completing a particular action or task.

帮助 (bāngzhù)
Also means to help or assist, but it is a more general term for providing help or assistance in any situation.
For example, you could use 帮忙 (bāngmáng) when asking someone to help you move furniture, but you would use 帮助 (bāngzhù) when talking about helping someone in need.";"帮 (to help)";"Other words using this character: 帮助 (bāngzhù; assistance)";"忙 (busy)";"Other words using this character: 忙 (máng; busy)";"❈ 他总是乐意帮忙别人。";"【tā zǒngshì lèyì bāngmáng biéren.】
He is always willing to help others.";"❈ 谢谢你帮忙。";"【xièxie nǐ bāngmáng.】
Thank you for helping.";"❈ 你能帮忙搬一下这个箱子吗？";"【nǐ néng bāngmáng bān yīxià zhège xiāngzi ma?】
Can you help move this box?";"🐇 蓝忘机不擅长帮忙做家务。";"【lánwàngjī bù shàncháng bāngmáng zuò jiāwù.】
Lan Wangji is not good at helping with housework.";"🐇 温情帮忙照顾伤员。";"【wēnqíng bāngmáng zhàogu shāngyuán.】
Wen Qing helps take care of the wounded.";"♻❈ 他叫我帮忙。";"【tā jiào wǒ bāngmáng.】
He called me for help.";"♻🐇 金凌叫了一声“姨娘”，请求温情帮忙。";"【jīnlíngjiào le yīshēng “ yíniáng ”, qǐngqiú wēnqíng bāngmáng.】
Jin Ling called out ""Aunt,"" asking Wen Qing for help.";"♻❈ 他们的行李很多，需要帮忙搬运。";"【tāmen de xíngli hěnduō, xūyào bāngmáng bānyùn.】
They have a lot of luggage and need help with moving it.";"♻❈ 幸亏有你帮忙，否则我们可能完成不了这项任务。";"【xìngkuī yǒu nǐ bāngmáng, fǒuzé wǒmen kěnéng wánchéng buliǎo zhèxiàng rènwu.】
Fortunately, with your help, otherwise we might not be able to complete this task.";"♻❈ 幸亏有你帮忙，否则我会很困难。";"【xìngkuī yǒu nǐ bāngmáng, fǒuzé wǒhuì hěn kùnnán.】
Fortunately, with your help, otherwise I would have been in great difficulty.";"♻🐇 蓝忘机在厨房里帮忙洗碗。";"【lánwàngjī zài chúfáng lǐ bāngmáng xǐwǎn.】
Lan Wangji is helping to wash the dishes in the kitchen.";"♻❈ 别指望着他会帮忙。";"【bié zhǐwàng zhe tā huì bāngmáng.】
Don't hope for his help."

"包⠀";"bāo";"to cover; to wrap; to hold; to include; to take charge of; to contract (to or for); package; wrapper; container; bag; to hold or embrace; bundle; packet; CL:个[gè],只[zhī]";"包 (to wrap)";"Other words using this character: 面包 (miànbāo; bread)";"🐇 蓝忘机包了一块糖给蓝曦臣。";"【lánwàngjī bāo le yīkuài táng gěi lánxīchén.】
Lan Wangji wrapped a piece of candy for Lan Xichen.";"🐇 温情包了一份午餐给温宁。";"【wēnqíng bāole yífèn wǔcān gěi wēnníng.】
Wen Qing packed lunch for Wen Ning.";"♻❈ 他受伤了，臂上有一个大包。";"【tā shòushāng le, bì shàng yǒu yīgè dàbāo.】
He got injured, there's a big bump on his arm.";"♻❈ 她在面包上涂了一层果酱。";"【tā zài miànbāo shàngtú le yīcéng guǒjiàng.】
She spread a layer of jam on the bread.";"♻❈ 早餐吃面包加果酱。";"【zǎocān chī miànbāo jiā guǒjiàng.】
Eat bread with jam for breakfast.";"♻🐇 江澄的胸怀很阔，能包容很多事情。";"【jiāngchéng de xiōnghuái hěnkuò, néng bāoróng hěnduō shìqing.】
Jiang Cheng has a broad mind and can accommodate many things.";"♻🐇 蓝曦臣的胸怀很阔，能包容整个云深不知处。";"【lánxīchén de xiōnghuái hěnkuò, néng bāoróng zhěnggè yúnshēn bùzhī chù.】
Lan Xichen has a broad mind and can accommodate the entire Cloud Recesses.";"♻❈ 我把身份证放在钱包里了。";"【wǒ bǎ shēnfènzhèng fàngzài qiánbāo lǐ le.】
I put my ID card in my wallet.";"♻❈ 我收到了你寄来的包裹和邮件。";"【wǒ shōudào le nǐ jìlái de bāoguǒ hé yóujiàn.】
I received the package and mail you sent.";"♻❈ 她的皮包很漂亮。";"【tā de píbāo hěnpiāoliàng.】
Her handbag is very pretty.";"♻❈ 他的皮包里装满了文件。";"【tā de píbāo lǐ zhuāngmǎn le wénjiàn.】
His briefcase is filled with documents.";"♻❈ 这个皮包很适合搭配这件衣服。";"【zhège píbāo hěn shìhé dāpèi zhèjiàn yīfú.】
This handbag goes well with this outfit."

"饱⠀";"bǎo";"to eat till full; satisfied";"饱 (full)";"There are no other HSK words in this level (or before) using this character.";"❈ 吃饭之后我感到很饱。";"【chīfàn zhīhòu wǒ gǎndào hěnbǎo.】
I feel full after eating.";"❈ 他的笑容让人感到心里饱满。";"【tā de xiàoróng ràng rén gǎndào xīnli bǎomǎn.】
His smile makes people feel emotionally satisfied.";"❈ 她的话让我感到饱含深意。";"【tā dehuà ràng wǒ gǎndào bǎohán shēnyì.】
Her words make me feel deeply satisfied.";"🐇 蓝忘机不喜欢吃得太饱，总是保持清淡的饮食。";"【lánwàngjī bù xǐhuan chī dé tàibǎo, zǒngshì bǎochí qīngdàn de yǐnshí.】
Lan Wangji doesn't like eating until full and always maintains a light diet.";"🐇 魏无羡吃了一顿大餐，终于吃饱了。";"【wèiwúxiàn chī le yīdùn dàcān, zhōngyú chībǎo le.】
Wei Wuxian had a big meal and finally felt full.";"♻🐇 魏无羡的烹饪技艺让大家大饱眼福，这是一场成功的買家秀。";"【wèiwúxiàn de pēngrèn jìyì ràng dàjiā dàbǎoyǎnfú, zhèshì yīcháng chénggōng de mǎijiāxiù.】
Wei Wuxian's cooking skills delighted everyone, it was a successful customer’s demo.";"♻🐇 魏无羡的一生充满传奇，可惜却饱受非议。";"【wèiwúxiàn de yīshēng chōngmǎn chuánqí, kěxī què bǎoshòu fēiyì.】
Wei Wuxian's life is full of legends, but unfortunately, it is also full of criticism.";"♻❈ 市场已经饱和了。";"【shìchǎng yǐjīng bǎohé le.】
The market is already saturated.";"♻❈ 这块布已经饱和了。";"【zhèkuài bù yǐjīng bǎohé le.】
This piece of cloth is already saturated.";"♻❈ 土壤饱和了水分。";"【tǔrǎng bǎohé le shuǐfèn.】
The soil is saturated with water.";"♻🐇 魏无羡的魔法阵饱和了黑暗的力量。";"【wèiwúxiàn de mófǎzhèn bǎohé le hēiàn de lìliang.】
Wei Wuxian's array was saturated with dark energy.";"♻🐇 温情的医馆饱和了各种草药的香味。";"【wēnqíng de yīguǎn bǎohé le gèzhǒng cǎoyào de xiāngwèi.】
Wen Qing's clinic was filled with the fragrance of various herbs."

"北方⠀";"běifāng";"north; the northern part a country; China north of the Yellow River";"北 (north)";"Other words using this character: 北京 (Běijīng; Beijing)";"方 (square)";"Other words using this character: 地方 (dìfang; area); 方便 (fāngbiàn; convenient)";"❈ 他来自中国的北方。";"【tā láizì zhōngguó de běifāng.】
He comes from the north of China.";"❈ 北方的冬天很冷。";"【běifāng de dōngtiān hěn lěng.】
The winter in the north is very cold.";"❈ 北方的饮食文化与南方有很大不同。";"【běifāng de yǐnshíwénhuà yǔ nánfāng yǒu hěndà bùtóng.】
The culinary culture in the north is very different from that in the south.";"🐇 蓝曦臣的家族在北方有很大的产业。";"【lánxīchén de jiāzú zài běifāng yǒu hěndà de chǎnyè.】
Lan Xichen's family has a large estate in the north.";"🐇 江澄在北方结识了很多志同道合的朋友。";"【jiāngchéng zài běifāng jiéshí le hěnduō zhìtóngdàohé de péngyou.】
Jiang Cheng made many like-minded friends in the north.";"♻❈ 请告诉我北方的方位。";"【qǐng gàosu wǒ běifāng de fāngwèi.】
Please tell me the direction of the north.";"♻❈ 南方的饮食口味与北方不同。";"【nánfāng de yǐnshí kǒuwèi yǔ běifāng bùtóng.】
The cuisine in the south is different from that in the north.";"♻❈ 这个村庄的祖先是从北方迁移而来的。";"【zhège cūnzhuāng de zǔxiān shìcóng běifāng qiānyí érlái de.】
The ancestors of this village migrated from the north.";"♻🐇 魏无羡和蓝忘机在云深不知处的西北方遇到了蓝曦臣。";"【wèiwúxiàn hé lánwàngjī zài yúnshēn bùzhī chù de xīběifāng yùdào le lánxīchén.】
Wei Wuxian and Lan Wangji encountered Lan Xichen in the northwest of the Cloud Recesses.";"♻🐇 蓝忘机在西北方发现了一处新的灵脉。";"【lánwàngjī zài xīběifāng fāxiàn le yīchù xīn de língmài.】
Lan Wangji discovered a new spiritual vein in the northwest.";"♻❈ 北方的冬天经常是零下。";"【běifāng de dōngtiān jīngcháng shì língxià.】
The winter in the north is often below zero.";"♻❈ 北方人的性格比较直爽。";"【běifāng rén de xìnggé bǐjiào zhíshuǎng.】
Northerners tend to have straightforward personalities."
