"唉⠀";"āi";"alas; oh dear";"唉 (sigh)";"There are no other HSK words in this level (or before) using this character.";"❈ 唉，这件事真让人伤心。";"【āi, zhèjiàn shì zhēnràngrén shāngxīn.】

"熬夜⠀";"áoyè";"stay up";"熬 (boil)";"There are no other HSK words in this level (or before) using this character.";"夜 (night)";"Other words using this character: 夜 (yè; night)";"❈ 她为了考试熬夜复习。";"【tā wèile kǎoshì áoyè fùxí.】
She stayed up late to review for the exam.";"❈ 最近工作很忙，经常熬夜。";"【zuìjìn gōngzuò hěn máng, jīngcháng áoyè.】
Work has been busy lately, often staying up late.";"❈ 熬夜对身体不好。";"【áoyè duì shēntǐ bùhǎo.】
Staying up late is not good for your health.";"🐇 金凌为了准备考试，不得不熬夜复习。";"【jīnlíng wèile zhǔnbèi kǎoshì, bùdébù áoyè fùxí.】
Jin Ling has to stay up late to review for the exam.";"🐇 温青为了照顾伤员，经常熬夜。";"【wēnqīng wèile zhàogu shāngyuán, jīngcháng áoyè.】
Wen Qing often stays up late to take care of the wounded.";"♻🐇 温情熬夜工作，很少有时间好好睡觉。";"【wēnqíng áoyè gōngzuò, hěnshǎo yǒu shíjiān hǎohǎo shuìjiào.】
Wen Qing stays up late working and rarely has time to sleep well.";"♻🐇 魏无羡昨晚熬夜，今天早上有些困。";"【wèiwúxiàn zuówǎn áoyè, jīntiān zǎoshang yǒuxiē kùn.】
Wei Wuxian stayed up late last night, so he's a bit sleepy this morning.";"♻🐇 魏无羡的生活习惯很不规律，经常熬夜。";"【wèiwúxiàn de shēnghuóxíguàn hěn bù guīlǜ, jīngcháng áoyè.】
Wei Wuxian has irregular living habits and often stays up late."

"安慰⠀";"ānwèi";"comfort";"安 (calm)";"Other words using this character: 安排 (ānpái; arrange); 安全 (ānquán; safety); 安装 (ānzhuāng; install); 不安 (bùān; unstable); 平安 (píng’ān; safe); 安静 (ānjìng; quiet)";"慰 (comfort)";"There are no other HSK words in this level (or before) using this character.";"❈ 她的话让我感到很安慰。";"【tā dehuà ràng wǒ gǎndào hěn ānwèi.】
Her words comforted me a lot.";"❈ 他试图安慰她，但她依然伤心。";"【tā shìtú ānwèi tā, dàn tā yīrán shāngxīn.】
He tried to comfort her, but she was still sad.";"❈ 在这段艰难时期，家人的安慰是最重要的。";"【zài zhèduàn jiānnán shíqī, jiārén de ānwèi shì zuì zhòngyào de.】
During this difficult period, the comfort of family is the most important.";"❈ 他试图安慰受伤的孩子。";"【tā shìtú ānwèi shòushāng de háizi.】
He tried to console the injured child.";"❈ 在这段艰难时期，亲人的安慰很重要。";"【zài zhèduàn jiānnán shíqī, qīnrén de ānwèi hěn zhòngyào.】
During this difficult period, the comfort of loved ones is important.";"❈ 她的话安慰了我。";"【tā dehuà ānwèi le wǒ.】
Her words comforted me.";"🐇 蓝忘机的微笑是魏无羡最大的安慰。";"【lánwàngjī de wēixiào shì wèiwúxiàn zuìdà de ānwèi.】
Lan Wangji's smile is the greatest comfort to Wei Wuxian.";"🐇 金凌的坚强安慰了失去亲人的人们。";"【jīnlíng de jiānqiáng ānwèi le shīqù qīnrén de rénmen.】
Jin Ling's strength comforted those who lost their loved ones.";"♻🐇 金凌继承了母亲的笑容，总是能给人带来温暖和安慰。";"【jīnlíng jìchéng le mǔqīn de xiàoróng, zǒngshì néng gěi rén dàilái wēnnuǎn hé ānwèi.】
Jin Ling inherited his mother's smile, always bringing warmth and comfort to people.";"♻❈ 他抚摸着女儿的头发，轻声安慰着她。";"【tā fǔmō zhe nǚér de tóufa, qīngshēng ānwèi zhe tā.】
He gently strokes his daughter's hair, comforting her softly.";"♻🐇 蓝曦臣听到了魏无羡滔滔不绝的抱怨，只能苦笑着安慰他。";"【lánxīchén tīngdào le wèiwúxiàn tāotāobùjué de bàoyuàn, zhǐnéng kǔxiào zhe ānwèi tā.】
Lan Xichen heard Wei Wuxian's endless complaints and could only smile bitterly to comfort him.";"♻🐇 温情坐在床边，轻声安慰温宁。";"【wēnqíng zuòzài chuángbiān, qīngshēng ānwèi wēnníng.】
Wen Qing sat by the bed, comforting Wen Ning in a soft voice."

"岸⠀";"àn";"bank; shore; beach; coast; CL:个[gè]";"related words";"岸 (àn)
This word specifically refers to the bank or shore of a body of water, such as a river, lake, or ocean.

银行 (yínháng)
This word specifically refers to a financial institution or bank where money is deposited, exchanged, or lent.
In summary, 岸 (àn) refers to the bank or shore of a body of water, while 银行 (yínháng) specifically refers to a financial institution or bank.";"岸 (bank)";"There are no other HSK words in this level (or before) using this character.";"❈ 他站在河岸上。";"【tā zhàn zài héàn shàng.】
He stood on the river bank.";"❈ 船靠岸了。";"【chuán kàoàn le.】
The boat docked at the shore.";"❈ 我们在海岸边散步。";"【wǒmen zài hǎiànbiān sànbù.】
We took a walk along the beach.";"🐇 魏无羡和蓝忘机在河岸边散步。";"【wèiwúxiàn hé lánwàngjī zài hé ànbiān sànbù.】
Wei Wuxian and Lan Wangji are taking a walk by the riverbank.";"🐇 蓝忘机和蓝曦臣在海岸边搭建了一个沙雕，象征着他们的情谊。";"【lánwàngjī hé lánxīchén zài hǎiànbiān dājiàn le yīgè shādiāo, xiàngzhēng zhe tāmen de qíngyì.】
Lan Wangji and Lan Xichen built a sand sculpture by the coast, symbolizing their brotherly bond.";"♻❈ 他喜欢在岸上散步。";"【tā xǐhuan zài ànshàng sànbù.】
He likes to take a walk on the riverbank.";"♻❈ 他们在岸上等我们。";"【tāmen zài ànshàng děng wǒmen.】
They are waiting for us on the riverbank.";"♻❈ 小船停靠在岸上。";"【xiǎochuán tíngkàozài ànshàng.】
The boat is moored ashore.";"♻🐇 蓝曦臣在湖边看到了一只受伤的鸟，便走到岸上去救助它。";"【lánxīchén zài húbiān kàndào le yīzhī shòushāng de niǎo, biàn zǒu dào ànshàng qù jiùzhù tā.】
Lan Xichen saw an injured bird by the lake and went ashore to rescue it.";"♻🐇 魏无羡和蓝忘机在湖边散步，一起走到岸上。";"【wèiwúxiàn hé lánwàngjī zài húbiān sànbù, yīqǐ zǒu dào ànshàng.】
Wei Wuxian and Lan Wangji take a walk by the lake, walking together ashore.";"♻❈ 这座城市位于河流的两岸。";"【zhèzuò chéngshì wèiyú héliú de liǎngàn.】
This city is situated on both banks of the river.";"♻❈ 两岸关系一直备受关注。";"【liǎngànguānxi yīzhí bèishòu guānzhù.】
The relations between the two sides have always been a focus of attention."

"包含⠀";"bāohán";"to contain; to embody; to include";"related words";"包含 (bāohán)
This word means to contain or include something within a larger whole, often used in the context of abstract concepts or tangible objects.

体现 (tǐxiàn)
This word means to embody or manifest something, often used in the context of expressing or representing abstract ideas or qualities.
In summary, 包含 (bāohán) means to contain or include, while 体现 (tǐxiàn) means to embody or manifest.";"包 (to wrap)";"Other words using this character: 包子 (bāozi; bao); 包裹 (bāoguǒ; wrap); 包括 (bāokuò; comprise); 包 (bāo; to wrap); 面包 (miànbāo; bread)";"含 (contain)";"There are no other HSK words in this level (or before) using this character.";"🐇 温情的话语包含着对温宁的关怀。";"【wēnqíng de huàyǔ bāohán zhe duì wēnníng de guānhuái.】
Wen Qing's words contain care for Wen Ning.";"🐇 蓝曦臣的微笑包含着对家族的期望。";"【lánxīchén de wēixiào bāohán zhe duì jiāzú de qīwàng.】
Lan Xichen's smile embodies expectations for the family.";"♻❈ 这份传单包含了很多重要信息。";"【zhèfèn chuándān bāohán le hěnduō zhòngyào xìnxī.】
This leaflet contains a lot of important information.";"♻❈ 这份提纲包含了整个项目的主要内容。";"【zhèfèn tígāng bāohán le zhěnggè xiàngmù de zhǔyào nèiróng.】
This outline contains the main content of the entire project.";"♻❈ 请问这个票价包含饮食吗？";"【qǐngwèn zhège piàojià bāohán yǐnshí ma?】
Does this ticket price include meals?";"♻❈ 这份表格包含了所有必要的信息。";"【zhèfèn biǎogé bāohán le suǒyǒu bìyào de xìnxī.】
This form contains all the necessary information.";"♻❈ 这份表格包含了所有的信息。";"【zhèfèn biǎogé bāohán le suǒyǒu de xìnxī.】
This form contains all the information.";"♻❈ 这个单词的拼写中包含了26个字母。";"【zhège dāncí de pīnxiě zhōng bāohán le èrliù gè zìmǔ.】
This word's spelling contains 26 letters.";"♻❈ 这份纲领包含了我们未来的计划。";"【zhèfèn gānglǐng bāohán le wǒmen wèilái de jìhuà.】
This program contains our future plans.";"♻❈ 这个问题之中包含了很多复杂的因素。";"【zhège wèntí zhīzhōng bāohán le hěnduō fùzá de yīnsù.】
This problem contains many complex factors within it.";"♻❈ 这份总结包含了所有重要的信息。";"【zhèfèn zǒngjié bāohán le suǒyǒu zhòngyào de xìnxī.】
This summary contains all the important information.";"♻❈ 这个词典包含了很多生词。";"【zhège cídiǎn bāohán le hěnduō shēngcí.】
This dictionary contains a lot of new words."

"宝贵⠀";"bǎoguì";"valuable; precious; to value; to treasure; to set store by";"宝 (treasure)";"Other words using this character: 宝贝 (bǎobèi; treasure)";"贵 (expensive)";"Other words using this character: 贵 (guì; expensive)";"❈ 我们应该珍惜每一份宝贵的友谊。";"【wǒmen yīnggāi zhēnxī měi yífèn bǎoguì de yǒuyì.】
We should treasure every precious friendship.";"❈ 时间是非常宝贵的，我们要好好利用。";"【shíjiān shì fēicháng bǎoguì de, wǒmen yào hǎohǎo lìyòng.】
Time is very valuable, we should make good use of it.";"❈ 这是我非常宝贵的回忆。";"【zhè shì wǒ fēicháng bǎoguì de huíyì.】
This is a very precious memory for me.";"🐇 温情把每一位病人的生命视为宝贵。";"【wēnqíng bǎ měi yīwèi bìngrén de shēngmìng shìwéi bǎoguì.】
Wen Qing regards the life of every patient as precious.";"🐇 蓝忘机把家传的宝剑视为宝贵的信物。";"【lánwàngjī bǎ jiāzhuàn de bǎojiàn shìwéi bǎoguì de xìnwù.】
Lan Wangji regards the family's treasured sword as a precious token.";"♻❈ 智慧是人类最宝贵的财富之一。";"【zhìhuì shì rénlèi zuì bǎoguì de cáifù zhīyī.】
Wisdom is one of the most precious treasures of humanity.";"♻❈ 青春时光很宝贵。";"【qīngchūn shíguāng hěn bǎoguì.】
Youth time is very precious.";"♻❈ 友谊是人生中最宝贵的财富之一。";"【yǒuyì shì rénshēng zhōng zuì bǎoguì de cáifù zhīyī.】
Friendship is one of the most precious treasures in life.";"♻❈ 民族文化是一个国家的宝贵财富。";"【mínzú wénhuà shì yīgè guójiā de bǎoguìcáifù.】
National culture is a valuable asset of a country.";"♻🐇 金凌的贪婪心态让他失去了很多宝贵的东西。";"【jīnlíng de tānlán xīntài ràng tā shīqù le hěnduō bǎoguì de dōngxi.】
Jin Ling's greedy mindset caused him to lose many valuable things.";"♻🐇 蓝曦臣少年时代的宁静和纯真被岁月打磨成了一颗宝贵的心灵。";"【lánxīchén shǎoniánshídài de níngjìng hé chúnzhēn bèi suìyuè dǎmó chéng le yīkē bǎoguì de xīnlíng.】
Lan Xichen's tranquility and innocence in his early youth were honed by time into a precious heart.";"♻🐇 魏无羡在夷陵老祖的遗藏中发现了许多宝贵的文物。";"【wèiwúxiàn zài yílíng lǎozǔ de yícáng zhōng fāxiàn le xǔduō bǎoguì de wénwù.】
Wei Wuxian found many precious artifacts in the Yiling Patriarch's hidden storehouse."

"保存⠀";"bǎocún";"to conserve; to preserve; to keep; to save (a file etc) (computing)";"related words";"保存 (bǎocún)
This word means to preserve, conserve, or save something for future use, often used in the context of tangible objects or digital data.

救 (jiù)
This word specifically means to save or rescue someone from harm or danger.

节约 (jiéyuē)
This word means to economize or save resources, often used in the context of saving money or reducing consumption.

节省 (jiéshěng)
This word means to save or economize, often used in the context of saving time, money, or resources.

存 (cún)
This word means to store or keep something, often used in the context of saving or depositing money or goods.
In summary, 保存 (bǎocún) means to preserve or save, 救 (jiù) specifically means to rescue, and 节约 (jiéyuē) and 节省 (jiéshěng) both mean to economize or save resources. 存 (cún) specifically means to store or keep something.";"保 (to protect)";"Other words using this character: 保护 (bǎohù; protect); 保证 (bǎozhèng; guarantee); 保留 (bǎoliú; retain); 保持 (bǎochí; maintain); 保险 (bǎoxiǎn; insurance)";"存 (exist)";"Other words using this character: 存 (cún; exist); 存在 (cúnzài; exist)";"❈ 保存自然资源是我们的责任。";"【bǎocún zìránzīyuán shì wǒmen de zérèn.】
Preserving natural resources is our responsibility.";"❈ 请保存好你的文件。";"【qǐng bǎocún hǎo nǐ de wénjiàn.】
Please save your files.";"❈ 这种方法可以帮助保存食物。";"【zhèzhǒng fāngfǎ kěyǐ bāngzhù bǎocún shíwù.】
This method can help preserve food.";"🐇 江澄保存了他们兄妹小时候的合影。";"【jiāngchéng bǎocún le tāmen xiōngmèi xiǎoshíhou de héyǐng.】
Jiang Cheng saved a group photo of them as siblings from their childhood.";"🐇 蓝忘机保存了魏无羡的一根红线。";"【lánwàngjī bǎocún le wèiwúxiàn de yīgēn hóngxiàn.】
Lan Wangji kept a red string from Wei Wuxian.";"♻❈ 这份档案很重要，需要妥善保存。";"【zhèfèn dàngàn hěn zhòngyào, xūyào tuǒshàn bǎocún.】
This file is very important and needs to be properly preserved.";"♻🐇 蓝忘机整理着家族的档案，细心地保存每一份记录。";"【lánwàngjī zhěnglǐ zhe jiāzú de dàngàn, xìxīndì bǎocún měi yífèn jìlù.】
Lan Wangji is organizing the family's records, carefully preserving each document.";"♻🐇 蓝曦臣在磁带上保存了很多家族的历史资料，以便后人了解家族的传承。";"【lánxīchén zài cídài shàng bǎocún le hěnduō jiāzú de lìshǐ zīliào, yǐbiàn hòurén liǎojiě jiāzú de chuánchéng.】
Lan Xichen has preserved a lot of the family's historical data on magnetic tapes for future generations to understand the family's heritage.";"♻🐇 温情觉得电子版的资料更容易保存和传播。";"【wēnqíng juéde diànzibǎn de zīliào gēng róngyì bǎocún hé chuánbō.】
Wen Qing thinks that electronic editions of materials are easier to preserve and disseminate.";"♻🐇 温情对药材的保存一向严密。";"【wēnqíng duì yàocái de bǎocún yīxiàng yánmì.】
Wen Qing has always been strict in preserving medicinal materials.";"♻🐇 蓝曦臣的书房是一栋古老的建筑，保存完好。";"【lánxīchén de shūfáng shì yīdòng gǔlǎo de jiànzhù, bǎocún wánhǎo.】
Lan Xichen's study is an old building, well-preserved.";"♻🐇 金光瑶总是很认真地保存着所有的发票。";"【jīnguāng yáo zǒngshì hěn rènzhēn dì bǎocún zhe suǒyǒu de fāpiào.】
Jin Guangyao always diligently keeps all the invoices."

"保留⠀";"bǎoliú";"to keep; to retain; to have reservations (about sth); to hold back (from saying sth); to put aside for later";"保 (to protect)";"Other words using this character: 保护 (bǎohù; protect); 保证 (bǎozhèng; guarantee); 保存 (bǎocún; to conserve); 保持 (bǎochí; maintain); 保险 (bǎoxiǎn; insurance)";"留 (leave)";"Other words using this character: 留 (liú; leave); 留学 (liúxué; study abroad)";"❈ 她保留了一些食物以备不时之需。";"【tā bǎoliú le yīxiē shíwù yǐbèi bùshízhīxū.】
She kept some food for future use.";"❈ 请保留你的票据。";"【qǐng bǎoliú nǐ de piàojù.】
Please keep your receipt.";"❈ 我对这个提议有所保留。";"【wǒ duì zhège tíyì yǒusuǒ bǎoliú.】
I have reservations about this proposal.";"🐇 温情保留了自己的意见，没有轻易妥协。";"【wēnqíng bǎoliú le zìjǐ de yìjiàn, méiyǒu qīngyì tuǒxié.】
Wen Qing retained her own opinions and did not compromise easily.";"🐇 魏无羡保留了一些药材，以备不时之需。";"【wèiwúxiàn bǎoliú le yīxiē yàocái, yǐbèi bùshízhīxū.】
Wei Wuxian kept some medicinal herbs for future use.";"♻🐇 金凌努力保留着和母亲在一起的记忆。";"【jīnlíng nǔlì bǎoliú zhe hé mǔqīn zài yīqǐ de jìyì.】
Jin Ling works hard to preserve the memories of being with his mother.";"♻🐇 蓝忘机爽快地表达了自己的感情，没有任何保留。";"【lánwàngjī shuǎngkuài dì biǎodá le zìjǐ de gǎnqíng, méiyǒu rènhé bǎoliú.】
Lan Wangji expressed his feelings straightforwardly, without any reservation.";"♻❈ 华侨在海外也能保留自己的文化传统。";"【huáqiáo zài hǎiwài yě néng bǎoliú zìjǐ de wénhuà chuántǒng.】
Overseas Chinese can also preserve their cultural traditions abroad.";"♻🐇 蓝忘机对民主制度持保留态度，认为它容易导致混乱。";"【lánwàngjī duì mínzhǔ zhìdù chí bǎoliú tàidu, rènwéi tā róngyì dǎozhì hùnluàn.】
Lan Wangji is reserved about the democratic system, believing it can lead to chaos.";"♻🐇 蓝曦臣总是坦率地说出自己的看法，不留任何保留。";"【lánxīchén zǒngshì tǎnlǜdì shuōchū zìjǐ de kànfǎ, bùliú rènhé bǎoliú.】
Lan Xichen always speaks his mind openly, without any reservation.";"♻🐇 很多原著党对改编后的电视剧持保留态度。";"【hěnduō yuánzhù dǎng duì gǎibiān hòu de diànshìjù chí bǎoliú tàidu.】
Many fans of the original work are reserved about the adapted TV series."

"报到⠀";"bàodào";"to report for duty; to check in; to register";"related words";"报到 (bàodào)
Refers to the act of reporting for duty, checking in, or registering at a place, such as a school, company, or event.

登记 (dēngjì)
Means to register or record information, such as personal details, in an official list or book.

挂号 (guàhào)
Specifically refers to the act of registering for a doctor's appointment or at a hospital.

支票 (zhīpiào)
Means a check or cheque, used for financial transactions.

注册 (zhùcè)
Refers to the act of officially enrolling or registering for membership, a service, or an account.
As an example, if you are a new student at a university, you would use 报到 (bàodào) to report for duty or check in, but you would use 注册 (zhùcè) to officially enroll in your classes.";"报 (report)";"Other words using this character: 报纸 (bàozhǐ; newspaper); 报名 (bàomíng; sign up); 报告 (bàogào; report); 预报 (yùbào; forecast); 报道 (bàodào; report); 报社 (bàoshè; newspaper)";"到 (to reach)";"Other words using this character: 到 (dào; to reach); 到处 (dàochù; everywhere); 到底 (dàodǐ; finally); 受到 (shòudào; receive); 周到 (zhōudào; thoughtful); 达到 (dádào; reach); 到达 (dàodá; arrive); 迟到 (chídào; late); 遇到 (yùdào; meet)";"❈ 我已经报到了，可以开始工作了。";"【wǒ yǐjīng bàodào le, kěyǐ kāishǐ gōngzuò le.】
I have registered and can start working now.";"❈ 新员工需要报到办公室。";"【xīn yuángōng xūyào bào dào bàngōngshì.】
New employees need to report to the office.";"❈ 他今天早上报到了。";"【tā jīntiān zǎoshang bàodào le.】
He checked in this morning.";"🐇 魏无羡报到的时候，引起了一片议论。";"【wèiwúxiànbào dào de shíhou, yǐnqǐ le yīpiàn yìlùn.】
When Wei Wuxian reported for duty, it sparked a lot of discussion.";"🐇 蓝忘机报到的时候，大家都对他刮目相看。";"【lánwàngjī bàodào de shíhou, dàjiā dōu duì tā guāmùxiāngkàn.】
When Lan Wangji reported for duty, everyone looked at him with new eyes."

"报告⠀";"bàogào";"to inform; to report; to make known; report; speech; talk; lecture; CL:篇[piān],份[fèn],个[gè],通[tòng]";"related words";"报告 (bàogào)
Refers to a report, presentation, or briefing given to convey information, findings, or updates.

报道 (bàodào)
Refers to the act of reporting news, events, or stories, typically in the media or journalism.
For example, if you are giving a presentation at work, you would use 报告 (bàogào) to refer to your report, but if you are reading news articles, you would use the term 报道 (bàodào) to refer to the news reports.";"报 (report)";"Other words using this character: 报纸 (bàozhǐ; newspaper); 报名 (bàomíng; sign up); 报到 (bàodào; report for duty); 预报 (yùbào; forecast); 报道 (bàodào; report); 报社 (bàoshè; newspaper)";"告 (announce)";"Other words using this character: 告诉 (gàosù; tell); 广告 (guǎnggào; advertising); 告别 (gàobié; leave); 转告 (zhuǎngào; pass on)";"❈ 他向老板报告了工作进展。";"【tā xiàng lǎobǎn bàogào le gōngzuòjìnzhǎn.】
He reported the progress of the work to the boss.";"❈ 她做了一个关于环境保护的报告。";"【tā zuò le yīgè guānyú huánjìngbǎohù de bàogào.】
She made a report on environmental protection.";"❈ 这份报告需要在下周之前完成。";"【zhèfèn bàogào xūyào zài xiàzhōu zhīqián wánchéng.】
This report needs to be completed by next week.";"🐇 魏无羡报告了鬼物的动向给蓝忘机。";"【wèiwúxiàn bàogào le guǐwù de dòngxiàng gěi lánwàngjī.】
Wei Wuxian reported the movements of the fierce corpses to Lan Wangji.";"🐇 温情报告了病人的病情给蓝忘机。";"【wēnqíng bàogào le bìngrén de bìngqíng gěi lánwàngjī.】
Wen Qing reported the patient's condition to Lan Wangji.";"♻❈ 这个报告的摘要很清晰。";"【zhège bàogào de zhāiyào hěn qīngxī.】
The summary of this report is very clear.";"♻❈ 他给了我一份报告的摘要。";"【tā gěi le wǒ yífèn bàogào de zhāiyào.】
He gave me a summary of the report.";"♻❈ 这份报告仅供参考，具体数据还需进一步确认。";"【zhèfèn bàogào jǐngōngcānkǎo, jùtǐ shùjù hái xū jìnyībù quèrèn.】
This report is for reference only, and specific data needs further confirmation.";"♻❈ 这是一份书面报告。";"【zhèshì yífèn shūmiànbàogào.】
This is a written report.";"♻❈ 请按此按钮输出报告。";"【qǐng àn cǐ ànniǔ shūchū bàogào.】
Please press this button to output the report.";"♻❈ 我们需要精简这份报告。";"【wǒmen xūyào jīngjiǎn zhèfèn bàogào.】
We need to streamline this report.";"♻❈ 在这份报告中，他省略了一些关键信息。";"【zài zhèfèn bàogào zhōng, tā shěnglüè le yīxiē guānjiàn xìnxī.】
He omitted some key information in this report."

"悲观⠀";"bēiguān";"pessimistic";"悲 (sadness)";"There are no other HSK words in this level (or before) using this character.";"观 (observe)";"Other words using this character: 参观 (cānguān; visit); 观众 (guānzhòng; spectators); 观察 (guānchá; observe); 观念 (guānniàn; notion); 客观 (kèguān; objective); 主观 (zhǔguān; subjective); 观点 (guāndiǎn; viewpoint); 乐观 (lèguān; optimistic)";"❈ 他对未来很悲观。";"【tā duì wèilái hěn bēiguān.】
He is very pessimistic about the future.";"❈ 她的态度变得越来越悲观。";"【tā de tàidu biànde yuèláiyuè bēiguān.】
Her attitude is becoming more and more pessimistic.";"❈ 悲观的心态会影响工作效率。";"【bēiguān de xīntài huì yǐngxiǎng gōngzuòxiàolǜ.】
A pessimistic attitude will affect work efficiency.";"🐇 魏无羡虽然表面上看起来很乐观，但内心却有着悲观的一面。";"【wèiwúxiàn suīrán biǎomiàn shàng kànqǐlai hěn lèguān, dàn nèixīn què yǒuzhe bēiguān de yīmiàn.】
Although Wei Wuxian seems optimistic on the surface, he has a pessimistic side in his heart.";"🐇 在修真界，乐观的人和悲观的人都有各自的生存之道。";"【zài xiūzhēnjiè, lèguān de rén hé bēiguān de rén dōu yǒu gèzì de shēngcúnzhīdào.】
In the cultivation world, optimistic and pessimistic people each have their own way of survival."

"背景⠀";"bèijǐng";"background; backdrop; context; (fig.) powerful backer; CL:种[zhǒng]";"背 (back)";"Other words using this character: 后背 (hòubèi; the back); 背 (bèi; back)";"景 (scenery)";"Other words using this character: 景色 (jǐngsè; scenery); 风景 (fēngjǐng; scenery); 情景 (qíngjǐng; scene)";"❈ 了解历史背景对于理解这个问题很重要。";"【liǎojiě lìshǐbèijǐng duìyú lǐjiě zhège wèntí hěn zhòngyào.】
Understanding the historical background is important for understanding this issue.";"❈ 这幅画的背景很美。";"【zhèfú huà de bèijǐng hěn měi.】
The background of this painting is very beautiful.";"❈ 他在政界有很强的背景支持。";"【tā zài zhèngjiè yǒu hěn qiáng de bèijǐng zhīchí.】
